Feature	Number of Genes	Genes
histone deacetylation	3	TBL1XR1, TBL1X, HDAC3
RNA polymerase II cis-regulatory region sequence-specific DNA binding	3	FOXJ2, NRIP1, NCOA2
fibrillar center	3	FOXJ2, NRIP1, TAF4B
transcription coregulator activity	3	GPS2, SUPT20H, KAT2B
negative regulation of JNK cascade	3	GPS2, NCOR1, HDAC3
p53 binding	3	TAF9, TAF1, TAF3
SAGA-type complex	3	TADA2A, SGF29, SUPT20H
centrosome	3	KIF20B, KAT2B, ID1
perinuclear region of cytoplasm	3	KIF20B, HMGB2, TAF8
protein domain specific binding	3	HMGB2, NCOA2, TADA3
methylated histone binding	3	SGF29, ZZZ3, WDR5
transcription initiation-coupled chromatin remodeling	3	SGF29, KAT2B, WDR5
ubiquitin-dependent protein catabolic process	3	USP3, USP51, TAF1
aryl hydrocarbon receptor binding	3	NCOA2, TAF4, TAF6
transcription regulator inhibitor activity	3	ID1, TAF1, TAF3
 gene expression	3	ID1, MBIP, TADA3
male germ cell nucleus	3	TAF7, TAF3, TAF4
histone deubiquitination	2	ENY2, USP3
mitochondrion	2	ENY2, GPS2
proteasome-mediated ubiquitin-dependent protein catabolic process	2	TBL1XR1, TBL1X
 canonical Wnt signaling pathway	2	TBL1XR1, TBL1X
nuclear glucocorticoid receptor binding	2	NCOR2, NRIP1
protein-containing complex binding	2	NCOR2, SLF2
nuclear retinoid X receptor binding	2	NCOR2, NRIP1
negative regulation of androgen receptor signaling pathway	2	NCOR2, NCOR1
negative regulation of miRNA transcription	2	NCOR2, NCOR1
nuclear matrix	2	NCOR2, ATXN7
nuclear body	2	NCOR2, NCOA2
cyclin binding	2	GPS2, HDAC3
 lipid metabolic process	2	GPS2, NCOA2
 fat cell differentiation	2	GPS2, TAF8
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2	TAF9, TAF9B
nuclear thyroid hormone receptor binding	2	NCOR1, TAF7
RNA polymerase II-specific DNA-binding transcription factor binding	2	NCOR1, TAF1
locomotor rhythm	2	NCOR1, NCOA2
spindle assembly	2	NCOR1, HDAC3
ATP binding	2	KIF20B, TAF1
histone acetyltransferase binding	2	KANSL1L, TAF7
NSL complex	2	KANSL1L, WDR5
RNA binding	2	HMGB2, SF3B5
transcription factor binding	2	HMGB2, TAF3
negative regulation of gene expression	2	HMGB2, TAF1
lysine-acetylated histone binding	2	ZZZ3, TAF1
NF-kappaB binding	2	TAF4B, HDAC3
gluconeogenesis	2	KAT2B, WDR5
 gluconeogenesis	2	KAT2B, WDR5
histone acetyltransferase complex	2	KAT2B, WDR5
cysteine-type deubiquitinase activity	2	USP3, USP51
DNA repair	2	USP3, USP51
protein dimerization activity	2	NCOA2, ID1
Golgi apparatus	2	ID1, HDAC3
 protein phosphorylation	2	HDAC3, TADA3
 protein stability	2	HDAC3, TADA3
H3K27me3 modified histone binding	2	TAF7, TAF1
intracellular estrogen receptor signaling pathway	2	TAF7, TADA3
maintenance of protein location in nucleus	2	TAF3, TAF8
transcription elongation by RNA polymerase II	1	ENY2
protein transport	1	ENY2
poly(A)+ mRNA export from nucleus	1	ENY2
nuclear pore nuclear basket	1	ENY2
transcription export complex 2	1	ENY2
DUBm complex	1	ENY2
early endosome	1	PPP1R21
molecular_function	1	TAF7L
biological_process	1	TAF7L
beta-catenin binding	1	TBL1XR1
blastocyst hatching	1	TBL1XR1
response to dietary excess	1	TBL1XR1
lipid catabolic process	1	TBL1XR1
multicellular organism growth	1	TBL1XR1
white fat cell differentiation	1	TBL1XR1
fat pad development	1	TBL1XR1
 triglyceride metabolic process	1	TBL1XR1
Notch binding	1	NCOR2
lactation	1	NCOR2
response to organonitrogen compound	1	NCOR2
 cellular ketone metabolic process	1	NCOR2
cerebellum development	1	NCOR2
response to estradiol	1	NCOR2
estrous cycle	1	NCOR2
DNA-binding transcription factor activity, RNA polymerase II-specific	1	FOXJ2
DNA-binding transcription activator activity, RNA polymerase II-specific	1	FOXJ2
sequence-specific double-stranded DNA binding	1	FOXJ2
male meiosis I	1	FOXJ2
negative regulation of angiogenesis	1	FOXJ2
negative regulation of blood vessel endothelial cell differentiation	1	FOXJ2
 vascular associated smooth muscle cell proliferation	1	FOXJ2
GTPase inhibitor activity	1	GPS2
JNK cascade	1	GPS2
negative regulation of tumor necrosis factor-mediated signaling pathway	1	GPS2
 cholesterol efflux	1	GPS2
B cell differentiation	1	GPS2
negative regulation of toll-like receptor signaling pathway	1	GPS2
 peroxisome proliferator activated receptor signaling pathway	1	GPS2
negative regulation of fat cell differentiation	1	GPS2
negative regulation of inflammatory response	1	GPS2
negative regulation of B cell receptor signaling pathway	1	GPS2
response to mitochondrial depolarisation	1	GPS2
negative regulation of protein K63-linked ubiquitination	1	GPS2
ATPase binding	1	TAF9
C2H2 zinc finger domain binding	1	TAF9
box C/D snoRNP assembly	1	TAF9
negative regulation of proteasomal ubiquitin-dependent protein catabolic process	1	TAF9
 response to cytokine stimulus	1	TAF9
response to interleukin-1	1	TAF9
response to L-glutamate	1	TAF9
pre-snoRNP complex	1	TAF9
focal adhesion	1	TADA1
 cell growth	1	TAF9B
negative regulation of glycolytic process	1	NCOR1
negative regulation of fatty acid metabolic process	1	NCOR1
 histone acetylation	1	TADA2A
microtubule motor activity	1	KIF20B
microtubule binding	1	KIF20B
plus-end-directed microtubule motor activity	1	KIF20B
ATP hydrolysis activity	1	KIF20B
protein homodimerization activity	1	KIF20B
WW domain binding	1	KIF20B
neural tube closure	1	KIF20B
microtubule-based movement	1	KIF20B
 mitotic nuclear division	1	KIF20B
 cell population proliferation	1	KIF20B
 cytokinesis	1	KIF20B
protein localization to microtubule	1	KIF20B
neuron projection morphogenesis	1	KIF20B
cell division	1	KIF20B
 intracellular protein transport	1	KIF20B
 mitotic cytokinetic process	1	KIF20B
 establishment of cell polarity	1	KIF20B
 neuron migration	1	KIF20B
kinesin complex	1	KIF20B
microtubule	1	KIF20B
growth cone	1	KIF20B
midbody	1	KIF20B
intercellular bridge	1	KIF20B
spindle midzone	1	KIF20B
contractile ring	1	KIF20B
mitotic spindle pole	1	KIF20B
mitotic spindle midzone	1	KIF20B
signaling receptor binding	1	NRIP1
nuclear estrogen receptor binding	1	NRIP1
ovarian follicle rupture	1	NRIP1
circadian rhythm	1	NRIP1
lipid storage	1	NRIP1
cellular response to estradiol stimulus	1	NRIP1
nuclear speck	1	NRIP1
four-way junction DNA binding	1	HMGB2
cis-regulatory region sequence-specific DNA binding	1	HMGB2
damaged DNA binding	1	HMGB2
double-stranded DNA binding	1	HMGB2
single-stranded DNA binding	1	HMGB2
DNA binding, bending	1	HMGB2
chemoattractant activity	1	HMGB2
non-sequence-specific DNA binding, bending	1	HMGB2
RAGE receptor binding	1	HMGB2
supercoiled DNA binding	1	HMGB2
 endothelial cell proliferation	1	HMGB2
inflammatory response to antigenic stimulus	1	HMGB2
DNA topological change	1	HMGB2
double-strand break repair via nonhomologous end joining	1	HMGB2
nucleosome assembly	1	HMGB2
spermatid nucleus differentiation	1	HMGB2
male gonad development	1	HMGB2
extrinsic apoptotic signaling pathway via death domain receptors	1	HMGB2
 nuclease activity	1	HMGB2
DNA geometric change	1	HMGB2
response to lipopolysaccharide	1	HMGB2
 interferon-beta production	1	HMGB2
V(D)J recombination	1	HMGB2
 DNA binding	1	HMGB2
innate immune response	1	HMGB2
 innate immune response	1	HMGB2
 erythrocyte differentiation	1	HMGB2
 megakaryocyte differentiation	1	HMGB2
response to steroid hormone	1	HMGB2
 neurogenesis	1	HMGB2
defense response to Gram-negative bacterium	1	HMGB2
defense response to Gram-positive bacterium	1	HMGB2
positive chemotaxis	1	HMGB2
cell chemotaxis	1	HMGB2
cellular response to lipopolysaccharide	1	HMGB2
 stem cell proliferation	1	HMGB2
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	1	HMGB2
condensed chromosome	1	HMGB2
extracellular space	1	HMGB2
establishment of protein localization to chromatin	1	SGF29
oogenesis	1	TAF4B
autophagy	1	SUPT20H
gastrulation	1	SUPT20H
arginyltransferase activity	1	ATE1
proteasomal protein catabolic process	1	ATE1
protein arginylation	1	ATE1
RNA polymerase II transcription regulatory region sequence-specific DNA binding	1	KAT2B
diamine N-acetyltransferase activity	1	KAT2B
lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	1	KAT2B
cyclin-dependent protein serine/threonine kinase inhibitor activity	1	KAT2B
histone H3 acetyltransferase activity	1	KAT2B
acetyltransferase activity	1	KAT2B
protein kinase binding	1	KAT2B
histone H3K9 acetyltransferase activity	1	KAT2B
peptide-lysine-N-acetyltransferase activity	1	KAT2B
transcription regulator activator activity	1	KAT2B
 transcription from RNA polymerase II promoter by glucose	1	KAT2B
protein acetylation	1	KAT2B
heart development	1	KAT2B
negative regulation of cell population proliferation	1	KAT2B
 protein ADP-ribosylation	1	KAT2B
N-terminal peptidyl-lysine acetylation	1	KAT2B
internal peptidyl-lysine acetylation	1	KAT2B
peptidyl-lysine acetylation	1	KAT2B
cellular response to insulin stimulus	1	KAT2B
 fatty acid biosynthetic process	1	KAT2B
negative regulation of cyclin-dependent protein serine/threonine kinase activity	1	KAT2B
 glycolytic process	1	KAT2B
negative regulation of centriole replication	1	KAT2B
rhythmic process	1	KAT2B
limb development	1	KAT2B
 attachment of mitotic spindle microtubules to kinetochore	1	KAT2B
negative regulation of rRNA processing	1	KAT2B
kinetochore	1	KAT2B
A band	1	KAT2B
I band	1	KAT2B
actomyosin	1	KAT2B
proteolysis	1	TBL1X
sensory perception of sound	1	TBL1X
DNA repair-dependent chromatin remodeling	1	USP3
cytoplasmic ribonucleoprotein granule	1	USP3
Flemming body	1	USP3
RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	1	NCOA2
 glucose metabolic process	1	NCOA2
response to progesterone	1	NCOA2
cellular response to hormone stimulus	1	NCOA2
peroxisome proliferator activated receptor signaling pathway	1	NCOA2
 cellular response to insulin stimulus	1	NCOA2
cellular response to Thyroglobulin triiodothyronine	1	NCOA2
 adipose tissue development	1	NCOA2
RNA polymerase II transcription regulator complex	1	NCOA2
histone H3K4 methyltransferase activity	1	WDR5
skeletal system development	1	WDR5
neuron projection development	1	WDR5
histone H4-K5 acetylation	1	WDR5
histone H4-K8 acetylation	1	WDR5
histone H4-K16 acetylation	1	WDR5
histone H3-K4 methylation	1	WDR5
 histone H3-K4 methylation	1	WDR5
 dosage compensation by inactivation of X chromosome	1	WDR5
histone methyltransferase complex	1	WDR5
MLL1/2 complex	1	WDR5
MLL3/4 complex	1	WDR5
Set1C/COMPASS complex	1	WDR5
histone H2A deubiquitinase activity	1	USP51
 cell cycle process	1	USP51
 double-strand break repair via homologous recombination	1	USP51
protein deubiquitination	1	USP51
 double-strand break repair via nonhomologous end joining	1	USP51
chromosome	1	USP51
proteasome binding	1	ID1
transcription regulator activity	1	ID1
angiogenesis	1	ID1
transforming growth factor beta receptor signaling pathway	1	ID1
brain development	1	ID1
negative regulation of transcription by transcription factor localization	1	ID1
neuron differentiation	1	ID1
negative regulation of protein binding	1	ID1
 actin filament bundle assembly	1	ID1
cell-abiotic substrate adhesion	1	ID1
negative regulation of DNA binding	1	ID1
blood vessel endothelial cell migration	1	ID1
negative regulation of endothelial cell differentiation	1	ID1
blood vessel morphogenesis	1	ID1
 epithelial cell proliferation	1	ID1
negative regulation of dendrite morphogenesis	1	ID1
cellular response to epidermal growth factor stimulus	1	ID1
negative regulation of cold-induced thermogenesis	1	ID1
 vasculature development	1	ID1
cellular response to peptide	1	ID1
cellular response to dopamine	1	ID1
cellular response to nerve growth factor stimulus	1	ID1
transcription corepressor binding	1	HDAC3
histone deacetylase activity	1	HDAC3
enzyme inhibitor activity	1	HDAC3
enzyme binding	1	HDAC3
chromatin DNA binding	1	HDAC3
protein lysine deacetylase activity	1	HDAC3
molecular function inhibitor activity	1	HDAC3
protein decrotonylase activity	1	HDAC3
histone decrotonylase activity	1	HDAC3
protein de-2-hydroxyisobutyrylase activity	1	HDAC3
establishment of mitotic spindle orientation	1	HDAC3
in utero embryonic development	1	HDAC3
protein deacetylation	1	HDAC3
 mitotic cell cycle	1	HDAC3
negative regulation of myotube differentiation	1	HDAC3
 protein ubiquitination	1	HDAC3
 TOR signaling	1	HDAC3
 multicellular organism growth	1	HDAC3
 protein import into nucleus	1	HDAC3
 circadian rhythm	1	HDAC3
establishment of skin barrier	1	HDAC3
cellular response to fluid shear stress	1	HDAC3
 cold-induced thermogenesis	1	HDAC3
cornified envelope assembly	1	HDAC3
negative regulation of cardiac muscle cell differentiation	1	HDAC3
plasma membrane	1	HDAC3
ubiquitin protein ligase binding	1	SLF2
double-strand break repair via homologous recombination	1	SLF2
protein sumoylation	1	SLF2
 protein-containing complex assembly	1	SLF2
 telomere maintenance	1	SLF2
 maintenance of mitotic sister chromatid cohesion	1	SLF2
protein localization to site of double-strand break	1	SLF2
 double-strand break repair	1	SLF2
chromosome, telomeric region	1	SLF2
Smc5-Smc6 complex	1	SLF2
site of double-strand break	1	SLF2
intracellular membrane-bounded organelle	1	SLF2
TFIIH-class transcription factor complex binding	1	TAF7
nuclear vitamin D receptor binding	1	TAF7
P-TEFb complex binding	1	TAF7
spermine transport	1	TAF7
negative regulation of protein kinase activity	1	TAF7
negative regulation of MHC class I biosynthetic process	1	TAF7
negative regulation of MHC class II biosynthetic process	1	TAF7
protein kinase inhibitor activity	1	MBIP
 JNK cascade	1	MBIP
microtubule cytoskeleton organization	1	ATXN7
nucleus organization	1	ATXN7
negative regulation of microtubule depolymerization	1	ATXN7
visual perception	1	ATXN7
microtubule cytoskeleton	1	ATXN7
splicing factor binding	1	SF3B5
mRNA splicing, via spliceosome	1	SF3B5
U2-type prespliceosome assembly	1	SF3B5
spliceosomal complex	1	SF3B5
U2-type spliceosomal complex	1	SF3B5
U2 snRNP	1	SF3B5
U12-type spliceosomal complex	1	SF3B5
U2-type precatalytic spliceosome	1	SF3B5
precatalytic spliceosome	1	SF3B5
mitotic cell cycle	1	TADA3
RNA polymerase II core promoter sequence-specific DNA binding	1	TAF1
RNA polymerase II general transcription initiation factor binding	1	TAF1
RNA polymerase I general transcription initiation factor activity	1	TAF1
protein kinase activity	1	TAF1
protein serine/threonine kinase activity	1	TAF1
kinase activity	1	TAF1
TBP-class protein binding	1	TAF1
sequence-specific DNA binding	1	TAF1
ubiquitin conjugating enzyme activity	1	TAF1
protein serine kinase activity	1	TAF1
acetyl-CoA binding	1	TAF1
protein polyubiquitination	1	TAF1
transcription initiation at RNA polymerase I promoter	1	TAF1
peptidyl-serine phosphorylation	1	TAF1
peptidyl-threonine phosphorylation	1	TAF1
midbrain development	1	TAF1
 protein binding	1	TAF1
 proteasomal ubiquitin-dependent protein catabolic process	1	TAF1
cellular response to UV	1	TAF1
transcription factor catabolic process	1	TAF1
protein autophosphorylation	1	TAF1
cellular response to ATP	1	TAF1
 signal transduction by p53 class mediator	1	TAF1
 cell cycle G1/S phase transition	1	TAF1
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	1	TAF1
negative regulation of protein autoubiquitination	1	TAF1
negative regulation of ubiquitin-dependent protein catabolic process	1	TAF1
 androgen receptor activity	1	TAF1
metal ion binding	1	TAF3
nuclear membrane	1	TAF3
core promoter sequence-specific DNA binding	1	TAF4
ovarian follicle development	1	TAF4
actin cytoskeleton	1	TAF5
molecular adaptor activity	1	TAF6
apoptotic process	1	TAF6
negative regulation of cell cycle	1	TAF6
SLIK (SAGA-like) complex	1	TAF6
DNA-templated transcription open complex formation	1	TAF8
inner cell mass cell proliferation	1	TAF8
