Feature	Number of Genes	Genes
identical protein binding	8	TRIM29, PYCARD, BLMH, APOA1, GLUL, HSPB8, TSN, ME1
signal transduction	7	OLFM4, CLIC3, ECM1, IMPA2, TYMP, PYCARD, CRABP2
membrane	7	PPL, CLIC3, EVPL, PLA2G4D, VHL, CCDC107, JPH3
endoplasmic reticulum	7	PYCARD, DSC2, SULT2B1, CRABP2, VHL, CES2, TSN
metal ion binding	6	IMPA2, NAPRT, SCEL, RAPSN, DEF8, YOD1
 gene expression	6	CTSH, ALOX12B, IL36G, EPHX2, VHL, HES1
intracellular membrane-bounded organelle	6	CTSH, ALOX12B, SULT2B1, CES2, AP3S2, SPTBN2
mitochondrion	5	OLFM4, PYCARD, GLUL, VHL, ME1
perinuclear region of cytoplasm	5	OLFM4, ALOX12B, DOCK6, S100A16, SCEL
 transcription by RNA polymerase II	5	ECM1, TFAP2D, HES1, GTF2A2, HEY1
cadherin binding	4	OLFM4, PPL, EVPL, SPTBN2
cell adhesion	4	OLFM4, AZGP1, DSC2, HES1
protein-containing complex	4	OLFM4, PYCARD, GLUL, HES1
cornified envelope	4	PPL, EVPL, DSC2, SCEL
collagen-containing extracellular matrix	4	AZGP1, ECM1, CTSH, APOA1
angiogenesis	4	ECM1, TYMP, GLUL, HEY1
innate immune response	4	NLRP10, TRIM29, PYCARD, IL36G
carbohydrate binding	4	LGALSL, CRYBG1, CD207, ZG16B
apoptotic process	4	PYCARD, CTSH, CTSV, ALDH1A3
 cell population proliferation	4	CTSH, TFAP2D, RAB25, HES1
calcium ion binding	4	DSC2, S100A16, PLA2G4D, ANXA8L1
structural molecule activity	3	OLFM4, PPL, EVPL
 apoptotic process	3	OLFM4, PYCARD, ALDH1A3
 phagocytosis	3	OLFM4, PYCARD, APOA1
desmosome	3	PPL, EVPL, DSC2
immune response	3	AZGP1, CTSH, CTSV
negative regulation of cell population proliferation	3	AZGP1, SULT2B1, VHL
epidermis development	3	EVPL, SCEL, CRABP2
inflammatory response	3	ECM1, NLRP10, PYCARD
ATP binding	3	NLRP10, PRKACG, GLUL
negative regulation of transcription by RNA polymerase II	3	TRIM29, HES1, HEY1
lysosome	3	TRIM29, CTSH, CTSV
cysteine-type endopeptidase activator activity involved in apoptotic process	3	PYCARD, CTSH, CTSV
enzyme binding	3	PYCARD, APOA1, VHL
secretory granule lumen	3	PYCARD, CTSH, APOA1
cysteine-type endopeptidase activity	3	CTSH, BLMH, CTSV
cysteine-type peptidase activity	3	CTSH, BLMH, CTSV
proteolysis	3	CTSH, BLMH, VHL
cytoplasmic vesicle	3	DSC2, APOA1, RAB25
molecular_function	3	CRYBG1, ZG16B, JPH3
magnesium ion binding	3	EPHX2, GLUL, ME1
DNA-binding transcription factor activity, RNA polymerase II-specific	3	TFAP2D, HES1, HEY1
chromatin	3	TFAP2D, HES1, HEY1
Golgi apparatus	3	RAPSN, AP3S2, RAB25
RNA polymerase II-specific DNA-binding transcription factor binding	3	HES1, GTF2A2, HEY1
 substrate adhesion-dependent cell spreading	2	OLFM4, APOA1
tertiary granule lumen	2	OLFM4, CTSH
structural constituent of cytoskeleton	2	PPL, SPTBN2
response to mechanical stimulus	2	PPL, SCEL
keratinization	2	PPL, EVPL
wound healing	2	PPL, EVPL
intermediate filament cytoskeleton organization	2	PPL, EVPL
intermediate filament	2	PPL, EVPL
nuclear body	2	CLIC3, ESRP1
retina homeostasis	2	AZGP1, ZG16B
external side of plasma membrane	2	AZGP1, CD207
keratinocyte differentiation	2	EVPL, SCEL
protease binding	2	ECM1, PYCARD
 angiogenesis	2	ECM1, CTSH
 T cell migration	2	ECM1, PYCARD
extracellular matrix	2	ECM1, FCGBP
GTPase activity	2	NLRP10, RAB25
adaptive immune response	2	NLRP10, CTSH
 interleukin-6 production	2	NLRP10, PYCARD
 interleukin-8 production	2	NLRP10, PYCARD
 inflammatory response	2	NLRP10, PYCARD
defense response to Gram-negative bacterium	2	NLRP10, PYCARD
mRNA binding	2	ESRP1, TSN
zinc ion binding	2	TRIM29, CPM
cell-cell adhesion	2	TRIM29, DSC2
adherens junction	2	TRIM29, DSC2
protein dimerization activity	2	PYCARD, HEY1
 GTPase activity	2	PYCARD, DOCK6
defense response to virus	2	PYCARD, CD207
cellular response to lipopolysaccharide	2	PYCARD, IL36G
cellular response to interleukin-1	2	PYCARD, HES1
cellular response to tumor necrosis factor	2	PYCARD, HES1
nucleolus	2	PYCARD, S100A16
azurophil granule lumen	2	PYCARD, NAPRT
neuronal cell body	2	PYCARD, SPTBN2
aminopeptidase activity	2	CTSH, BLMH
serine-type endopeptidase activity	2	CTSH, CTSV
thyroid hormone binding	2	CTSH, ALDH1A3
 epithelial cell migration	2	CTSH, RAB25
 peptidase activity	2	CTSH, CTSV
negative regulation of apoptotic process	2	CTSH, VHL
proteolysis involved in protein catabolic process	2	CTSH, CTSV
ERK1 and ERK2 cascade	2	CTSH, APOA1
 apoptotic signaling pathway	2	CTSH, CTSV
carboxypeptidase activity	2	BLMH, CPM
response to toxic substance	2	BLMH, EPHX2
cellular response to starvation	2	DSC2, GLUL
high-density lipoprotein particle assembly	2	PRKACG, APOA1
RNA binding	2	S100A16, TSN
cholesterol homeostasis	2	EPHX2, APOA1
 cholesterol metabolic process	2	EPHX2, APOA1
calcium-dependent phospholipid binding	2	PLA2G4D, ANXA8L1
phospholipid binding	2	APOA1, SPTBN2
cholesterol binding	2	APOA1, SULT2B1
cholesterol metabolic process	2	APOA1, SULT2B1
protein stabilization	2	APOA1, VHL
early endosome	2	APOA1, AP3S2
endoplasmic reticulum lumen	2	APOA1, CES2
endocytic vesicle	2	APOA1, CD207
manganese ion binding	2	GLUL, ME1
 epithelial cell proliferation	2	GLUL, HES1
carbohydrate metabolic process	2	TALDO1, ME1
transcription by RNA polymerase II	2	TFAP2D, GTF2A2
retinoic acid biosynthetic process	2	CRABP2, ALDH1A3
 DNA-templated transcription	2	CRABP2, VHL
negative regulation of gene expression	2	VHL, HES1
vesicle-mediated transport	2	AP3S2, SPTBN2
presynapse	2	AP3S2, SPTBN2
cell junction	2	SPTBN2, GTF2A2
DNA binding	2	TSN, HES1
sequence-specific DNA binding	2	TSN, HES1
protein homotetramerization	2	ME1, ALDH1A3
DNA-binding transcription repressor activity, RNA polymerase II-specific	2	HES1, HEY1
sequence-specific double-stranded DNA binding	2	HES1, HEY1
Notch signaling pathway	2	HES1, HEY1
anterior/posterior pattern specification	2	HES1, HEY1
negative regulation of neuron differentiation	2	HES1, HEY1
negative regulation of DNA-templated transcription	2	HES1, HEY1
 neurogenesis	2	HES1, HEY1
ventricular septum morphogenesis	2	HES1, HEY1
labyrinthine layer blood vessel development	2	HES1, HEY1
neuromuscular process controlling balance	2	ALDH1A3, JPH3
 necrotic cell death	1	OLFM4
 neutrophil extravasation	1	OLFM4
secretory granule	1	OLFM4
specific granule lumen	1	OLFM4
specific granule	1	OLFM4
azurophil granule	1	OLFM4
intercellular bridge	1	OLFM4
cytoskeleton	1	PPL
voltage-gated monoatomic ion channel activity	1	CLIC3
chloride channel activity	1	CLIC3
chloride transport	1	CLIC3
 monoatomic ion transmembrane transport	1	CLIC3
chloride transmembrane transport	1	CLIC3
chloride channel complex	1	CLIC3
RNA nuclease activity	1	AZGP1
protein transmembrane transporter activity	1	AZGP1
detection of chemical stimulus involved in sensory perception of bitter taste	1	AZGP1
protein transmembrane transport	1	AZGP1
RNA phosphodiester bond hydrolysis	1	AZGP1
spliceosomal complex assembly	1	RSRP1
 antibacterial peptide production	1	EVPL
peptide cross-linking	1	EVPL
intermediate filament cytoskeleton	1	EVPL
interleukin-2 receptor binding	1	ECM1
extracellular matrix structural constituent	1	ECM1
ossification	1	ECM1
 endothelial cell proliferation	1	ECM1
negative regulation of cytokine-mediated signaling pathway	1	ECM1
chondrocyte development	1	ECM1
 type 2 immune response	1	ECM1
endochondral bone growth	1	ECM1
negative regulation of peptidase activity	1	ECM1
 bone mineralization	1	ECM1
negative regulation of bone mineralization	1	ECM1
biomineral tissue development	1	ECM1
 I-kappaB kinase/NF-kappaB signaling	1	ECM1
platelet dense granule lumen	1	ECM1
ATP hydrolysis activity	1	NLRP10
 T-helper 1 type immune response	1	NLRP10
 interleukin-1 alpha production	1	NLRP10
defense response to fungus	1	NLRP10
 defense response to bacterium	1	NLRP10
 T-helper 17 type immune response	1	NLRP10
extrinsic component of plasma membrane	1	NLRP10
nuclear membrane	1	NLRP10
inositol monophosphate 1-phosphatase activity	1	IMPA2
inositol monophosphate 3-phosphatase activity	1	IMPA2
inositol monophosphate 4-phosphatase activity	1	IMPA2
inositol metabolic process	1	IMPA2
inositol biosynthetic process	1	IMPA2
phosphate-containing compound metabolic process	1	IMPA2
response to lithium ion	1	IMPA2
phosphatidylinositol phosphate biosynthetic process	1	IMPA2
mRNA processing	1	ESRP1
RNA splicing	1	ESRP1
 inner ear auditory receptor cell fate specification	1	ESRP1
 RNA splicing	1	ESRP1
ribonucleoprotein complex	1	ESRP1
p53 binding	1	TRIM29
cadherin binding involved in cell-cell adhesion	1	TRIM29
negative regulation of protein localization to nucleus	1	TRIM29
1,4-alpha-oligoglucan phosphorylase activity	1	TYMP
growth factor activity	1	TYMP
thymidine phosphorylase activity	1	TYMP
pyrimidine-nucleoside phosphorylase activity	1	TYMP
mitochondrial genome maintenance	1	TYMP
pyrimidine nucleobase metabolic process	1	TYMP
pyrimidine nucleoside metabolic process	1	TYMP
chemotaxis	1	TYMP
cell differentiation	1	TYMP
 myelination	1	TYMP
dTMP catabolic process	1	TYMP
 transmission of nerve impulse	1	TYMP
 gastric motility	1	TYMP
interleukin-6 receptor binding	1	PYCARD
tropomyosin binding	1	PYCARD
myosin I binding	1	PYCARD
Pyrin domain binding	1	PYCARD
transmembrane transporter binding	1	PYCARD
BMP receptor binding	1	PYCARD
myeloid dendritic cell activation	1	PYCARD
activation of innate immune response	1	PYCARD
pattern recognition receptor signaling pathway	1	PYCARD
 defense response to virus by host	1	PYCARD
myeloid dendritic cell activation involved in immune response	1	PYCARD
 antigen processing and presentation of peptide antigen via MHC class II	1	PYCARD
 adaptive immune response	1	PYCARD
activation of cysteine-type endopeptidase activity involved in apoptotic process	1	PYCARD
osmosensory signaling pathway	1	PYCARD
 autophagy	1	PYCARD
 tumor necrosis factor-mediated signaling pathway	1	PYCARD
 actin filament polymerization	1	PYCARD
 protein stability	1	PYCARD
negative regulation of NF-kappaB transcription factor activity	1	PYCARD
negative regulation of interferon-beta production	1	PYCARD
 chemokine production	1	PYCARD
 type II interferon production	1	PYCARD
 interleukin-1 beta production	1	PYCARD
 interleukin-10 production	1	PYCARD
 tumor necrosis factor production	1	PYCARD
tumor necrosis factor-mediated signaling pathway	1	PYCARD
 activated T cell proliferation	1	PYCARD
intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	PYCARD
negative regulation of I-kappaB kinase/NF-kappaB signaling	1	PYCARD
 cysteine-type endopeptidase activity involved in apoptotic process	1	PYCARD
macropinocytosis	1	PYCARD
NLRP3 inflammasome complex assembly	1	PYCARD
 JNK cascade	1	PYCARD
icosanoid biosynthetic process	1	PYCARD
defense response to Gram-positive bacterium	1	PYCARD
 T cell activation	1	PYCARD
 DNA-binding transcription factor activity	1	PYCARD
 NF-kappaB transcription factor activity	1	PYCARD
protein homooligomerization	1	PYCARD
 macrophage cytokine production	1	PYCARD
pyroptosis	1	PYCARD
 ERK1 and ERK2 cascade	1	PYCARD
negative regulation of protein serine/threonine kinase activity	1	PYCARD
intrinsic apoptotic signaling pathway by p53 class mediator	1	PYCARD
 release of cytochrome c from mitochondria	1	PYCARD
activation of cysteine-type endopeptidase activity	1	PYCARD
negative regulation of cytokine production involved in inflammatory response	1	PYCARD
 NIK/NF-kappaB signaling	1	PYCARD
 cysteine-type endopeptidase activity	1	PYCARD
 extrinsic apoptotic signaling pathway	1	PYCARD
 intrinsic apoptotic signaling pathway	1	PYCARD
Golgi membrane	1	PYCARD
microtubule	1	PYCARD
IkappaB kinase complex	1	PYCARD
canonical inflammasome complex	1	PYCARD
NLRP1 inflammasome complex	1	PYCARD
NLRP3 inflammasome complex	1	PYCARD
AIM2 inflammasome complex	1	PYCARD
NLRP6 inflammasome complex	1	PYCARD
endopeptidase activity	1	CTSH
peptidase activity	1	CTSH
HLA-A specific activating MHC class I receptor activity	1	CTSH
metanephros development	1	CTSH
T cell mediated cytotoxicity	1	CTSH
immune response-regulating signaling pathway	1	CTSH
neuropeptide catabolic process	1	CTSH
bradykinin catabolic process	1	CTSH
antigen processing and presentation	1	CTSH
 cell migration	1	CTSH
zymogen activation	1	CTSH
protein destabilization	1	CTSH
response to retinoic acid	1	CTSH
membrane protein proteolysis	1	CTSH
surfactant homeostasis	1	CTSH
dichotomous subdivision of terminal units involved in lung branching	1	CTSH
cellular response to thyroid hormone stimulus	1	CTSH
cytoplasmic ribonucleoprotein granule	1	CTSH
alveolar lamellar body	1	CTSH
multivesicular body lumen	1	CTSH
ficolin-1-rich granule lumen	1	CTSH
arachidonate 12(S)-lipoxygenase activity	1	ALOX12B
iron ion binding	1	ALOX12B
oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	1	ALOX12B
lyase activity	1	ALOX12B
isomerase activity	1	ALOX12B
arachidonate 8(R)-lipoxygenase activity	1	ALOX12B
arachidonate 12(R)-lipoxygenase activity	1	ALOX12B
linoleate 9S-lipoxygenase activity	1	ALOX12B
protein lipidation	1	ALOX12B
sphingolipid metabolic process	1	ALOX12B
arachidonic acid metabolic process	1	ALOX12B
lipoxygenase pathway	1	ALOX12B
lipid oxidation	1	ALOX12B
 MAPK cascade	1	ALOX12B
linoleic acid metabolic process	1	ALOX12B
ceramide biosynthetic process	1	ALOX12B
hepoxilin biosynthetic process	1	ALOX12B
establishment of skin barrier	1	ALOX12B
 mucus secretion	1	ALOX12B
protein polyubiquitination	1	BLMH
response to xenobiotic stimulus	1	BLMH
homocysteine catabolic process	1	BLMH
nicotinate phosphoribosyltransferase activity	1	NAPRT
transferase activity	1	NAPRT
response to oxidative stress	1	NAPRT
NAD salvage	1	NAPRT
cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication	1	DSC2
homophilic cell adhesion via plasma membrane adhesion molecules	1	DSC2
cardiac muscle cell-cardiac muscle cell adhesion	1	DSC2
bundle of His cell-Purkinje myocyte adhesion involved in cell communication	1	DSC2
 heart rate by cardiac conduction	1	DSC2
 ventricular cardiac muscle cell action potential	1	DSC2
intercalated disc	1	DSC2
cytokine activity	1	IL36G
interleukin-1 receptor binding	1	IL36G
inflammatory response to antigenic stimulus	1	IL36G
cell-cell signaling	1	IL36G
cytokine-mediated signaling pathway	1	IL36G
guanyl-nucleotide exchange factor activity	1	DOCK6
small GTPase mediated signal transduction	1	DOCK6
protein serine/threonine kinase activity	1	PRKACG
AMP-activated protein kinase activity	1	PRKACG
cAMP-dependent protein kinase activity	1	PRKACG
protein kinase A regulatory subunit binding	1	PRKACG
protein serine kinase activity	1	PRKACG
renal water homeostasis	1	PRKACG
spermatogenesis	1	PRKACG
male gonad development	1	PRKACG
protein kinase A signaling	1	PRKACG
peptidyl-serine phosphorylation	1	PRKACG
cAMP-dependent protein kinase complex	1	PRKACG
ciliary base	1	PRKACG
histidine ammonia-lyase activity	1	HAL
histidine catabolic process	1	HAL
histidine catabolic process to glutamate and formamide	1	HAL
histidine catabolic process to glutamate and formate	1	HAL
cornified envelope assembly	1	DMKN
response to calcium ion	1	S100A16
biological_process	1	CRYBG1
cellular_component	1	CRYBG1
epoxide hydrolase activity	1	EPHX2
toxic substance binding	1	EPHX2
phosphatase activity	1	EPHX2
10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity	1	EPHX2
lipid phosphatase activity	1	EPHX2
lysophosphatidic acid phosphatase activity	1	EPHX2
dephosphorylation	1	EPHX2
stilbene catabolic process	1	EPHX2
phospholipid dephosphorylation	1	EPHX2
epoxide metabolic process	1	EPHX2
peroxisome	1	EPHX2
peroxisomal matrix	1	EPHX2
antigen processing and presentation of exogenous peptide antigen via MHC class II	1	CTSV
extracellular matrix disassembly	1	CTSV
lysosomal lumen	1	CTSV
phospholipase A1 activity	1	PLA2G4D
calcium-dependent phospholipase A2 activity	1	PLA2G4D
fatty acid metabolic process	1	PLA2G4D
phosphatidylglycerol acyl-chain remodeling	1	PLA2G4D
phosphatidylinositol acyl-chain remodeling	1	PLA2G4D
glycerophospholipid catabolic process	1	PLA2G4D
amyloid-beta binding	1	APOA1
signaling receptor binding	1	APOA1
high-density lipoprotein particle binding	1	APOA1
heat shock protein binding	1	APOA1
apolipoprotein receptor binding	1	APOA1
apolipoprotein A-I receptor binding	1	APOA1
chemorepellent activity	1	APOA1
phosphatidylcholine-sterol O-acyltransferase activator activity	1	APOA1
high-density lipoprotein particle receptor binding	1	APOA1
cholesterol transfer activity	1	APOA1
 protein phosphorylation	1	APOA1
endothelial cell proliferation	1	APOA1
negative regulation of cytokine production involved in immune response	1	APOA1
phosphatidylcholine biosynthetic process	1	APOA1
cholesterol biosynthetic process	1	APOA1
transforming growth factor beta receptor signaling pathway	1	APOA1
G protein-coupled receptor signaling pathway	1	APOA1
integrin-mediated signaling pathway	1	APOA1
glucocorticoid metabolic process	1	APOA1
negative regulation of tumor necrosis factor-mediated signaling pathway	1	APOA1
 cholesterol efflux	1	APOA1
negative regulation of very-low-density lipoprotein particle remodeling	1	APOA1
protein oxidation	1	APOA1
peptidyl-methionine modification	1	APOA1
lipid storage	1	APOA1
 intestinal cholesterol absorption	1	APOA1
cholesterol transport	1	APOA1
adrenal gland development	1	APOA1
 Cdc42 protein signal transduction	1	APOA1
negative regulation of interleukin-1 beta production	1	APOA1
cholesterol efflux	1	APOA1
phospholipid efflux	1	APOA1
negative regulation of heterotypic cell-cell adhesion	1	APOA1
high-density lipoprotein particle remodeling	1	APOA1
high-density lipoprotein particle clearance	1	APOA1
 Rho protein signal transduction	1	APOA1
lipoprotein biosynthetic process	1	APOA1
blood vessel endothelial cell migration	1	APOA1
reverse cholesterol transport	1	APOA1
phosphatidylcholine metabolic process	1	APOA1
negative regulation of inflammatory response	1	APOA1
negative chemotaxis	1	APOA1
vitamin transport	1	APOA1
 hydrolase activity	1	APOA1
negative regulation of hydrolase activity	1	APOA1
 stress fiber assembly	1	APOA1
phospholipid homeostasis	1	APOA1
negative regulation of cell adhesion molecule production	1	APOA1
negative regulation of response to cytokine stimulus	1	APOA1
triglyceride homeostasis	1	APOA1
cholesterol import	1	APOA1
intermembrane lipid transfer	1	APOA1
 phospholipid efflux	1	APOA1
 CoA-transferase activity	1	APOA1
very-low-density lipoprotein particle	1	APOA1
high-density lipoprotein particle	1	APOA1
spherical high-density lipoprotein particle	1	APOA1
endocytic vesicle lumen	1	APOA1
blood microparticle	1	APOA1
extracellular vesicle	1	APOA1
glutamate-ammonia ligase activity	1	GLUL
glutamate binding	1	GLUL
protein-cysteine S-palmitoyltransferase activity	1	GLUL
dynein light chain binding	1	GLUL
glutamate catabolic process	1	GLUL
glutamine biosynthetic process	1	GLUL
cell population proliferation	1	GLUL
response to glucose	1	GLUL
 endothelial cell migration	1	GLUL
protein palmitoylation	1	GLUL
ammonia assimilation cycle	1	GLUL
 insulin secretion	1	GLUL
ribosome biogenesis	1	GLUL
 synaptic transmission, glutamatergic	1	GLUL
 sprouting angiogenesis	1	GLUL
 protein localization to nucleolus	1	GLUL
rough endoplasmic reticulum	1	GLUL
perikaryon	1	GLUL
myelin sheath	1	GLUL
axon terminus	1	GLUL
glial cell projection	1	GLUL
transaldolase activity	1	TALDO1
monosaccharide binding	1	TALDO1
fructose 6-phosphate metabolic process	1	TALDO1
pentose-phosphate shunt, non-oxidative branch	1	TALDO1
glyceraldehyde-3-phosphate metabolic process	1	TALDO1
intracellular anatomical structure	1	TALDO1
nucleic acid binding	1	SULT2B1
sulfotransferase activity	1	SULT2B1
small molecule binding	1	SULT2B1
steroid sulfotransferase activity	1	SULT2B1
cholesterol sulfotransferase activity	1	SULT2B1
steroid hormone binding	1	SULT2B1
steroid metabolic process	1	SULT2B1
 epidermal cell differentiation	1	SULT2B1
3'-phosphoadenosine 5'-phosphosulfate metabolic process	1	SULT2B1
sulfation	1	SULT2B1
embryo development ending in birth or egg hatching	1	SCEL
 canonical Wnt signaling pathway	1	SCEL
RNA polymerase II transcription regulatory region sequence-specific DNA binding	1	TFAP2D
negative regulation of neuron apoptotic process	1	TFAP2D
anatomical structure development	1	TFAP2D
inferior colliculus development	1	TFAP2D
transcription regulator complex	1	TFAP2D
retinoic acid binding	1	CRABP2
retinoid binding	1	CRABP2
fatty acid binding	1	CRABP2
retinal binding	1	CRABP2
retinol binding	1	CRABP2
cyclin binding	1	CRABP2
fatty acid transport	1	CRABP2
embryonic forelimb morphogenesis	1	CRABP2
 collateral sprouting	1	CRABP2
protein kinase activity	1	HSPB8
cellular response to unfolded protein	1	HSPB8
 aggrephagy	1	HSPB8
protein folding chaperone complex	1	HSPB8
transcription elongation factor activity	1	VHL
ubiquitin-protein transferase activity	1	VHL
molecular adaptor activity	1	VHL
DNA-binding transcription factor binding	1	VHL
ubiquitin ligase-substrate adaptor activity	1	VHL
cell morphogenesis	1	VHL
DNA-templated transcription	1	VHL
negative regulation of signal transduction	1	VHL
negative regulation of autophagy	1	VHL
protein ubiquitination	1	VHL
negative regulation of transcription elongation by RNA polymerase II	1	VHL
 cell differentiation	1	VHL
negative regulation of receptor signaling pathway via JAK-STAT	1	VHL
negative regulation of transcription from RNA polymerase II promoter in response to hypoxia	1	VHL
selective autophagy	1	VHL
cellular response to hypoxia	1	VHL
 cellular response to hypoxia	1	VHL
amyloid fibril formation	1	VHL
intracellular non-membrane-bounded organelle	1	VHL
acetylcholine receptor binding	1	RAPSN
ionotropic glutamate receptor binding	1	RAPSN
protein-membrane adaptor activity	1	RAPSN
structural constituent of postsynaptic specialization	1	RAPSN
chemical synaptic transmission	1	RAPSN
synaptic transmission, cholinergic	1	RAPSN
motor neuron apoptotic process	1	RAPSN
maintenance of postsynaptic specialization structure	1	RAPSN
neurotransmitter receptor localization to postsynaptic specialization membrane	1	RAPSN
 neuromuscular synaptic transmission	1	RAPSN
 postsynaptic membrane organization	1	RAPSN
establishment of protein localization to postsynaptic membrane	1	RAPSN
 motor neuron apoptotic process	1	RAPSN
centrosome	1	RAPSN
neuromuscular junction	1	RAPSN
postsynaptic specialization membrane	1	RAPSN
methylumbelliferyl-acetate deacetylase activity	1	CES2
carboxylic ester hydrolase activity	1	CES2
carboxylesterase activity	1	CES2
prostaglandin metabolic process	1	CES2
xenobiotic metabolic process	1	CES2
catabolic process	1	CES2
intracellular protein transport	1	AP3S2
Golgi to vacuole transport	1	AP3S2
anterograde axonal transport	1	AP3S2
synaptic vesicle coating	1	AP3S2
clathrin-coated vesicle cargo loading, AP-3-mediated	1	AP3S2
synaptic vesicle recycling	1	AP3S2
intracellular transport	1	AP3S2
anterograde synaptic vesicle transport	1	AP3S2
platelet dense granule organization	1	AP3S2
melanosome assembly	1	AP3S2
AP-3 adaptor complex	1	AP3S2
cytoplasmic vesicle membrane	1	AP3S2
axon cytoplasm	1	AP3S2
serine-type endopeptidase inhibitor activity	1	SERPINB7
negative regulation of endopeptidase activity	1	SERPINB7
 transforming growth factor beta1 production	1	SERPINB7
 collagen biosynthetic process	1	SERPINB7
 glomerular mesangial cell proliferation	1	SERPINB7
 platelet-derived growth factor production	1	SERPINB7
mannose binding	1	CD207
biological process involved in interspecies interaction between organisms	1	CD207
clathrin-coated endocytic vesicle membrane	1	CD207
early endosome membrane	1	CD207
GTP binding	1	RAB25
myosin V binding	1	RAB25
epithelial cell morphogenesis	1	RAB25
exocytosis	1	RAB25
protein transport	1	RAB25
pseudopodium organization	1	RAB25
 vesicle-mediated transport	1	RAB25
pseudopodium	1	RAB25
pseudopodium membrane	1	RAB25
recycling endosome	1	RAB25
metallocarboxypeptidase activity	1	CPM
peptide metabolic process	1	CPM
anatomical structure morphogenesis	1	CPM
protein processing	1	CPM
cell surface	1	CPM
actin binding	1	SPTBN2
actin filament binding	1	SPTBN2
structural constituent of synapse	1	SPTBN2
structural constituent of postsynapse	1	SPTBN2
synapse assembly	1	SPTBN2
cerebellar Purkinje cell layer morphogenesis	1	SPTBN2
actin cytoskeleton organization	1	SPTBN2
adult behavior	1	SPTBN2
multicellular organism growth	1	SPTBN2
actin filament capping	1	SPTBN2
 postsynaptic specialization assembly	1	SPTBN2
postsynapse organization	1	SPTBN2
spectrin	1	SPTBN2
apical plasma membrane	1	SPTBN2
cortical actin cytoskeleton	1	SPTBN2
paranodal junction	1	SPTBN2
cell projection	1	SPTBN2
parallel fiber to Purkinje cell synapse	1	SPTBN2
glutamatergic synapse	1	SPTBN2
postsynaptic spectrin-associated cytoskeleton	1	SPTBN2
single-stranded DNA binding	1	TSN
endonuclease activity	1	TSN
DNA recombination	1	TSN
siRNA processing	1	TSN
male germ cell nucleus	1	TSN
endoribonuclease complex	1	TSN
malic enzyme activity	1	ME1
malate dehydrogenase (decarboxylating) (NAD+) activity	1	ME1
malate dehydrogenase (decarboxylating) (NADP+) activity	1	ME1
oxaloacetate decarboxylase activity	1	ME1
electron transfer activity	1	ME1
ADP binding	1	ME1
NADP binding	1	ME1
NAD binding	1	ME1
pyruvate metabolic process	1	ME1
malate metabolic process	1	ME1
NADH metabolic process	1	ME1
NADP metabolic process	1	ME1
