Feature	Number of Genes	Genes
negative regulation of DNA-templated transcription	45	ZMYM2, ARID5B, SET, ZNF423, CHD3, BRD7, TAF7, RCOR3, NPAT, TRERF1, KAT5, CTBP1, PROX1, SUDS3, CHD4, GMNN, CHD8, NIPBL, KDM1A, RCOR1, ARID4A, EED, EZH2, GATAD2A, GATAD2B, HDAC1, HDAC2, MBD2, MBD3, MTA1, MTA2, MTA3, PHF12, RBBP4, RBBP7, SFMBT1, SIN3A, TSHZ3, ZNF219, ZNF827, BCL7A, SMARCA2, SMARCA4, SMARCC2, SMARCE1
metal ion binding	36	ZNF423, SUZ12, ALKBH5, XRN2, TRERF1, KAT5, ING3, ZNF609, ASH2L, ZNF516, PHF1, DPF2, PHF21A, ZNF608, TAF3, BCL11A, BPTF, GATAD2A, ING1, ING2, MTA1, MTA2, MTA3, MTF2, PHF12, SAP30, SHPRH, TSHZ3, ZBTB2, ZFPM1, ZNF219, ZNF512B, ZNF521, ZNF827, ARID2, DPF1
chromatin binding	34	JARID2, SET, EP400, CHD3, KAT5, CTBP1, CHAF1A, SIN3B, CHD4, ERCC6, CHAF1B, PHF1, GMNN, CHD8, NIPBL, KDM1A, PHF21A, RCOR1, EZH1, EZH2, HDAC2, ING2, MTA1, MTA3, MTF2, PWWP2A, SIN3A, TSHZ3, TNRC18, ACTL6A, PBRM1, SMARCA2, SMARCD1, SMARCE1
cytoplasm	34	TFDP1, MIER2, SET, CHD3, BRD7, TAF7, NCBP1, NPAT, KAT5, ATN1, KPNA1, INTS13, PROX1, RPS24, STMN1, SIN3B, CHD4, CHAF1B, GMNN, E2F4, KPNA2, SRRT, BPTF, CDK2AP1, EZH2, HDAC1, HDAC2, MBD3, MIER1, MTA1, MTA3, MTF2, DPF1, SMARCC1
protein-containing complex	31	MIER2, SET, PALB2, CHAF1A, ASF1B, CHD4, CHAF1B, TRPS1, CHD8, SRRT, SRCAP, KDM1A, TAF4, TAF6, GATAD2B, HAT1, HDAC1, HDAC2, MBD2, MBD3, MIER1, MIER3, MTA2, RBBP4, ACTL6A, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD2, SMARCE1
 stem cell population maintenance	29	ARID4B, SUDS3, DPF2, BRD9, BCL7C, ARID4A, BRMS1L, HDAC1, HDAC2, ING1, ING2, RBBP4, RBBP7, SAP130, SAP30, SAP30L, SIN3A, ACTL6A, ARID1A, BCL7A, BCL7B, BICRA, BICRAL, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCD1, SMARCE1
transcription corepressor activity	27	MIER2, BRD7, RCOR3, NPAT, TRERF1, CTBP1, LCOR, ATN1, SIN3B, CHD4, GMNN, DPF2, RCOR1, EZH1, EZH2, HDAC1, MIER1, MIER3, MTA1, MTA2, MTA3, PHF12, SAP30, SFMBT1, SIN3A, ZFPM1, SMARCA4
transcription coactivator activity	27	ARID5B, BRD7, NPAT, TRERF1, KAT5, CTBP1, ATN1, SRCAP, SS18L1, TAF6, KDM5A, MTA1, MTA2, MTA3, SIN3A, ACTL6A, ARID1A, ARID1B, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
 double-strand break repair	27	EP400, MRGBP, BRD7, YEATS4, BRD8, EPC2, KAT5, ING3, DPF2, BCL7C, ACTL6A, ARID1A, ARID1B, ARID2, BCL7A, BCL7B, DPF1, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
histone binding	24	SET, CHD3, BRD7, WDR5, YEATS4, L3MBTL2, ANP32E, ASF1B, CHD4, CHAF1B, HJURP, CHD8, SRCAP, EZH1, HAT1, KDM5A, PWWP2A, RBBP4, RBBP7, SAP30L, SFMBT1, SMARCA2, SMARCC1, SMARCC2
chromatin organization	22	RBL2, MRGBP, RBL1, BRD8, EPC2, L3MBTL2, ANP32E, MMS22L, PHF1, EMSY, C17orf49, SS18L1, HMG20B, PHF21A, RCOR1, EZH2, GATAD1, HDAC1, ING2, MTA2, MTF2, SFMBT1
SWI/SNF complex	22	DPF2, BRD9, BCL7C, BCL11A, ACTL6A, ARID1A, ARID1B, ARID2, BCL7A, BCL7B, BICRA, BICRAL, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
 G1/S transition of mitotic cell cycle	21	TFDP1, BRD7, DPF2, BCL7C, ACTL6A, ARID1A, ARID1B, ARID2, BCL7A, BCL7B, DPF1, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
 cell population proliferation	21	CFDP1, SUZ12, ASH2L, PROX1, E2F4, BRD9, BCL7C, EZH2, HDAC1, HDAC2, MBD2, ACTL6A, BCL7A, BCL7B, BICRA, BICRAL, CDCA7, SMARCA2, SMARCA4, SMARCC1, SMARCD1
 mitotic metaphase/anaphase transition	20	BRD7, DPF2, BCL7C, ACTL6A, ARID1A, ARID1B, ARID2, BCL7A, BCL7B, DPF1, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
 G0 to G1 transition	20	BRD7, DPF2, BCL7C, ACTL6A, ARID1A, ARID1B, ARID2, BCL7A, BCL7B, DPF1, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
 nucleotide-excision repair	20	BRD7, DPF2, BCL7C, ACTL6A, ARID1A, ARID1B, ARID2, BCL7A, BCL7B, DPF1, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
RNA polymerase II cis-regulatory region sequence-specific DNA binding	19	ZNF423, SUZ12, TGIF1, E2F6, ZNF516, MGA, PROX1, RFX1, E2F4, BCL11A, BPTF, EZH2, HDAC1, MTA1, RBBP4, TGIF2LX, ZBTB2, ZNF219, ZNF521
histone deacetylation	17	MIER2, CHD3, SUDS3, CHD4, BRMS1L, GATAD2A, GATAD2B, HDAC1, HDAC2, MBD2, MBD3, MIER1, MTA1, MTA2, MTA3, RBBP4, RBBP7
negative regulation of cell migration	16	ARID4B, SUDS3, SIN3B, ARID4A, BRMS1L, HDAC1, HDAC2, ING1, ING2, RBBP4, RBBP7, SAP130, SAP30, SAP30L, SIN3A, ARID2
Sin3 complex	16	ARID4B, SUDS3, SIN3B, ARID4A, BRMS1L, HDAC1, HDAC2, ING1, ING2, PHF12, RBBP4, RBBP7, SAP130, SAP30, SAP30L, SIN3A
histone deacetylase binding	16	MIER2, LCOR, SUDS3, CHD4, GMNN, KPNA2, NIPBL, BRMS1L, HDAC1, HDAC2, MIER1, MIER3, MTA1, MTA2, MTA3, RBBP4
kinetochore	16	CFDP1, BRD7, KAT5, HJURP, SS18L1, SIN3A, ACTL6A, ARID2, PBRM1, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCE1
RNA binding	16	CHD3, NCBP1, ALKBH5, XRN2, YLPM1, C1orf52, RPS24, KPNA2, SRRT, PHAX, RAMAC, HDAC2, RBBP7, SIN3A, SMARCA4, SMARCE1
 cell differentiation	16	BRD7, ACTL6A, ARID1A, ARID1B, ARID2, DPF1, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
 myoblast differentiation	16	BRD7, KAT5, ACTL6A, ARID1A, ARID1B, ARID2, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
nucleolus	15	RBL2, SUZ12, CHD3, XRN2, KAT5, RPS24, ERCC6, HJURP, TAF1, TAF5, KDM5A, SAP30L, SIN3A, SMARCA4, SMARCB1
 T cell differentiation	15	BRD7, ACTL6A, ARID1A, ARID1B, ARID2, PBRM1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
nuclear matrix	15	BRD7, YEATS4, ATN1, BCL11A, HAT1, ACTL6A, ARID2, PBRM1, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCE1
nucleosomal DNA binding	15	CHD4, GATAD2B, HDAC1, HDAC2, MBD2, MBD3, MTA2, RBBP4, ACTL6A, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD2, SMARCE1
negative regulation of transforming growth factor beta receptor signaling pathway	14	ARID4B, SUDS3, ARID4A, BRMS1L, HDAC1, HDAC2, ING1, ING2, RBBP4, RBBP7, SAP130, SAP30, SAP30L, SIN3A
negative regulation of stem cell population maintenance	14	ARID4B, SUDS3, ARID4A, BRMS1L, HDAC1, HDAC2, ING1, ING2, RBBP4, RBBP7, SAP130, SAP30, SAP30L, SIN3A
NuRD complex	14	CHD3, CHD4, CDK2AP1, GATAD2A, GATAD2B, HDAC1, HDAC2, MBD2, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7
nervous system development	13	ZNF423, DPF2, ACTL6A, ARID1A, ARID1B, DPF1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD3
 cell cycle	13	EP400, MRGBP, WDR5, YEATS4, NFRKB, BRD8, EPC2, KAT5, CTBP1, ING3, PROX1, LIN9, ACTL6A
nBAF complex	13	DPF2, SS18L1, ARID1A, ARID1B, DPF1, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD3, SMARCE1
DNA-binding transcription factor activity, RNA polymerase II-specific	12	TFDP1, ZNF423, TGIF1, E2F6, ZNF516, MGA, PROX1, RFX1, E2F4, TGIF2LX, TSHZ3, ZNF219
cell cycle	12	RBL2, BRD7, RBL1, CHAF1A, CHAF1B, HMG20B, TAF1, CDK2AP1, ING1, LIN9, RBBP4, SMARCB1
methylated histone binding	12	SUZ12, WDR5, L3MBTL2, ING3, PHF1, CHD8, BPTF, ING1, ING2, KDM5A, MTF2, PWWP2A
negative regulation of cell differentiation	12	SUZ12, BRD9, BCL7C, ACTL6A, BCL7A, BCL7B, BICRA, BICRAL, SMARCA2, SMARCA4, SMARCC1, SMARCD1
RSC-type complex	12	SUZ12, BRD7, ACTL6A, ARID2, PBRM1, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCE1
 cell fate specification	12	CHD3, CHD4, GATAD2A, GATAD2B, HDAC1, HDAC2, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7
 stem cell differentiation	12	CHD3, CHD4, GATAD2A, GATAD2B, HDAC1, HDAC2, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7
histone deacetylase complex	12	RCOR3, TRERF1, PHF21A, RCOR1, HDAC1, HDAC2, MTA2, RBBP4, RBBP7, SAP30, SAP30L, SIN3A
zinc ion binding	11	ZMYM2, CHD3, KMT2B, L3MBTL2, ZMYM3, CHD4, TRPS1, GATAD1, GATAD2B, KDM5A, SAP30L
nucleosome disassembly	11	SET, ARID1A, ARID2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
transcription regulator complex	11	RBL2, TAF7, RCOR3, RBL1, TRERF1, KAT5, KDM1A, RCOR1, TAF1, MTA2, ZFPM1
ATP binding	11	EP400, CHD3, CHD4, ERCC6, CHD8, PDIK1L, SRCAP, TAF1, SHPRH, SMARCA2, SMARCA4
 apoptotic process	11	EP400, MRGBP, YEATS4, BRD8, EPC2, KAT5, ING3, CTNNBL1, ANP32E, KPNA1, ACTL6A
 double-strand break repair via homologous recombination	11	EP400, MRGBP, YEATS4, BRD8, EPC2, KAT5, ING3, ERCC6, KDM1A, ACTL6A, ARID2
MLL1 complex	11	WDR5, TAF7, E2F6, DPY30, ASH2L, MGA, C17orf49, CHD8, TAF1, TAF4, TAF6
membrane	11	KPNA6, XRN2, XAB2, CTNNBL1, RPS24, STMN1, CHD4, KPNA2, MTA2, ZNF219, SMARCA4
identical protein binding	11	XRN2, DPY30, CTBP1, CHAF1A, PHF1, HJURP, C17orf49, TAF5, EED, ZBTB2, SMARCB1
intracellular membrane-bounded organelle	11	KAT5, XAB2, INTS13, RFX1, DPF2, NIPBL, MTA1, MTA3, SMARCA2, SMARCB1, SMARCD1
transcription repressor complex	11	CTBP1, GMNN, RCOR1, ARID4A, HDAC1, LIN37, LIN9, MIER1, PHF12, SIN3A, ZFPM1
chromosome, telomeric region	11	CHD4, KDM1A, EZH1, EZH2, GATAD2B, HAT1, HDAC2, MTA2, RBBP4, RBBP7, ZNF827
GBAF complex	11	BRD9, BCL7C, ACTL6A, BCL7A, BCL7B, BICRA, BICRAL, SMARCA2, SMARCA4, SMARCC1, SMARCD1
brahma complex	11	ACTL6A, ARID1A, ARID1B, SMARCA2, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD2, SMARCD3, SMARCE1
npBAF complex	11	ACTL6A, ARID1A, ARID1B, SMARCA2, SMARCA4, SMARCB1, SMARCC1, SMARCC2, SMARCD1, SMARCD3, SMARCE1
transcription cis-regulatory region binding	10	ARID4B, ARID5B, CHD3, BRD7, TAF7, ASH2L, PROX1, ARID4A, KDM5A, SMARCA2
transcription by RNA polymerase II	10	ARID4B, TFDP1, TAF7, KPNA6, PROX1, ERCC6, TAF1, TAF4, TAF6, ARID4A
promoter-specific chromatin binding	10	RBL2, SUZ12, RBL1, ZNF609, E2F4, NIPBL, KDM1A, EZH2, HDAC1, HDAC2
DNA repair	10	EP400, USP1, NFRKB, EPC2, CHAF1A, CHAF1B, EMSY, BOD1L1, SHPRH, ACTL6A
histone acetylation	10	EP400, MRGBP, YEATS4, BRD8, EPC2, KAT5, ING3, HAT1, MBD3, ACTL6A
nucleosome	10	EP400, MRGBP, YEATS4, BRD8, EPC2, KAT5, ING3, SRCAP, SHPRH, ACTL6A
RNA polymerase II-specific DNA-binding transcription factor binding	10	CTBP1, CHD4, KDM1A, TAF1, HDAC1, HDAC2, MTA1, MTA2, SIN3A, ZFPM1
DNA-binding transcription factor binding	9	TFDP1, TAF7, KAT5, CTBP1, ZNF516, GMNN, KDM1A, HDAC1, SMARCD3
nucleosome assembly	9	SET, CHAF1A, UBN1, ASF1B, CHAF1B, CABIN1, HAT1, RBBP4, SHPRH
sequence-specific DNA binding	9	ZNF423, TAF1, BPTF, GATAD1, GATAD2A, GATAD2B, HDAC2, MTA2, MTA3
ATP-dependent chromatin remodeler activity	9	EP400, CHD3, CHD4, ERCC6, CHD8, SRCAP, SHPRH, SMARCA2, SMARCA4
transcription corepressor binding	9	SUZ12, CTBP1, LCOR, PHF1, EED, EZH2, HDAC1, MTF2, PHF12
transcription initiation-coupled chromatin remodeling	9	BRD7, WDR5, DPY30, ASH2L, ARID1A, ARID1B, SMARCA4, SMARCB1, SMARCD1
apoptotic process	9	PALB2, KAT5, SUDS3, DPF2, BCL7C, TAF6, BCL7B, CDCA7, DPF1
DNA-binding transcription repressor activity, RNA polymerase II-specific	9	TGIF1, E2F6, PROX1, TRPS1, BCL11A, TGIF2LX, ZBTB2, ZNF219, ZNF512B
DNA-templated transcription	9	NPAT, XAB2, LIN9, MTA2, SAP30, SAP30L, SMARCD1, SMARCD2, SMARCD3
spermatogenesis	8	ARID4B, ALKBH5, XRN2, ATN1, ASF1B, ARID4A, ING2, SFMBT1
ESC/E(Z) complex	8	JARID2, SUZ12, EED, EZH1, EZH2, HDAC2, RBBP4, RBBP7
histone H4 acetylation	8	EP400, MRGBP, YEATS4, BRD8, EPC2, KAT5, ING3, ACTL6A
histone H2A acetylation	8	EP400, MRGBP, YEATS4, BRD8, EPC2, KAT5, ING3, ACTL6A
NuA4 histone acetyltransferase complex	8	EP400, MRGBP, YEATS4, BRD8, EPC2, KAT5, ING3, ACTL6A
nuclear body	8	SUZ12, MAU2, INTS13, SUDS3, UBN1, SRRT, SRCAP, HMG20B
p53 binding	8	BRD7, CHD8, KDM1A, TAF1, TAF3, HDAC1, SMARCA4, SMARCB1
 DNA repair	8	TAF7, USP1, NFRKB, ERCC6, TAF4, TAF5, TAF6, ACTL6A
protein phosphorylation	8	TAF7, CTBP1, PDIK1L, TAF1, TAF3, TAF4, TAF5, TAF6
negative regulation of cell population proliferation	8	CTBP1, PROX1, ING1, RBBP4, ARID2, PBRM1, SMARCA2, SMARCB1
bBAF complex	8	ARID1A, ARID1B, SMARCA2, SMARCA4, SMARCB1, SMARCC2, SMARCD2, SMARCE1
RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	TFDP1, RBL2, RBL1, E2F6, TRPS1, MTF2, ZNF512B
DNA-binding transcription factor activity	7	TFDP1, TGIF1, PROX1, TRPS1, E2F4, BCL11A, ZNF219
protein domain specific binding	7	TFDP1, CTBP1, ATN1, TRPS1, E2F4, MBD2, ZNF521
negative regulation of DNA-binding transcription factor activity	7	TFDP1, PROX1, KDM1A, TAF1, TAF3, EZH2, HDAC2
histone deacetylase activity	7	MIER2, SUDS3, HDAC1, HDAC2, MIER1, MIER3, MTA2
DNA replication	7	SET, POLA2, CHAF1A, CHAF1B, RBBP4, RBBP7, SIN3A
cell differentiation	7	ZNF423, RBL2, RBL1, ALKBH5, ASF1B, SFMBT1, BCL7B
Swr1 complex	7	CFDP1, EP400, BRD8, KAT5, ING3, ANP32E, SRCAP
helicase activity	7	EP400, CHD3, CHD4, SRCAP, SHPRH, SMARCA2, SMARCA4
