Feature	Number of Genes	Genes
positive regulation of transcription initiation by RNA polymerase II	1	DHX36
positive regulation of dendritic spine morphogenesis	1	DHX36
3'-UTR-mediated mRNA destabilization	1	DHX36
telomerase RNA stabilization	1	DHX36
positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1	DHX36
positive regulation of hematopoietic progenitor cell differentiation	1	DHX36
cellular response to arsenite ion	1	DHX36
positive regulation of telomere maintenance via telomere lengthening	1	DHX36
positive regulation of intracellular mRNA localization	1	DHX36
positive regulation of cytoplasmic translation	1	DHX36
chromosome, telomeric region	1	DHX36
intracellular anatomical structure	1	DHX36
cytoplasmic stress granule	1	DHX36
axon	1	DHX36
dendrite	1	DHX36
perikaryon	1	DHX36
extracellular exosome	1	DHX36
rRNA (guanine) methyltransferase activity	1	MRM1
rRNA (guanosine-2'-O-)-methyltransferase activity	1	MRM1
rRNA modification	1	MRM1
rRNA 2'-O-methylation	1	MRM1
UTP binding	1	MTPAP
manganese ion binding	1	MTPAP
identical protein binding	1	MTPAP
protein homodimerization activity	1	MTPAP
poly(A) RNA polymerase activity	1	MTPAP
mRNA polyadenylation	1	MTPAP
histone mRNA catabolic process	1	MTPAP
intracellular membrane-bounded organelle	1	MTPAP
3'-5'-RNA exonuclease activity	1	POLRMT
DNA primase activity	1	POLRMT
DNA-directed 5'-3' RNA polymerase activity	1	POLRMT
DNA replication, synthesis of RNA primer	1	POLRMT
RNA phosphodiester bond hydrolysis, exonucleolytic	1	POLRMT
mitochondrial DNA-directed RNA polymerase complex	1	POLRMT
transcription coactivator binding	1	TFAM
chromatin binding	1	TFAM
heat shock protein binding	1	TFAM
mitochondrial transcription factor activity	1	TFAM
mitochondrial respiratory chain complex assembly	1	TFAM
positive regulation of DNA-templated transcription	1	TFAM
DNA-binding transcription factor activity, RNA polymerase II-specific	1	ZKSCAN1
metal ion binding	1	ZKSCAN1
regulation of transcription by RNA polymerase II	1	ZKSCAN1
molecular_function	1	NRDE2
mitotic cell cycle	1	NRDE2
mRNA processing	1	NRDE2
DNA damage response	1	NRDE2
RNA splicing	1	NRDE2
small ncRNA-mediated heterochromatin formation	1	NRDE2
positive regulation of RNA export from nucleus	1	NRDE2
mRNA stabilization	1	NRDE2
cell division	1	NRDE2
negative regulation of RNA catabolic process	1	NRDE2
nucleolus	1	NRDE2
apoptotic process	1	PDCD2L
cell cycle	1	PDCD2L
carbonyl reductase (NADPH) activity	1	DHRS2
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1	DHRS2
C21-steroid hormone metabolic process	1	DHRS2
negative regulation of cell population proliferation	1	DHRS2
response to toxic substance	1	DHRS2
electron transport chain	1	DHRS2
myeloid dendritic cell differentiation	1	DHRS2
negative regulation of apoptotic process	1	DHRS2
nuclear envelope	1	DHRS2
metalloendopeptidase activity	1	PITRM1
enzyme activator activity	1	PITRM1
metallopeptidase activity	1	PITRM1
proteolysis	1	PITRM1
protein processing	1	PITRM1
microtubule binding	1	LRPPRC
ubiquitin protein ligase binding	1	LRPPRC
beta-tubulin binding	1	LRPPRC
actin filament binding	1	LRPPRC
mitochondrial RNA catabolic process	1	LRPPRC
negative regulation of mitochondrial RNA catabolic process	1	LRPPRC
mitochondrion transport along microtubule	1	LRPPRC
mRNA transport	1	LRPPRC
regulation of mitochondrial translation	1	LRPPRC
condensed nuclear chromosome	1	LRPPRC
nuclear inner membrane	1	LRPPRC
nuclear outer membrane	1	LRPPRC
cytoskeleton	1	LRPPRC
microtubule	1	LRPPRC
perinuclear region of cytoplasm	1	LRPPRC
ribonucleoprotein complex	1	LRPPRC
double-stranded DNA binding	1	MTERF4
rRNA binding	1	MTERF4
regulation of DNA-templated transcription	1	MTERF4
rRNA processing	1	MTERF4
heart development	1	MTERF4
camera-type eye development	1	MTERF4
mitochondrial ribosome assembly	1	MTERF4
mitochondrial large ribosomal subunit	1	MTERF4
