Feature	Number of Genes	Genes
lysine-acetylated histone binding	1	BRD2
chromatin remodeling	1	BRD2
nucleosome assembly	1	BRD2
spermatogenesis	1	BRD2
cytoplasmic ribonucleoprotein granule	1	CHTOP
transcription export complex	1	CHTOP
methyl-CpG binding	1	CHTOP
positive regulation of ATP-dependent activity	1	CHTOP
positive regulation of cell population proliferation	1	CHTOP
positive regulation of helicase activity	1	CHTOP
positive regulation of histone methylation	1	CHTOP
U2-type catalytic step 1 spliceosome	1	CWC25
U2-type spliceosomal complex	1	CWC25
DNA-binding transcription factor activity, RNA polymerase II-specific	1	HBP1
Wnt signaling pathway	1	HBP1
spindle pole	1	IK
mitotic spindle assembly checkpoint signaling	1	IK
protein localization to kinetochore	1	IK
mRNA cap binding complex	1	NCBP3
nuclear cap binding complex	1	NCBP3
RNA cap binding complex	1	NCBP3
RNA 7-methylguanosine cap binding	1	NCBP3
RNA cap binding	1	NCBP3
7-methylguanosine mRNA capping	1	NCBP3
mRNA transcription by RNA polymerase II	1	NCBP3
snRNA export from nucleus	1	NCBP3
cell-cell junction	1	PNN
desmosome	1	PNN
intermediate filament	1	PNN
plasma membrane	1	PNN
structural molecule activity	1	PNN
cell adhesion	1	PNN
cell junction	1	PNN
cyclosporin A binding	1	PPIG
peptidyl-prolyl cis-trans isomerase activity	1	PPIG
protein folding	1	PPIG
protein peptidyl-prolyl isomerization	1	PPIG
U1 snRNP	1	PRPF40A
U2-type prespliceosome	1	PRPF40A
cell cycle	1	PRPF40A
cell division	1	PRPF40A
cell migration	1	PRPF40A
cytoskeleton organization	1	PRPF40A
regulation of cell shape	1	PRPF40A
microtubule organizing center	1	RBBP6
protein kinase binding	1	RBBP6
ubiquitin protein ligase activity	1	RBBP6
ubiquitin-protein transferase activity	1	RBBP6
zinc ion binding	1	RBBP6
cellular response to DNA damage stimulus	1	RBBP6
DNA replication	1	RBBP6
embryonic organ development	1	RBBP6
multicellular organism growth	1	RBBP6
protein ubiquitination	1	RBBP6
regulation of DNA replication	1	RBBP6
somite development	1	RBBP6
ubiquitin-dependent protein catabolic process	1	RBBP6
centrosome	1	RBBP6
nuclear envelope	1	RBM15B
RNA N6-methyladenosine methyltransferase complex	1	RBM15B
dosage compensation by inactivation of X chromosome	1	RBM15B
RNA methylation	1	RBM15B
nucleus envelope	1	RBM15B
alpha-tubulin binding	1	SETD2
histone H3K36 methyltransferase activity	1	SETD2
histone H3K36 trimethyltransferase activity	1	SETD2
histone lysine N-methyltransferase activity	1	SETD2
protein-lysine N-methyltransferase activity	1	SETD2
angiogenesis	1	SETD2
cell migration involved in vasculogenesis	1	SETD2
coronary vasculature morphogenesis	1	SETD2
embryonic cranial skeleton morphogenesis	1	SETD2
embryonic placenta morphogenesis	1	SETD2
endodermal cell differentiation	1	SETD2
forebrain development	1	SETD2
histone H3-K36 dimethylation	1	SETD2
histone H3-K36 trimethylation	1	SETD2
mesoderm morphogenesis	1	SETD2
microtubule cytoskeleton organization involved in mitosis	1	SETD2
mismatch repair	1	SETD2
morphogenesis of a branching structure	1	SETD2
nucleosome organization	1	SETD2
peptidyl-lysine trimethylation	1	SETD2
pericardium development	1	SETD2
positive regulation of interferon-alpha production	1	SETD2
regulation of double-strand break repair via homologous recombination	1	SETD2
regulation of gene expression	1	SETD2
regulation of mRNA export from nucleus	1	SETD2
regulation of protein localization to chromatin	1	SETD2
response to type I interferon	1	SETD2
stem cell development	1	SETD2
stem cell differentiation	1	SETD2
transcription elongation by RNA polymerase II promoter	1	SETD2
Renal cell carcinoma	1	SETD2
Luscan-Lumish syndrome	1	SETD2
Leukemia	1	SETD2
Autism spectrum disorder	1	SETD2
mRNA 5'-splice site recognition	1	SFSWAP
microtubule cytoskeleton organization	1	SON
mitotic cytokinesis	1	SON
negative regulation of apoptotic process	1	SON
regulation of mRNA splicing, via spliceosome	1	SON
ZTTK syndrome	1	SON
Cajal body	1	SRRM2
U2-type catalytic step 2 spliceosome	1	SRRM2
C2H2 zinc finger domain binding	1	SRRM2
protein N-terminus binding	1	SRRM2
sequence-specific mRNA binding	1	SRSF4
RNA splicing, via transesterification reactions	1	SRSF4
pre-mRNA binding	1	SRSF6
mRNA splice site selection	1	SRSF6
negative regulation of cell death	1	SRSF6
negative regulation of keratinocyte differentiation	1	SRSF6
negative regulation of type B pancreatic cell apoptotic process	1	SRSF6
positive regulation of epithelial cell proliferation involved in lung morphogenesis	1	SRSF6
regulation of keratinocyte proliferation	1	SRSF6
regulation of wound healing	1	SRSF6
extracellular exosome	1	THRAP3
nuclear receptor coactivator activity	1	THRAP3
nuclear thyroid hormone receptor binding	1	THRAP3
nuclear vitamin D receptor binding	1	THRAP3
phosphoprotein binding	1	THRAP3
transcription coactivator activity	1	THRAP3
circadian rhythm	1	THRAP3
mRNA stabilization	1	THRAP3
nuclear-transcribed mRNA catabolic process	1	THRAP3
positive regulation of circadian rhythm	1	THRAP3
positive regulation of DNA-templated transcription	1	THRAP3
positive regulation of mRNA splicing, via spliceosome	1	THRAP3
polysome	1	UNK
mRNA CDS binding	1	UNK
polysome binding	1	UNK
cell morphogenesis involved in neuron differentiation	1	UNK
negative regulation of cytoplasmic translation	1	UNK
neuron migration	1	UNK
spliceosomal complex	1	WBP11
single-stranded DNA binding	1	WBP11
WW domain binding	1	WBP11
rRNA processing	1	WBP11
Vertebral	1	WBP11
axon cytoplasm	1	ZC3H14
dendrite cytoplasm	1	ZC3H14
poly(A) binding	1	ZC3H14
negative regulation of mRNA polyadenylation	1	ZC3H14
regulation of mRNA stability	1	ZC3H14
Intellectual developmental disorder	1	ZC3H14
mRNA cap binding complex binding	1	ZC3H18
protein-macromolecule adaptor activity	1	ZC3H18
RNA destabilization	1	ZC3H18
