Feature	Number of Genes	Genes
metal ion binding	37	RO60, IREB2, ME2, ZKSCAN1, ZNHIT3, DNA2, GART, JADE1, RNF138, ZNF223, GTPBP8, ADNP2, TTLL4, CYCS, LIAS, NME4, GLRX5, FAHD1, OGDH, SELENOO, UQCRFS1, COX5B, MIPEP, PPM1K, UQCRC2, SLC38A9, UQCRC1, BIRC3, RSAD1, RNF115, PMPCA, PMPCB, NDUFS1, NDUFS2, NDUFS8, NDUFV1, NDUFV2
structural constituent of ribosome	33	MRPS23, MRPS18B, MRPS25, MRPL37, MRPL28, MRPL14, MRPL23, MRPL42, MRPL47, MRPL12, MRPL51, MRPL10, MRPL9, MRPL46, MRPL19, MRPL41, MRPL44, MRPL22, MRPL57, MRPS11, DAP3, MRPS22, MRPS7, MRPS9, MRPL15, MRPL52, NDUFA7, MRPS14, MRPS15, MRPS2, MRPS21, MRPS34, MRPS5
ATP binding	30	UBE2H, PDK2, DHX36, MTPAP, LARS2, DNA2, GART, NARS2, MTHFD1L, BCKDK, HK2, MCCC2, TTLL4, GRK6, NME4, SELENOO, DARS2, MMAB, ALDH18A1, SARS2, AGK, KIAA0232, LONP1, MYH10, MAPK11, CNNM2, YARS2, HSPD1, NDUFA13, STK38
aerobic respiration	27	SLC25A14, NDUFB9, NDUFS4, MTFR1, NDUFAB1, NDUFA12, UQCRC2, UQCRC1, MTFR1L, ND4, NDUFA13, NDUFA7, NDUFA8, NDUFA9, NDUFB1, NDUFB11, NDUFB4, NDUFB5, NDUFB6, NDUFB8, NDUFC2, NDUFS1, NDUFS2, NDUFS8, NDUFV1, NDUFV2, NDUFV3
membrane	26	ECH1, HNRNPLL, HSDL2, FAM120A, CNNM3, P4HA1, L2HGDH, TMCO6, PDCD2L, MTHFD1L, MCL1, LRPPRC, HK2, GRK6, C1QBP, COX4I1, SLC25A6, HTRA2, MTCH2, TOMM22, SAMM50, LONP1, HSPD1, PARP9, RHOT2, TOMM40
mitochondrial large ribosomal subunit	26	MTERF4, MRPL53, MRPL37, MRPL58, MRPL28, MRPL14, MRPL23, MRPL42, MRPL48, MRPL47, MRPL12, MRPL51, GADD45GIP1, MRPL10, MRPL40, MRPL9, MRPL46, MRPL19, MRPL41, MRPL50, MRPL44, MRPL22, MRPL57, MRPL15, MRPL39, MRPL52
mitochondrial respiratory chain complex I assembly	23	ACAD9, NDUFB9, NDUFS4, LYRM2, NDUFAB1, NDUFA12, FOXRED1, ND4, NDUFA13, NDUFA8, NDUFA9, NDUFAF4, NDUFB1, NDUFB11, NDUFB4, NDUFB5, NDUFB6, NDUFB8, NDUFC2, NDUFS1, NDUFS2, NDUFS8, TMEM126B
mitochondrial respiratory chain complex I	23	NDUFB9, NDUFS4, NDUFAB1, NDUFA12, FOXRED1, ND4, NDUFA13, NDUFA7, NDUFA8, NDUFA9, NDUFB1, NDUFB11, NDUFB4, NDUFB5, NDUFB6, NDUFB8, NDUFC2, NDUFS1, NDUFS2, NDUFS8, NDUFV1, NDUFV2, NDUFV3
plasma membrane	22	SLC25A14, FAM120A, CNNM3, DTNB, JADE1, MTFR1, PPP3CB, GNG12, POLDIP2, HK2, GRK6, LRRC15, C1QBP, TM2D3, TRAF6, MRPL58, MRPL42, CNNM2, HSPD1, MRPL44, NDUFC2, LRP2
proton motive force-driven mitochondrial ATP synthesis	22	NDUFB9, NDUFS4, NDUFAB1, NDUFA12, ND4, NDUFA13, NDUFA7, NDUFA8, NDUFA9, NDUFB1, NDUFB11, NDUFB4, NDUFB5, NDUFB6, NDUFB8, NDUFC2, NDUFS1, NDUFS2, NDUFS8, NDUFV1, NDUFV2, NDUFV3
identical protein binding	21	ACADM, GRPEL1, PNPT1, TRMT10C, MTPAP, DCTD, P4HA1, ATP6V1C2, LACTB, POLG2, OAT, S100A4, ALDH18A1, FGFR1OP2, HTRA2, TRIM3, NFKB1, LONP1, TRAF6, ACAT1, ETHE1
mitochondrial electron transport, NADH to ubiquinone	20	NDUFB9, NDUFS4, NDUFAB1, ND4, NDUFA7, NDUFA8, NDUFA9, NDUFB1, NDUFB4, NDUFB5, NDUFB6, NDUFB8, NDUFC2, NDUFS1, NDUFS2, NDUFS8, NDUFV1, NDUFV2, NDUFV3, DLD
NADH dehydrogenase (ubiquinone) activity	19	NDUFB9, NDUFS4, NDUFA12, ND4, NDUFA7, NDUFA8, NDUFA9, NDUFB1, NDUFB4, NDUFB5, NDUFB6, NDUFB8, NDUFC2, NDUFS1, NDUFS2, NDUFS8, NDUFV1, NDUFV2, NDUFV3
mitochondrial intermembrane space	18	CIAPIN1, PNPT1, COA7, CYCS, NME4, TIMM9, UQCC2, TIMM10, AGK, MIX23, HTRA2, CHCHD2, PRELID1, DIABLO, NDUFA8, NDUFS1, AIFM1, GFER
mitochondrial small ribosomal subunit	18	MRPS23, MRPS18B, MRPS25, MRPL42, MRPS11, DAP3, MRPS22, MRPS7, MRPS9, MRPS10, MRPS14, MRPS15, MRPS2, MRPS21, MRPS26, MRPS27, MRPS34, MRPS5
translation	18	MRPS18B, MRPL37, MRPL28, MRPL23, MRPL42, YARS2, MRPL12, MRPL51, MRPL10, MRPL9, MRPL41, MRPS11, MRPS7, MRPL52, MRPS14, MRPS15, MRPS21, MRPS5
apoptotic process	15	CIAPIN1, JADE1, RTKN, PDCD2L, C1QBP, NOA1, FASTKD2, SLC25A6, HINT2, BIRC3, NFKB1, PRELID1, DIABLO, MRPL41, AIFM1
extracellular exosome	15	ECH1, DHX36, S100A10, GART, ATP6V1C2, GNG12, DDAH2, ALDH1L2, LRRC15, S100A4, SAMM50, MYH10, HSPD1, ACAT1, LRP2
mitochondrial outer membrane	15	NIPSNAP2, ZNFX1, ARMCX2, MCL1, HK2, AGK, MTCH2, HINT2, TOMM22, TOMM20, SAMM50, TOMM5, MTERF3, RHOT2, TOMM40
mitochondrial membrane	13	ACADM, ACAD9, OGDH, NDUFAB1, AGK, SFXN3, HTRA2, CARD19, NGRN, NDUFA13, NDUFA9, NDUFAF4, NDUFB6
negative regulation of apoptotic process	12	CIAPIN1, DDAH2, RICTOR, DHRS2, MCL1, BIRC3, NFKB1, PRELID1, HSPD1, NDUFAF4, GFER, LRP2
protein homodimerization activity	12	GRPEL1, PDK2, MTPAP, S100A10, MTHFD1L, MCL1, XPNPEP3, GRPEL2, TIMM9, DARS2, TIMM10, YARS2
zinc ion binding	12	CA10, ZCCHC24, DCTD, DTNB, ZNFX1, PITRM1, TIMM9, TIMM10, RNF151, TRIM3, TRAF6, DNLZ
mitochondrial ribosome	12	MTG1, MRPL37, MRPL28, MRPL48, MRPL51, MRPL40, MRPL9, MRPL57, MRPS22, MRPL39, NDUFA7, MRPS14
mitochondrial nucleoid	11	TRMT10C, POLRMT, TFAM, DNA2, POLDIP2, LRPPRC, POLG2, UQCC2, FASTKD2, DBT, LONP1
cellular respiration	11	NDUFS4, COX6C, SLC25A25, CYCS, COX5B, COX4I1, UQCRQ, UQCRC2, COX6B1, UQCRC1, NDUFS1
 apoptotic process	11	RTKN, MCL1, C1QBP, HTRA2, MTCH2, TOMM22, BIRC3, DIABLO, TRAF6, HSPD1, AIFM1
nucleolus	10	CIAPIN1, NRDE2, C1QBP, COX7A2L, CEP85, MRPL40, MRPS9, PDHA1, MRPS15, MRPS27
 DNA-templated transcription	10	TFAM, ELAVL2, ZNHIT3, JADE1, ZNF223, PPP3CB, MTERF4, NFKB1, MRPL12, PARP9
4 iron, 4 sulfur cluster binding	9	IREB2, CIAPIN1, DNA2, LIAS, RSAD1, NDUFS1, NDUFS2, NDUFS8, NDUFV1
biological_process	9	HSDL2, WSB1, ZNF223, AMMECR1, RSAD1, MRPL47, MRPL46, MRPS22, MRPS10
 transcription by RNA polymerase II	9	DHX36, ZKSCAN1, S100A10, JADE1, ADNP2, PPP3CB, CHCHD2, NFKB1, TRAF6
protein-containing complex	9	POLRMT, TFAM, CCM2, PSMG4, BIRC3, PRELID1, TRAF6, HSPD1, PARP9
GTP binding	9	MTG1, GTPBP8, RTKN, PCK2, NOA1, MTIF2, GTPBP3, DAP3, RHOT2
protein-folding chaperone binding	8	GRPEL1, GRPEL2, TIMM9, OGDH, TIMM10, HSPD1, DNLZ, LRP2
molecular_function	8	HSDL2, CA10, ADNP2, NRDE2, MRPL47, MRPL46, TMEM126B, MRPS10
 mitochondrial translation	8	TRMT10C, MTG1, LRPPRC, C1QBP, UQCC2, FASTKD2, NGRN, MRPS27
ubiquitin protein ligase activity	8	WSB1, RNF138, RNF151, TRIM3, BIRC3, RNF115, TRAF6, UBE3B
extracellular space	8	S100A10, LRRC15, C1QBP, S100A4, PMPCA, HSPD1, MTHFD2, GFER
protein targeting to mitochondrion	8	PITRM1, MTERF4, TIMM9, TIMM10, TOMM22, TOMM20, TOMM5, TOMM40
ubiquitin protein ligase binding	8	LRPPRC, DBT, UQCRC1, EIF4E2, TRAF6, HSPD1, NDUFS2, SMG5
electron transfer activity	7	CIAPIN1, ME2, ETFB, CYCS, NDUFS1, NDUFS2, NDUFV2
cellular response to oxidative stress	7	GPX1, PNPT1, DHRS2, PYCR2, HTRA2, CHCHD2, LONP1
calcium ion binding	7	FKBP9, PPP3CB, SLC25A25, NDUFAB1, S100A4, RHOT2, LRP2
mitochondrion organization	7	NIPSNAP2, MTFR1, NOA1, HTRA2, CHCHD2, LONP1, RHOT2
protein ubiquitination	7	FBXL12, RNF138, DCAF5, FBXW5, RNF151, SPSB3, RNF115
proton transmembrane transport	7	ATP6V1C2, UQCRFS1, COX5B, COX4I1, COX6B1, COX7A2L, UQCRC1
mitochondrial respiratory chain complex IV	7	COX6C, UQCRFS1, COX5B, COX4I1, UQCRC2, COX6B1, COX7A2L
ribonucleoprotein complex	6	RO60, HNRNPLL, ELAVL2, LRPPRC, MRPL10, MRPL41
protein import into mitochondrial matrix	6	GRPEL1, TIMM50, GRPEL2, TOMM20, DNLZ, TOMM40
intracellular membrane-bounded organelle	6	ME2, MTPAP, P4HA1, HK2, AGK, CNNM2
tRNA binding	6	PUS1, TRMT10C, DARS2, SARS2, YARS2, MRPS27
cellular_component	6	CA10, ADNP2, RTKN, RCAN2, MOCOS, RSAD1
protein phosphorylation	6	PDK2, PPP3CB, BCKDK, GRK6, MAPK11, STK38
dendrite	6	DHX36, ACAD9, DTNB, GLRX5, TRIM3, LRP2
endoplasmic reticulum	6	FKBP9, P4HA1, HTRA2, NDUFB8, ACAT1, LRP2
proteolysis	6	LACTB, PITRM1, XPNPEP3, UQCRC2, HTRA2, DLD
mitochondrial electron transport, cytochrome c to oxygen	6	COX6C, CYCS, COX5B, COX4I1, COX6B1, COX7A2L
protein insertion into mitochondrial outer membrane	6	MTCH2, TOMM22, TOMM20, SAMM50, TOMM5, TOMM40
NADH dehydrogenase activity	6	ND4, NDUFA9, NDUFS2, NDUFS8, NDUFV2, AIFM1
 gene expression	5	RO60, DHX36, ADNP2, RICTOR, MAPK11
nuclear body	5	RO60, UQCC2, YARS2, MRPL44, NGRN
tricarboxylic acid cycle	5	IREB2, OGDH, MRPS36, PDHA1, DHTKD1
flavin adenine dinucleotide binding	5	ACADM, ACAD9, GCDH, GFER, DLD
fatty acid beta-oxidation	5	ACADM, ECH1, ALDH1L2, ACAA2, ACAT1
2 iron, 2 sulfur cluster binding	5	CIAPIN1, GLRX5, UQCRFS1, NDUFS1, NDUFV2
sensory perception of sound	5	GPX1, NDUFB9, TIMM9, TIMM10, LRP2
unfolded protein binding	5	GRPEL1, GRPEL2, HTRA2, TOMM20, HSPD1
protein folding	5	GRPEL1, FKBP9, GRPEL2, HSPD1, DNLZ
TIM23 mitochondrial import inner membrane translocase complex	5	GRPEL1, TIMM50, GRPEL2, TIMM10, SLC25A6
protein polyubiquitination	5	UBE2H, WSB1, TRIM3, TRAF6, UBE3B
nuclear speck	5	TIMM50, DHX36, JADE1, NRDE2, NDUFB1
single-stranded DNA binding	5	DHX36, RNF138, LRPPRC, LONP1, HSPD1
innate immune response	5	DHX36, ZNFX1, C1QBP, NFKB1, PARP9
mitochondrial transcription	5	POLRMT, TFAM, MTERF4, MTERF3, MRPL12
centrosome	5	SCLT1, JADE1, HK2, TTC19, CEP85
DNA binding	5	DNA2, ZNF223, ADNP2, POLDIP2, AIFM1
signal transduction	5	RTKN, PPP3CB, GNG12, RASSF8, GFER
enzyme binding	5	PPP3CB, WDR70, HSPD1, PARP9, ACAT1
protein-containing complex binding	5	PSMG4, UQCRC1, BIRC3, NDUFA8, NDUFA9
metalloendopeptidase activity	5	PITRM1, MIPEP, UQCRC2, PMPCA, PMPCB
rRNA binding	5	MTERF4, FASTKD2, NGRN, MRPS7, MRPS27
mitochondrial ribosome assembly	5	MTERF4, NOA1, MTERF3, NGRN, MRPS2
mitochondrial electron transport, ubiquinol to cytochrome c	5	CYCS, UQCRFS1, UQCRQ, UQCRC2, UQCRC1
response to oxidative stress	5	LIAS, NDUFA12, NDUFB4, NDUFS2, NDUFS8
mitochondrial ATP synthesis coupled electron transport	5	NDUFA12, NDUFB6, NDUFS2, NDUFV1, NDUFV3
iron ion binding	4	CIAPIN1, P4HA1, TMLHE, ETHE1
 protein kinase B signaling	4	GPX1, RICTOR, C1QBP, LRP2
mRNA binding	4	HNRNPLL, C1QBP, MRPL12, MRPS7
mRNA processing	4	HNRNPLL, PUS1, NRDE2, C1QBP
ubiquitin-protein transferase activity	4	UBE2H, BIRC3, RNF115, TRAF6
proteasome-mediated ubiquitin-dependent protein catabolic process	4	UBE2H, FBXW5, TRIM3, SPSB3
mitochondrial pyruvate dehydrogenase complex	4	PDK2, PDHX, PDHA1, DLD
magnesium ion binding	4	DHX36, MTPAP, MTHFD2, STK38
transcription cis-regulatory region binding	4	DHX36, TFAM, NFKB1, MTERF3
ATP hydrolysis activity	4	DHX36, DNA2, LONP1, HSPD1
negative regulation of translation	4	DHX36, TRIM3, EIF4E2, MALSU1
 I-kappaB kinase/NF-kappaB signaling	4	DHX36, S100A4, BIRC3, TRAF6
defense response to virus	4	DHX36, ZNFX1, PARP9, NDUFAF4
sequence-specific DNA binding	4	POLRMT, TFAM, CHCHD2, LONP1
extracellular region	4	S100A10, S100A4, NFKB1, NGRN
GTPase activity	4	MTG1, MTIF2, GTPBP3, RHOT2
2-oxoglutarate metabolic process	4	L2HGDH, GPT2, OGDH, MRPS36
cellular response to leukemia inhibitory factor	4	RNF138, HK2, BCAT2, MRPL15
in utero embryonic development	4	CCM2, POLG2, TRAF6, ND4
generation of precursor metabolites and energy	4	COX6C, OGDH, COX4I1, DHTKD1
neural tube closure	4	MTHFD1L, LIAS, TRAF6, LRP2
branched-chain amino acid catabolic process	4	BCKDK, MCCC2, DBT, DLD
phosphorylation	4	BCKDK, RICTOR, NME4, ALDH18A1
Golgi apparatus	4	RICTOR, TRIM3, CEP85, LRP2
protein transmembrane transporter activity	4	MCL1, TOMM22, TOMM20, TOMM40
perinuclear region of cytoplasm	4	LRPPRC, S100A4, TRAF6, AIFM1
negative regulation of transcription by RNA polymerase II	4	C1QBP, NFKB1, TRAF6, PARP9
protein insertion into mitochondrial inner membrane	4	TIMM9, TIMM10, AGK, NDUFA13
mitochondrial respiratory chain complex III	4	UQCRFS1, UQCRQ, UQCRC2, UQCRC1
cytochrome-c oxidase activity	4	COX5B, COX4I1, COX6B1, COX7A2L
mitochondrial outer membrane translocase complex	4	TOMM22, TOMM20, TOMM5, TOMM40
cilium assembly	3	RO60, SCLT1, CIBAR1
liver development	3	ACADM, GFER, ACAT1
fatty acid beta-oxidation using acyl-CoA dehydrogenase	3	ACADM, GCDH, ETFB
response to starvation	3	ACADM, PCK2, ACAT1
axon	3	ACADM, DHX36, LRP2
iron-sulfur cluster assembly	3	CIAPIN1, GLRX5, NDUFAB1
electron transport chain	3	CIAPIN1, ME2, DHRS2
response to hormone	3	GPX1, LONP1, ACAT1
neuron apoptotic process	3	GPX1, DIABLO, AIFM1
intracellular protein transport	3	GRPEL1, TIMM50, GRPEL2
NAD binding	3	ME2, NDUFS2, NDUFV1
cellular response to interferon-beta	3	PNPT1, HTRA2, NDUFA13
 cellular respiration	3	PNPT1, NOA1, PRELID1
 cell cycle	3	PNPT1, JADE1, BIRC3
mitochondrion morphogenesis	3	PNPT1, POLDIP2, POLG2
endoplasmic reticulum membrane	3	PNPT1, HTRA2, CARD19
RNA splicing	3	PUS1, NRDE2, C1QBP
brain development	3	CA10, NDUFS4, ACAT1
glucose metabolic process	3	PDK2, HK2, PDHA1
protein serine/threonine phosphatase activity	3	TIMM50, PPP3CB, PPM1K
protein dephosphorylation	3	TIMM50, PDPR, PPP3CB
RNA polymerase II cis-regulatory region sequence-specific DNA binding	3	DHX36, ZKSCAN1, NFKB1
double-stranded RNA binding	3	DHX36, HSPD1, MRPL44
mRNA 3'-UTR binding	3	DHX36, ELAVL2, LRPPRC
