Feature	Number of Genes	Genes
phagocytosis, engulfment	1	SH3BP1
 actin filament depolymerization	1	SH3BP1
cell junction assembly	1	SH3BP1
 Rac protein signal transduction	1	SH3BP1
 blood vessel endothelial cell migration	1	SH3BP1
 GTPase activity	1	SH3BP1
establishment of epithelial cell apical/basal polarity	1	SH3BP1
filopodium assembly	1	SH3BP1
 small GTPase mediated signal transduction	1	SH3BP1
semaphorin-plexin signaling pathway	1	SH3BP1
ruffle assembly	1	SH3BP1
phagocytic cup	1	SH3BP1
intracellular anatomical structure	1	SH3BP1
adherens junction	1	SH3BP1
bicellular tight junction	1	SH3BP1
actin monomer binding	1	TWF1
protein tyrosine kinase activity	1	TWF1
ATP binding	1	TWF1
 cardiac muscle hypertrophy	1	TWF1
 neuron projection development	1	TWF1
actin filament depolymerization	1	TWF1
negative regulation of actin filament polymerization	1	TWF1
sequestering of actin monomers	1	TWF1
 actin phosphorylation	1	TWF1
actin filament	1	TWF1
focal adhesion	1	TWF1
myofibril	1	TWF1
filopodium	1	TWF1
ruffle membrane	1	TWF1
ubiquitin protein ligase binding	1	WASHC1
alpha-tubulin binding	1	WASHC1
gamma-tubulin binding	1	WASHC1
exocytosis	1	WASHC1
negative regulation of autophagy	1	WASHC1
extracellular matrix disassembly	1	WASHC1
 cell migration	1	WASHC1
 pseudopodium assembly	1	WASHC1
 protein ubiquitination	1	WASHC1
Arp2/3 complex-mediated actin nucleation	1	WASHC1
negative regulation of phosphatidylinositol 3-kinase activity	1	WASHC1
late endosome	1	WASHC1
autophagosome	1	WASHC1
centriole	1	WASHC1
recycling endosome	1	WASHC1
recycling endosome membrane	1	WASHC1
