Feature	Number of Genes	Genes
negative regulation of stem cell population maintenance	12	ARID4A, BRMS1L, HDAC1, HDAC2, ING1, ING2, RBBP4, RBBP7, SAP130, SAP30, SAP30L, SIN3A
 stem cell population maintenance	12	ARID4A, BRMS1L, HDAC1, HDAC2, ING1, ING2, RBBP4, RBBP7, SAP130, SAP30, SAP30L, SIN3A
NuRD complex	12	CDK2AP1, GATAD2A, GATAD2B, HDAC1, HDAC2, MBD2, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7
RNA polymerase II cis-regulatory region sequence-specific DNA binding	10	BCL11A, BPTF, EZH2, HDAC1, MTA1, RBBP4, TGIF2LX, ZBTB2, ZNF219, ZNF521
cytoplasm	10	BPTF, CDK2AP1, EZH2, HDAC1, HDAC2, MBD3, MIER1, MTA1, MTA3, MTF2
chromatin binding	10	EZH1, EZH2, HDAC2, ING2, MTA1, MTA3, MTF2, PWWP2A, SIN3A, TSHZ3
 cell fate specification	10	GATAD2A, GATAD2B, HDAC1, HDAC2, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7
 stem cell differentiation	10	GATAD2A, GATAD2B, HDAC1, HDAC2, MBD3, MTA1, MTA2, MTA3, RBBP4, RBBP7
protein-containing complex	10	GATAD2B, HAT1, HDAC1, HDAC2, MBD2, MBD3, MIER1, MIER3, MTA2, RBBP4
histone deacetylase binding	9	BRMS1L, HDAC1, HDAC2, MIER1, MIER3, MTA1, MTA2, MTA3, RBBP4
chromosome, telomeric region	9	EZH1, EZH2, GATAD2B, HAT1, HDAC2, MTA2, RBBP4, RBBP7, ZNF827
transcription repressor complex	8	ARID4A, HDAC1, LIN37, LIN9, MIER1, PHF12, SIN3A, ZFPM1
cytosol	8	BCL11A, CDK2AP1, EED, HDAC1, MBD2, MTA1, RBBP4, RBBP7
histone binding	8	EZH1, HAT1, KDM5A, PWWP2A, RBBP4, RBBP7, SAP30L, SFMBT1
histone deacetylase complex	8	HDAC1, HDAC2, MTA2, RBBP4, RBBP7, SAP30, SAP30L, SIN3A
sequence-specific DNA binding	7	BPTF, GATAD1, GATAD2A, GATAD2B, HDAC2, MTA2, MTA3
chromatin organization	7	EZH2, GATAD1, HDAC1, ING2, MTA2, MTF2, SFMBT1
nucleosomal DNA binding	7	GATAD2B, HDAC1, HDAC2, MBD2, MBD3, MTA2, RBBP4
methylated histone binding	6	BPTF, ING1, ING2, KDM5A, MTF2, PWWP2A
ESC/E(Z) complex	6	EED, EZH1, EZH2, HDAC2, RBBP4, RBBP7
RNA polymerase II-specific DNA-binding transcription factor binding	6	HDAC1, HDAC2, MTA1, MTA2, SIN3A, ZFPM1
DNA-binding transcription repressor activity, RNA polymerase II-specific	5	BCL11A, TGIF2LX, ZBTB2, ZNF219, ZNF512B
transcription corepressor binding	5	EED, EZH2, HDAC1, MTF2, PHF12
histone deacetylase activity	5	HDAC1, HDAC2, MIER1, MIER3, MTA2
transcription coactivator activity	5	KDM5A, MTA1, MTA2, MTA3, SIN3A
DNA methylation	4	ARID4A, EZH2, GATAD2A, MTA2
brain development	4	BPTF, MBD3, RBBP4, RBBP7
cell cycle	4	CDK2AP1, ING1, LIN9, RBBP4
heterochromatin	4	EZH1, HDAC1, MBD2, MBD3
 cell population proliferation	4	EZH2, HDAC1, HDAC2, MBD2
zinc ion binding	4	GATAD1, GATAD2B, KDM5A, SAP30L
circadian regulation of gene expression	4	HDAC1, HDAC2, KDM5A, MTA1
DNA-templated transcription	4	LIN9, MTA2, SAP30, SAP30L
spermatogenesis	3	ARID4A, ING2, SFMBT1
plasma membrane	3	ARID4A, ING2, TSHZ3
 gene expression	3	BCL11A, HDAC1, ZNF827
NURF complex	3	BPTF, RBBP4, RBBP7
ATPase complex	3	BPTF, RBBP4, RBBP7
Sin3-type complex	3	BRMS1L, PHF12, SAP130
hippocampus development	3	EZH1, EZH2, HDAC1
subtelomeric heterochromatin formation	3	EZH1, EZH2, HAT1
promoter-specific chromatin binding	3	EZH2, HDAC1, HDAC2
response to estradiol	3	EZH2, MBD2, MBD3
nuclear speck	3	GATAD2A, GATAD2B, SAP130
nucleosome assembly	3	HAT1, RBBP4, SHPRH
DNA methylation-dependent heterochromatin formation	3	HDAC1, MBD2, MBD3
negative regulation of apoptotic process	3	HDAC1, HDAC2, SIN3A
RNA binding	3	HDAC2, RBBP7, SIN3A
nucleolus	3	KDM5A, SAP30L, SIN3A
heart development	3	MBD2, MBD3, ZFPM1
NuRD complex binding	3	MTA3, PWWP2A, ZNF827
DNA replication	3	RBBP4, RBBP7, SIN3A
DNA-binding transcription factor activity, RNA polymerase II-specific	3	TGIF2LX, TSHZ3, ZNF219
transcription cis-regulatory region binding	2	ARID4A, KDM5A
DNA-binding transcription factor activity	2	BCL11A, ZNF219
nuclear matrix	2	BCL11A, HAT1
ATP-dependent activity, acting on DNA	2	BPTF, RBBP4
endoderm development	2	BPTF, HDAC1
nucleosome binding	2	EED, SAP30L
histone methyltransferase activity	2	EED, EZH2
identical protein binding	2	EED, ZBTB2
histone H3K27 methyltransferase activity	2	EZH1, EZH2
histone H3K27 trimethyltransferase activity	2	EZH1, EZH2
heterochromatin formation	2	EZH1, EZH2
histone H3-K27 trimethylation	2	EZH1, EZH2
RNA polymerase II core promoter sequence-specific DNA binding	2	EZH2, HDAC1
chromatin DNA binding	2	EZH2, KDM5A
 epithelial to mesenchymal transition	2	EZH2, HDAC2
negative regulation of DNA-binding transcription factor activity	2	EZH2, HDAC2
rhythmic process	2	EZH2, SIN3A
stem cell differentiation	2	EZH2, MTF2
cellular response to hydrogen peroxide	2	EZH2, HDAC2
facultative heterochromatin formation	2	EZH2, KDM5A
histone acetylation	2	HAT1, MBD3
enzyme binding	2	HDAC1, HDAC2
protein lysine deacetylase activity	2	HDAC1, HDAC2
NF-kappaB binding	2	HDAC1, HDAC2
histone decrotonylase activity	2	HDAC1, HDAC2
epidermal cell differentiation	2	HDAC1, HDAC2
odontogenesis of dentin-containing tooth	2	HDAC1, HDAC2
embryonic digit morphogenesis	2	HDAC1, HDAC2
 oligodendrocyte differentiation	2	HDAC1, HDAC2
hair follicle placode formation	2	HDAC1, HDAC2
eyelid development in camera-type eye	2	HDAC1, HDAC2
fungiform papilla formation	2	HDAC1, HDAC2
histone H3 deacetylation	2	HDAC1, HDAC2
 signaling receptor activity	2	HDAC1, HDAC2
cellular response to dopamine	2	HDAC2, SIN3A
negative regulation of cell population proliferation	2	ING1, RBBP4
negative regulation of cell growth	2	ING1, RBBP7
phosphatidylinositol binding	2	ING2, PHF12
protein-containing complex binding	2	ING2, SIN3A
DNA damage response	2	ING2, SHPRH
signal transduction	2	ING2, MTA1
methyl-CpG binding	2	MBD2, MBD3
protein domain specific binding	2	MBD2, ZNF521
response to nutrient levels	2	MBD2, MBD3
 DNA methylation	2	MBD2, MBD3
embryonic organ development	2	MBD2, MBD3
in utero embryonic development	2	MBD3, SIN3A
epigenetic regulation of gene expression	2	MTA1, MTF2
intracellular membrane-bounded organelle	2	MTA1, MTA3
transcription regulator complex	2	MTA2, ZFPM1
membrane	2	MTA2, ZNF219
 G2/M transition of mitotic cell cycle	2	MTA3, SIN3A
RNA polymerase II transcription regulatory region sequence-specific DNA binding	2	MTF2, ZNF512B
transcription coregulator activity	2	SAP30, SAP30L
sequence-specific double-stranded DNA binding	2	TGIF2LX, ZBTB2
 gene expression by genomic imprinting	1	ARID4A
transcription by RNA polymerase II	1	ARID4A
erythrocyte development	1	ARID4A
establishment of Sertoli cell barrier	1	ARID4A
protein kinase binding	1	BCL11A
protein sumoylation	1	BCL11A
negative regulation of dendrite extension	1	BCL11A
negative regulation of neuron remodeling	1	BCL11A
cellular response to L-glutamate	1	BCL11A
negative regulation of dendrite development	1	BCL11A
negative regulation of branching morphogenesis of a nerve	1	BCL11A
postsynaptic density	1	BCL11A
SWI/SNF complex	1	BCL11A
embryonic placenta development	1	BPTF
anterior/posterior pattern specification	1	BPTF
extracellular exosome	1	BPTF
DNA polymerase binding	1	CDK2AP1
 protein phosphorylation	1	CDK2AP1
DNA-templated DNA replication	1	CDK2AP1
perinuclear region of cytoplasm	1	CDK2AP1
enzyme activator activity	1	EED
spinal cord development	1	EED
chromosome	1	EED
anatomical structure morphogenesis	1	EZH1
protein-lysine N-methyltransferase activity	1	EZH2
ribonucleoprotein complex binding	1	EZH2
primary miRNA binding	1	EZH2
lncRNA binding	1	EZH2
G1/S transition of mitotic cell cycle	1	EZH2
 gliogenesis	1	EZH2
skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration	1	EZH2
cardiac muscle hypertrophy in response to stress	1	EZH2
cerebellar cortex development	1	EZH2
B cell differentiation	1	EZH2
keratinocyte differentiation	1	EZH2
negative regulation of transcription elongation by RNA polymerase II	1	EZH2
cellular response to trichostatin A	1	EZH2
hepatocyte homeostasis	1	EZH2
 circadian rhythm	1	EZH2
 MAP kinase activity	1	EZH2
 GTPase activity	1	EZH2
negative regulation of keratinocyte differentiation	1	EZH2
negative regulation of gene expression, epigenetic	1	EZH2
negative regulation of retinoic acid receptor signaling pathway	1	EZH2
negative regulation of striated muscle cell differentiation	1	EZH2
synaptic transmission, GABAergic	1	EZH2
G1 to G0 transition	1	EZH2
protein localization to chromatin	1	EZH2
 protein serine/threonine kinase activity	1	EZH2
 kidney development	1	EZH2
liver regeneration	1	EZH2
 dendrite development	1	EZH2
negative regulation of cytokine production involved in inflammatory response	1	EZH2
 cell cycle G1/S phase transition	1	EZH2
response to tetrachloromethane	1	EZH2
negative regulation of G1/S transition of mitotic cell cycle	1	EZH2
negative regulation of stem cell differentiation	1	EZH2
chromatin silencing complex	1	EZH2
pericentric heterochromatin	1	EZH2
pronucleus	1	EZH2
synapse	1	EZH2
protein-macromolecule adaptor activity	1	GATAD2A
histone acetyltransferase activity	1	HAT1
histone H4 acetyltransferase activity	1	HAT1
histone H4K12 acetyltransferase activity	1	HAT1
internal protein amino acid acetylation	1	HAT1
chromosome organization	1	HAT1
mitochondrion	1	HAT1
core promoter sequence-specific DNA binding	1	HDAC1
p53 binding	1	HDAC1
Krueppel-associated box domain binding	1	HDAC1
E-box binding	1	HDAC1
DNA-binding transcription factor binding	1	HDAC1
protein deacetylation	1	HDAC1
negative regulation of gene expression	1	HDAC1
negative regulation of myotube differentiation	1	HDAC1
neuron differentiation	1	HDAC1
cellular response to platelet-derived growth factor stimulus	1	HDAC1
negative regulation of I-kappaB kinase/NF-kappaB signaling	1	HDAC1
negative regulation by host of viral transcription	1	HDAC1
 smooth muscle cell proliferation	1	HDAC1
oligodendrocyte differentiation	1	HDAC1
 endopeptidase activity	1	HDAC1
negative regulation of androgen receptor signaling pathway	1	HDAC1
histone H4 deacetylation	1	HDAC1
negative regulation of canonical Wnt signaling pathway	1	HDAC1
 amyloid-beta clearance	1	HDAC1
negative regulation of intrinsic apoptotic signaling pathway	1	HDAC1
neuronal cell body	1	HDAC1
heat shock protein binding	1	HDAC2
protein de-2-hydroxyisobutyrylase activity	1	HDAC2
response to amphetamine	1	HDAC2
cardiac muscle hypertrophy	1	HDAC2
response to xenobiotic stimulus	1	HDAC2
negative regulation of neuron projection development	1	HDAC2
dendrite development	1	HDAC2
response to caffeine	1	HDAC2
response to lipopolysaccharide	1	HDAC2
 interleukin-1 production	1	HDAC2
 tumor necrosis factor production	1	HDAC2
 collagen biosynthetic process	1	HDAC2
cellular response to heat	1	HDAC2
response to nicotine	1	HDAC2
response to cocaine	1	HDAC2
 tyrosine phosphorylation of STAT protein	1	HDAC2
negative regulation of DNA binding	1	HDAC2
negative regulation of MHC class II biosynthetic process	1	HDAC2
 proteolysis	1	HDAC2
behavioral response to ethanol	1	HDAC2
response to hyperoxia	1	HDAC2
negative regulation of dendritic spine development	1	HDAC2
heterochromatin organization	1	HDAC2
cellular response to retinoic acid	1	HDAC2
cellular response to transforming growth factor beta stimulus	1	HDAC2
 male mating behavior	1	HDAC2
negative regulation of peptidyl-lysine acetylation	1	HDAC2
protein import into nucleus	1	ING1
 programmed cell death	1	ING1
male meiosis I	1	ING2
spermatid development	1	ING2
flagellated sperm motility	1	ING2
 transforming growth factor beta receptor signaling pathway	1	ING2
 histone deacetylation	1	ING2
male germ-line stem cell asymmetric division	1	ING2
seminiferous tubule development	1	ING2
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	ING2
 cellular senescence	1	ING2
CCAAT-binding factor complex	1	ING2
enzyme inhibitor activity	1	KDM5A
histone demethylase activity	1	KDM5A
histone H3K4me/H3K4me2/H3K4me3 demethylase activity	1	KDM5A
 DNA-binding transcription factor activity	1	KDM5A
protein-DNA complex	1	KDM5A
Myb complex	1	LIN37
DRM complex	1	LIN52
reproduction	1	LIN9
 cell cycle	1	LIN9
DNA biosynthetic process	1	LIN9
satellite DNA binding	1	MBD2
mRNA binding	1	MBD2
siRNA binding	1	MBD2
molecular adaptor activity	1	MBD2
C2H2 zinc finger domain binding	1	MBD2
response to mechanical stimulus	1	MBD2
Wnt signaling pathway	1	MBD2
 Wnt signaling pathway	1	MBD2
 chromatin binding	1	MBD2
maternal behavior	1	MBD2
protein-containing complex assembly	1	MBD2
cellular response to organic cyclic compound	1	MBD2
tissue development	1	MBD3
 I-kappaB kinase/NF-kappaB signaling	1	MIER1
double-strand break repair	1	MTA1
response to ionizing radiation	1	MTA1
entrainment of circadian clock by photoperiod	1	MTA1
proteasome-mediated ubiquitin-dependent protein catabolic process	1	MTA1
locomotor rhythm	1	MTA1
 protein autoubiquitination	1	MTA1
nuclear envelope	1	MTA1
microtubule	1	MTA1
 fibroblast migration	1	MTA2
G2/M transition of mitotic cell cycle	1	MTA3
 granulosa cell proliferation	1	MTA3
granulosa cell proliferation	1	MTA3
segment specification	1	MTF2
stem cell population maintenance	1	MTF2
cellular response to leukemia inhibitory factor	1	MTF2
 transcriptional start site selection at RNA polymerase II promoter	1	PWWP2A
 transcription elongation by RNA polymerase II	1	PWWP2A
DNA replication-dependent chromatin assembly	1	RBBP4
CAF-1 complex	1	RBBP4
response to steroid hormone	1	RBBP7
cellular heat acclimation	1	RBBP7
skeletal muscle cell differentiation	1	SAP30
modulation by host of symbiont transcription	1	SAP30
phosphatidylinositol-5-phosphate binding	1	SAP30L
non-sequence-specific DNA binding, bending	1	SAP30L
fibrillar center	1	SAP30L
cell differentiation	1	SFMBT1
negative regulation of muscle organ development	1	SFMBT1
helicase activity	1	SHPRH
ubiquitin-protein transferase activity	1	SHPRH
ATP binding	1	SHPRH
hydrolase activity	1	SHPRH
ubiquitin protein ligase binding	1	SHPRH
ubiquitin protein ligase activity	1	SHPRH
ATP-dependent chromatin remodeler activity	1	SHPRH
protein polyubiquitination	1	SHPRH
DNA repair	1	SHPRH
protein ubiquitination	1	SHPRH
nucleosome	1	SHPRH
transcription regulator inhibitor activity	1	SIN3A
activation of innate immune response	1	SIN3A
 defense response to virus by host	1	SIN3A
hematopoietic progenitor cell differentiation	1	SIN3A
protein localization	1	SIN3A
 hormone levels	1	SIN3A
cerebral cortex neuron differentiation	1	SIN3A
 axon extension	1	SIN3A
 heterochromatin formation	1	SIN3A
negative regulation of circadian rhythm	1	SIN3A
 transcription from RNA polymerase II promoter in response to oxidative stress	1	SIN3A
 neuron differentiation	1	SIN3A
response to methylglyoxal	1	SIN3A
cellular response to glucose stimulus	1	SIN3A
negative regulation of protein localization to nucleus	1	SIN3A
negative regulation of transcription regulatory region DNA binding	1	SIN3A
kinetochore	1	SIN3A
 respiratory gaseous exchange by nervous system process	1	TSHZ3
 synaptic transmission, glutamatergic	1	TSHZ3
long-term synaptic potentiation	1	TSHZ3
growth cone	1	TSHZ3
 cytokine production	1	ZBTB2
 immune system process	1	ZBTB2
T-helper cell lineage commitment	1	ZFPM1
outflow tract morphogenesis	1	ZFPM1
atrioventricular valve morphogenesis	1	ZFPM1
mitral valve formation	1	ZFPM1
tricuspid valve formation	1	ZFPM1
 definitive erythrocyte differentiation	1	ZFPM1
erythrocyte differentiation	1	ZFPM1
megakaryocyte differentiation	1	ZFPM1
platelet formation	1	ZFPM1
granulocyte differentiation	1	ZFPM1
negative regulation of protein binding	1	ZFPM1
 chemokine production	1	ZFPM1
negative regulation of interleukin-4 production	1	ZFPM1
 type II interferon production	1	ZFPM1
embryonic hemopoiesis	1	ZFPM1
megakaryocyte development	1	ZFPM1
cardiac muscle tissue morphogenesis	1	ZFPM1
definitive erythrocyte differentiation	1	ZFPM1
primitive erythrocyte differentiation	1	ZFPM1
negative regulation of mast cell differentiation	1	ZFPM1
ventricular septum morphogenesis	1	ZFPM1
atrial septum morphogenesis	1	ZFPM1
histamine receptor activity	1	ZNF219
 neurotransmitter levels	1	ZNF219
G protein-coupled receptor signaling pathway	1	ZNF219
 chondrocyte differentiation	1	ZNF219
limb bud formation	1	ZNF219
negative regulation of miRNA transcription	1	ZNF512B
DNA-binding transcription activator activity, RNA polymerase II-specific	1	ZNF521
neuron fate commitment	1	ZNF521
telomere maintenance	1	ZNF827
establishment of protein localization to telomere	1	ZNF827
negative regulation of shelterin complex assembly	1	ZNF827
ribonucleoprotein complex	1	ZNF827
