Feature	Number of Genes	Genes
nucleosome assembly	1	HMGB2
spermatid nucleus differentiation	1	HMGB2
male gonad development	1	HMGB2
extrinsic apoptotic signaling pathway via death domain receptors	1	HMGB2
 nuclease activity	1	HMGB2
DNA geometric change	1	HMGB2
response to lipopolysaccharide	1	HMGB2
 interferon-beta production	1	HMGB2
V(D)J recombination	1	HMGB2
 DNA binding	1	HMGB2
innate immune response	1	HMGB2
 innate immune response	1	HMGB2
 erythrocyte differentiation	1	HMGB2
 megakaryocyte differentiation	1	HMGB2
response to steroid hormone	1	HMGB2
 neurogenesis	1	HMGB2
defense response to Gram-negative bacterium	1	HMGB2
defense response to Gram-positive bacterium	1	HMGB2
positive chemotaxis	1	HMGB2
cell chemotaxis	1	HMGB2
cellular response to lipopolysaccharide	1	HMGB2
 stem cell proliferation	1	HMGB2
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	1	HMGB2
condensed chromosome	1	HMGB2
extracellular space	1	HMGB2
establishment of protein localization to chromatin	1	SGF29
NF-kappaB binding	1	TAF4B
oogenesis	1	TAF4B
fibrillar center	1	TAF4B
autophagy	1	SUPT20H
gastrulation	1	SUPT20H
arginyltransferase activity	1	ATE1
proteasomal protein catabolic process	1	ATE1
protein arginylation	1	ATE1
RNA polymerase II transcription regulatory region sequence-specific DNA binding	1	KAT2B
diamine N-acetyltransferase activity	1	KAT2B
lysine N-acetyltransferase activity, acting on acetyl phosphate as donor	1	KAT2B
cyclin-dependent protein serine/threonine kinase inhibitor activity	1	KAT2B
histone H3 acetyltransferase activity	1	KAT2B
acetyltransferase activity	1	KAT2B
protein kinase binding	1	KAT2B
histone deacetylase binding	1	KAT2B
histone H3K9 acetyltransferase activity	1	KAT2B
peptide-lysine-N-acetyltransferase activity	1	KAT2B
transcription regulator activator activity	1	KAT2B
 transcription from RNA polymerase II promoter by glucose	1	KAT2B
gluconeogenesis	1	KAT2B
protein acetylation	1	KAT2B
heart development	1	KAT2B
negative regulation of cell population proliferation	1	KAT2B
 protein ADP-ribosylation	1	KAT2B
N-terminal peptidyl-lysine acetylation	1	KAT2B
internal peptidyl-lysine acetylation	1	KAT2B
peptidyl-lysine acetylation	1	KAT2B
cellular response to insulin stimulus	1	KAT2B
 gluconeogenesis	1	KAT2B
 fatty acid biosynthetic process	1	KAT2B
negative regulation of cyclin-dependent protein serine/threonine kinase activity	1	KAT2B
 glycolytic process	1	KAT2B
negative regulation of centriole replication	1	KAT2B
rhythmic process	1	KAT2B
limb development	1	KAT2B
 attachment of mitotic spindle microtubules to kinetochore	1	KAT2B
negative regulation of rRNA processing	1	KAT2B
histone acetyltransferase complex	1	KAT2B
kinetochore	1	KAT2B
A band	1	KAT2B
I band	1	KAT2B
actomyosin	1	KAT2B
TFIIH-class transcription factor complex binding	1	TAF7
histone acetyltransferase binding	1	TAF7
nuclear vitamin D receptor binding	1	TAF7
nuclear thyroid hormone receptor binding	1	TAF7
P-TEFb complex binding	1	TAF7
spermine transport	1	TAF7
negative regulation of protein kinase activity	1	TAF7
negative regulation of MHC class I biosynthetic process	1	TAF7
negative regulation of MHC class II biosynthetic process	1	TAF7
protein kinase inhibitor activity	1	MBIP
 JNK cascade	1	MBIP
microtubule cytoskeleton organization	1	ATXN7
nucleus organization	1	ATXN7
negative regulation of microtubule depolymerization	1	ATXN7
visual perception	1	ATXN7
microtubule cytoskeleton	1	ATXN7
nuclear matrix	1	ATXN7
splicing factor binding	1	SF3B5
mRNA splicing, via spliceosome	1	SF3B5
U2-type prespliceosome assembly	1	SF3B5
spliceosomal complex	1	SF3B5
U2-type spliceosomal complex	1	SF3B5
U2 snRNP	1	SF3B5
U12-type spliceosomal complex	1	SF3B5
U2-type precatalytic spliceosome	1	SF3B5
precatalytic spliceosome	1	SF3B5
mitotic cell cycle	1	TADA3
 protein phosphorylation	1	TADA3
 protein stability	1	TADA3
RNA polymerase II core promoter sequence-specific DNA binding	1	TAF1
RNA polymerase II general transcription initiation factor binding	1	TAF1
RNA polymerase I general transcription initiation factor activity	1	TAF1
protein kinase activity	1	TAF1
protein serine/threonine kinase activity	1	TAF1
kinase activity	1	TAF1
TBP-class protein binding	1	TAF1
sequence-specific DNA binding	1	TAF1
RNA polymerase II-specific DNA-binding transcription factor binding	1	TAF1
ubiquitin conjugating enzyme activity	1	TAF1
protein serine kinase activity	1	TAF1
acetyl-CoA binding	1	TAF1
protein polyubiquitination	1	TAF1
transcription initiation at RNA polymerase I promoter	1	TAF1
ubiquitin-dependent protein catabolic process	1	TAF1
peptidyl-serine phosphorylation	1	TAF1
peptidyl-threonine phosphorylation	1	TAF1
midbrain development	1	TAF1
 protein binding	1	TAF1
 proteasomal ubiquitin-dependent protein catabolic process	1	TAF1
cellular response to UV	1	TAF1
transcription factor catabolic process	1	TAF1
protein autophosphorylation	1	TAF1
cellular response to ATP	1	TAF1
 signal transduction by p53 class mediator	1	TAF1
 cell cycle G1/S phase transition	1	TAF1
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	1	TAF1
negative regulation of protein autoubiquitination	1	TAF1
negative regulation of ubiquitin-dependent protein catabolic process	1	TAF1
 androgen receptor activity	1	TAF1
metal ion binding	1	TAF3
nuclear membrane	1	TAF3
core promoter sequence-specific DNA binding	1	TAF4
ovarian follicle development	1	TAF4
actin cytoskeleton	1	TAF5
molecular adaptor activity	1	TAF6
apoptotic process	1	TAF6
negative regulation of cell cycle	1	TAF6
SLIK (SAGA-like) complex	1	TAF6
DNA-templated transcription open complex formation	1	TAF8
inner cell mass cell proliferation	1	TAF8
 fat cell differentiation	1	TAF8
