Feature	Number of Genes	Genes
histone H3 acetylation	1	TRRAP
SAGA complex	1	TRRAP
transcription factor TFTC complex	1	TRRAP
identical protein binding	1	KCTD15
protein homooligomerization	1	KCTD15
histone H3K4 methyltransferase activity	1	ASH1L
histone H3K9 methyltransferase activity	1	ASH1L
histone H3K36 methyltransferase activity	1	ASH1L
histone H3K9me2 methyltransferase activity	1	ASH1L
histone H3K9 monomethyltransferase activity	1	ASH1L
histone H3K36 trimethyltransferase activity	1	ASH1L
MAPK cascade	1	ASH1L
skeletal system development	1	ASH1L
negative regulation of acute inflammatory response	1	ASH1L
transcription by RNA polymerase II	1	ASH1L
inflammatory response	1	ASH1L
I-kappaB kinase/NF-kappaB signaling	1	ASH1L
single fertilization	1	ASH1L
post-embryonic development	1	ASH1L
flagellated sperm motility	1	ASH1L
negative regulation of I-kappaB kinase/NF-kappaB signaling	1	ASH1L
negative regulation of MAPK cascade	1	ASH1L
decidualization	1	ASH1L
uterus morphogenesis	1	ASH1L
histone H3-K36 dimethylation	1	ASH1L
tarsal gland development	1	ASH1L
uterine gland development	1	ASH1L
chromosome	1	ASH1L
bicellular tight junction	1	ASH1L
structural constituent of cytoskeleton	1	YEATS4
lysine-acetylated histone binding	1	YEATS4
modification-dependent protein binding	1	YEATS4
mitotic cell cycle	1	YEATS4
cytoskeleton organization	1	YEATS4
protease binding	1	NFRKB
nuclear receptor coactivator activity	1	BRD8
nuclear thyroid hormone receptor binding	1	BRD8
cell surface receptor signaling pathway	1	BRD8
cellular response to thyroid hormone stimulus	1	BRD8
mitochondrion	1	BRD8
histone acetyltransferase activity	1	KAT5
acetyltransferase activator activity	1	KAT5
acetyltransferase activity	1	KAT5
phosphatase activator activity	1	KAT5
histone acetyltransferase regulator activity	1	KAT5
protein serine/threonine kinase activator activity	1	KAT5
histone H2AK5 acetyltransferase activity	1	KAT5
peptide-lysine-N-acetyltransferase activity	1	KAT5
peptide 2-hydroxyisobutyryltransferase activity	1	KAT5
peptide crotonyltransferase activity	1	KAT5
peptide butyryltransferase activity	1	KAT5
transcription regulator activator activity	1	KAT5
establishment of mitotic spindle orientation	1	KAT5
nucleotide-excision repair	1	KAT5
apoptotic process	1	KAT5
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1	KAT5
response to ionizing radiation	1	KAT5
 autophagy	1	KAT5
 triglyceride biosynthetic process	1	KAT5
internal peptidyl-lysine acetylation	1	KAT5
peptidyl-lysine acetylation	1	KAT5
neural tube development	1	KAT5
neurogenesis	1	KAT5
negative regulation of interleukin-2 production	1	KAT5
cellular response to glucose starvation	1	KAT5
 circadian rhythm	1	KAT5
proteasome-mediated ubiquitin-dependent protein catabolic process	1	KAT5
innate immune response	1	KAT5
 regulatory T cell differentiation	1	KAT5
 myoblast differentiation	1	KAT5
 mitotic sister chromatid segregation	1	KAT5
cellular response to glucose stimulus	1	KAT5
cellular response to estradiol stimulus	1	KAT5
cellular senescence	1	KAT5
DNA repair-dependent chromatin remodeling	1	KAT5
 protein acetylation	1	KAT5
 hematopoietic stem cell differentiation	1	KAT5
 attachment of mitotic spindle microtubules to kinetochore	1	KAT5
lipid droplet disassembly	1	KAT5
negative regulation of double-strand break repair via homologous recombination	1	KAT5
chromatin	1	KAT5
nucleolus	1	KAT5
intracellular membrane-bounded organelle	1	KAT5
mitotic spindle pole	1	KAT5
histone H4K5 acetyltransferase activity	1	ING3
histone H4K8 acetyltransferase activity	1	ING3
histone H4K12 acetyltransferase activity	1	ING3
phosphatase inhibitor activity	1	ANP32E
protein folding chaperone	1	ANP32E
histone chaperone activity	1	ANP32E
protein folding	1	ANP32E
cytoplasmic vesicle	1	ANP32E
centrosome	1	ACTR8
actin binding	1	INO80
ATP-dependent activity, acting on DNA	1	INO80
alpha-tubulin binding	1	INO80
mitotic sister chromatid segregation	1	INO80
 nuclear cell cycle DNA replication	1	INO80
 cell growth	1	INO80
spindle assembly	1	INO80
UV-damage excision repair	1	INO80
cellular response to ionizing radiation	1	INO80
 G1/S transition of mitotic cell cycle	1	INO80
spindle	1	INO80
microtubule	1	INO80
nuclear body	1	INO80
TFIID-class transcription factor complex binding	1	RUVBL1
DNA helicase activity	1	RUVBL1
TBP-class protein binding	1	RUVBL1
ADP binding	1	RUVBL1
cadherin binding	1	RUVBL1
ATPase binding	1	RUVBL1
box C/D snoRNP assembly	1	RUVBL1
DNA duplex unwinding	1	RUVBL1
protein stabilization	1	RUVBL1
 canonical Wnt signaling pathway	1	RUVBL1
 telomerase RNA localization to Cajal body	1	RUVBL1
microtubule organizing center	1	RUVBL1
membrane	1	RUVBL1
extracellular exosome	1	RUVBL1
MLL1 complex	1	RUVBL1
R2TP complex	1	RUVBL1
protein folding chaperone complex	1	RUVBL1
dynein axonemal particle	1	RUVBL1
RPAP3/R2TP/prefoldin-like complex	1	RUVBL1
ribonucleoprotein complex	1	RUVBL1
four-way junction DNA binding	1	YY1
transcription cis-regulatory region binding	1	YY1
RNA polymerase II cis-regulatory region sequence-specific DNA binding	1	YY1
DNA-binding transcription factor activity, RNA polymerase II-specific	1	YY1
cis-regulatory region sequence-specific DNA binding	1	YY1
DNA-binding transcription repressor activity	1	YY1
DNA-binding transcription repressor activity, RNA polymerase II-specific	1	YY1
DNA-binding transcription activator activity, RNA polymerase II-specific	1	YY1
RNA binding	1	YY1
SMAD binding	1	YY1
sequence-specific double-stranded DNA binding	1	YY1
RNA localization	1	YY1
anterior/posterior pattern specification	1	YY1
response to UV-C	1	YY1
 gene expression	1	YY1
negative regulation of gene expression	1	YY1
B cell differentiation	1	YY1
negative regulation of interferon-beta production	1	YY1
response to prostaglandin F	1	YY1
camera-type eye morphogenesis	1	YY1
negative regulation of cell growth involved in cardiac muscle cell development	1	YY1
cellular response to interleukin-1	1	YY1
immunoglobulin heavy chain V-D-J recombination	1	YY1
negative regulation of miRNA transcription	1	YY1
chromatin silencing complex	1	YY1
PcG protein complex	1	YY1
nucleosome binding	1	ZNHIT1
heart process	1	ZNHIT1
intestinal stem cell homeostasis	1	ZNHIT1
muscle cell differentiation	1	ZNHIT1
calcium ion homeostasis	1	ZNHIT1
 transcription initiation by RNA polymerase II	1	ZNHIT1
 DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1	ZNHIT1
 lymphoid progenitor cell differentiation	1	ZNHIT1
chromatin-protein adaptor activity	1	EPC1
enzyme-substrate adaptor activity	1	EPC1
negative regulation of gene expression, epigenetic	1	EPC1
