Feature	Number of Genes	Genes
tRNA-intron endonuclease complex	1	TSEN54
mRNA processing	1	TSEN54
tRNA splicing, via endonucleolytic cleavage and ligation	1	TSEN54
tRNA-type intron splice site recognition and cleavage	1	TSEN54
Pontocerebellar hypoplasia 4	1	TSEN54
Pontocerebellar hypoplasia 2A	1	TSEN54
Pontocerebellar hypoplasia 5	1	TSEN54
Neurodegeneration	1	TSEN54
Pontocerebellar hypoplasia	1	TSEN54
ficolin-1-rich granule membrane	1	UBR4
specific granule membrane	1	UBR4
tertiary granule membrane	1	UBR4
calmodulin binding	1	UBR4
ubiquitin-protein transferase activity	1	UBR4
ubiquitin-dependent protein catabolic process	1	UBR4
Cul2-RING ubiquitin ligase complex	1	ZYG11B
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	1	ZYG11B
protein quality control for misfolded or incompletely synthesized proteins	1	ZYG11B
