Feature	Number of Genes	Genes
plasma membrane	11	CHMP1B, BLVRB, CPNE1, ENO2, ITGA2, NAE1, PAK2, PCDHGA9, RAB8A, SEPHS1, SLC15A1
mitochondrion	9	ACAT2, ADPRS, ARL2, CYRIB, DCPS, GCLC, NSUN2, SCP2, SLC25A30
DNA binding	7	EEF1D, KIN, NFYA, PPP1R8, SMCHD1, TSNAX, WDHD1
 transcription by RNA polymerase II	7	IRF2BP1, IRF2BP2, IRF2BPL, MRTFB, NFYA, VENTX, ZNF331
intracellular membrane-bounded organelle	6	VTA1, BLVRB, KIN, PTPN23, SCP2, TRIP10
magnesium ion binding	6	ADPRS, ENO2, FARSB, GCLC, PAPOLA, UBA2
perinuclear region of cytoplasm	6	ALOX5, FAF1, ITGA2, PAK2, TRIP10, TSNAX
nucleolus	6	ARL2, CAPG, CMPK1, NAA50, NSUN2, UBLCP1
DNA unwinding involved in DNA replication	5	GINS3, GINS1, GINS2, GINS4, RECQL
cellular_component	5	ADISSP, AIDA, KIAA1191, OGFR, SNRNP27
extracellular space	5	ADISSP, ALOX5, ENO2, IRF2BPL, NAXE
 inflammatory response	5	ALOX5, CELF1, ITGA2, PDCD4, TMSB4X
extracellular region	5	ALOX5, CYRIB, NAXE, NHLRC2, TMSB4X
protein ubiquitination	5	ARIH2, IRF2BPL, NAE1, UBE2Z, USP5
protein-containing complex binding	5	CAPG, ENO2, GCLC, ITGA2, TSNAX
cadherin binding	5	CAPG, EEF1D, MRTFB, PAK2, PTPN11
negative regulation of apoptotic process	5	GCLC, NAA38, PAK2, PDCD4, UBE2Z
protein homodimerization activity	5	PAPSS1, PEX7, PNPO, PTPA, SMCHD1
 DNA-directed DNA polymerase activity	4	GINS3, GINS1, GINS2, GINS4
 DNA primase activity	4	GINS3, GINS1, GINS2, GINS4
GINS complex	4	GINS3, GINS1, GINS2, GINS4
CMG complex	4	GINS3, GINS1, GINS2, GINS4
Golgi apparatus	4	FAM114A1, ARL2, TRIP10, TSNAX
protein domain specific binding	4	CHMP1B, AIDA, CAPG, FAF1
DNA repair	4	ADPRS, KIN, RECQL, WDHD1
calcium ion binding	4	ANXA11, CPNE1, PCDHGA9, PEF1
ubiquitin-dependent protein catabolic process	4	ARIH2, NAE1, UBE2Z, USP5
cilium	4	ARL2, CYRIB, NAXE, RAB8A
mRNA processing	4	CELF1, KIN, MBNL1, PPP1R8
phosphorylation	4	CMPK1, PAK2, PAPSS1, SEPHS1
endoplasmic reticulum	4	EEF1D, FAF1, PEF1, SCP2
protein kinase binding	4	FAF1, PAK2, PTPN11, PTPN23
apoptotic process	4	FAF1, PAK2, PDCD4, UBE2Z
 apoptotic process	4	FAF1, NAE1, PTPA, UBE2Z
protein dephosphorylation	4	ILKAP, PTPN11, PTPN23, UBLCP1
protein-containing complex	4	KIN, NAE1, PTPN11, SCP2
molecular adaptor activity	4	PTPN11, SGTA, SGTB, UBE2Z
protein transport	3	CHMP1B, VTA1, SLC15A1
cell division	3	CHMP1B, MCMBP, NSUN2
kinetochore	3	CHMP1B, KANSL1, NUDCD2
nuclear pore	3	CHMP1B, DDX19B, RANBP3
midbody	3	CHMP1B, ANXA11, RAB8A
 DNA-templated transcription	3	KANSL1, NFYA, ZNF331
fatty acid beta-oxidation	3	ACAT2, PEX7, SCP2
glucose homeostasis	3	ADISSP, ALOX5, PTPN11
 NIK/NF-kappaB signaling	3	ADISSP, PDCD4, TMSB4X
mitochondrial matrix	3	ADPRS, ARL2, NAXE
nuclear envelope	3	ALOX5, ANXA11, FAF1
nuclear membrane	3	ALOX5, CPNE1, SEPHS1
zinc ion binding	3	ARIH2, USP5, ZNF331
ubiquitin protein ligase activity	3	ARIH2, IRF2BP1, IRF2BPL
 proteasomal ubiquitin-dependent protein catabolic process	3	ARIH2, GCLC, USP5
GTP binding	3	ARL2, RAB8A, SEPHS1
 RNA splicing	3	CELF1, MBNL1, RBM12
cytoplasmic stress granule	3	CELF1, DDX19B, MBNL1
small GTPase binding	3	CYRIB, PAK2, RAB8A
platelet alpha granule lumen	3	CYRIB, NHLRC2, TMSB4X
ATP hydrolysis activity	3	DDX19B, RECQL, SMCHD1
enzyme binding	3	ENO2, PEX7, TMSB4X
response to xenobiotic stimulus	3	ENO2, GCLC, ITGA2
ubiquitin binding	3	FAF1, NSFL1C, USP5
negative regulation of DNA-templated transcription	3	GCLC, PDCD4, VGLL4
carbohydrate metabolic process	3	GNPDA1, GNPDA2, PGLS
negative regulation of transcription by RNA polymerase II	3	IRF2BP1, IRF2BP2, IRF2BPL
nervous system development	3	IRF2BPL, MBNL1, PCDHGA9
biological_process	3	KIAA1191, SLC25A30, SNRNP27
protein tyrosine phosphatase activity	3	MDP1, PTPN11, PTPN23
protein heterodimerization activity	3	NAE1, PEF1, UBA2
signal transduction	3	NAE1, PAK2, TRIP10
RNA polymerase II cis-regulatory region sequence-specific DNA binding	3	NFYA, VENTX, ZNF331
DNA-binding transcription factor activity, RNA polymerase II-specific	3	NFYA, VENTX, ZNF331
chromatin remodeling	2	NTMT1, NAA50
autophagy	2	CHMP1B, RAB8A
nuclear membrane reassembly	2	CHMP1B, NSFL1C
multivesicular body assembly	2	CHMP1B, VTA1
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	2	CHMP1B, PTPN23
establishment of protein localization	2	CHMP1B, ITGA2
multivesicular body sorting pathway	2	CHMP1B, VTA1
ESCRT III complex disassembly	2	CHMP1B, VTA1
multivesicular body	2	CHMP1B, VTA1
endosome membrane	2	CHMP1B, VTA1
 fat cell differentiation	2	AAMDC, ALOX5
lipid metabolic process	2	ACAT2, CPNE1
nuclear body	2	ADPRS, PTPN23
negative regulation of JUN kinase activity	2	AIDA, PDCD4
negative regulation of angiogenesis	2	ALOX5, NAXE
nuclear matrix	2	ALOX5, KIN
calcium-dependent phospholipid binding	2	ANXA11, CPNE1
calcium-dependent protein binding	2	ANXA11, PEF1
response to calcium ion	2	ANXA11, PEF1
spindle	2	ANXA11, NSUN2
melanosome	2	ANXA11, CAPG
phagocytic vesicle	2	ANXA11, RAB8A
ubiquitin-protein transferase activity	2	ARIH2, UBE2M
protein polyubiquitination	2	ARIH2, IRF2BP1
GTPase activity	2	ARL2, RAB8A
GDP binding	2	ARL2, RAB8A
protein folding	2	ARL2, NUDCD2
bicellular tight junction assembly	2	ARL2, PAK2
centrosome	2	ARL2, RAB8A
focal adhesion	2	ARL2, ITGA2
microtubule cytoskeleton	2	ARL2, NUDCD2
centriole	2	CAPG, RAB8A
mitotic spindle	2	CAPG, NUDCD2
mRNA binding	2	CELF1, PPP1R8
negative regulation of gene expression	2	CELF1, CPNE1
ribonucleoprotein complex	2	CELF1, RBM12
NF-kappaB binding	2	CPNE1, FAF1
 I-kappaB kinase/NF-kappaB signaling	2	CPNE1, EEF1D
negative regulation of NIK/NF-kappaB signaling	2	CPNE1, TMSB4X
 cell migration	2	CYRIB, TMSB4X
 mitotic cell cycle	2	EIF4EBP1, PTPN11
multicellular organismal reproductive process	2	ENO2, PTPN11
cell cortex	2	ENO2, TRIP10
cell surface	2	ENO2, ITGA2
ubiquitin protein ligase binding	2	FAF1, NAE1
cytoplasmic sequestering of NF-kappaB	2	FAF1, TMSB4X
 cell adhesion	2	FAF1, ITGA2
ubiquitin-dependent ERAD pathway	2	FAF1, SGTA
 protein-containing complex assembly	2	FAF1, PTPN11
 protein catabolic process	2	FAF1, VGLL4
proteasome-mediated ubiquitin-dependent protein catabolic process	2	FAF1, NSFL1C
cellular response to insulin stimulus	2	GCLC, RAB8A
cellular response to mechanical stimulus	2	GCLC, ITGA2
inner cell mass cell proliferation	2	GINS1, GINS4
double-strand break repair via break-induced replication	2	GINS2, GINS4
glucosamine-6-phosphate deaminase activity	2	GNPDA1, GNPDA2
isomerase activity	2	GNPDA1, GNPDA2
glucosamine catabolic process	2	GNPDA1, GNPDA2
N-acetylglucosamine catabolic process	2	GNPDA1, GNPDA2
UDP-N-acetylglucosamine biosynthetic process	2	GNPDA1, GNPDA2
N-acetylneuraminate catabolic process	2	GNPDA1, GNPDA2
myosin phosphatase activity	2	ILKAP, UBLCP1
transcription corepressor activity	2	IRF2BP1, IRF2BP2
cell adhesion	2	ITGA2, PCDHGA9
integrin-mediated signaling pathway	2	ITGA2, PTPN11
cell population proliferation	2	ITGA2, PPP1R8
molecular_function	2	KIAA1191, SLC25A30
DNA damage response	2	KIN, NAE1
in utero embryonic development	2	MBNL1, NSUN2
RNA splicing	2	MBNL1, PPP1R8
chromatin binding	2	MCMBP, WDHD1
DNA-templated DNA replication	2	MCMBP, WDHD1
 neuron apoptotic process	2	NAE1, UBE2M
protein neddylation	2	NAE1, UBE2M
chromatin	2	NFYA, VENTX
lipid binding	2	NSFL1C, TRIP10
Golgi organization	2	NSFL1C, RAB8A
chromosome	2	NSFL1C, RECQL
microtubule organizing center	2	NSFL1C, NUDCD2
 peptidyl-tyrosine phosphorylation	2	PAK2, PTPN11
postsynaptic density	2	PAK2, RAB8A
glutamatergic synapse	2	PAK2, RAB8A
peroxisome	2	PEX7, SCP2
peroxisomal matrix	2	PEX7, SCP2
neuronal cell body	2	PMM2, RAB8A
negative regulation of protein dephosphorylation	2	PPP1R8, PTPA
phosphoprotein phosphatase activity	2	PTPA, PTPN11
signaling receptor binding	2	PTPA, SCP2
protein tyrosine kinase binding	2	PTPN11, RAB8A
axonogenesis	2	PTPN11, RAB8A
cilium assembly	2	PTPN23, RAB8A
endosome	2	PTPN23, RAB8A
ciliary basal body	2	PTPN23, RAB8A
protein modification process	2	SEPHS1, UBE2M
post-translational protein targeting to endoplasmic reticulum membrane	2	SGTA, SGTB
TRC complex	2	SGTA, SGTB
cytoskeleton	2	TMSB4X, TRIP10
lysosome	2	TRIP10, USP5
sequence-specific DNA binding	2	TSNAX, VENTX
mitotic DNA replication initiation	1	GINS3
protein methyltransferase activity	1	NTMT1
histone methyltransferase activity	1	NTMT1
N-terminal protein N-methyltransferase activity	1	NTMT1
spindle organization	1	NTMT1
chromosome segregation	1	NTMT1
N-terminal peptidyl-alanine methylation	1	NTMT1
N-terminal peptidyl-alanine trimethylation	1	NTMT1
N-terminal peptidyl-glycine methylation	1	NTMT1
N-terminal peptidyl-proline dimethylation	1	NTMT1
N-terminal peptidyl-proline methylation	1	NTMT1
N-terminal peptidyl-serine methylation	1	NTMT1
N-terminal peptidyl-serine dimethylation	1	NTMT1
N-terminal peptidyl-serine trimethylation	1	NTMT1
MIT domain binding	1	CHMP1B
plasma membrane repair	1	CHMP1B
nucleus organization	1	CHMP1B
mitotic metaphase plate congression	1	CHMP1B
 centrosome duplication	1	CHMP1B
endosome transport via multivesicular body sorting pathway	1	CHMP1B
viral budding via host ESCRT complex	1	CHMP1B
late endosome to vacuole transport	1	CHMP1B
viral budding from plasma membrane	1	CHMP1B
vesicle fusion with vacuole	1	CHMP1B
negative regulation of cell death	1	CHMP1B
multivesicular body-lysosome fusion	1	CHMP1B
midbody abscission	1	CHMP1B
membrane fission	1	CHMP1B
autophagosome maturation	1	CHMP1B
 mitotic spindle assembly	1	CHMP1B
late endosome to lysosome transport	1	CHMP1B
autophagosome membrane	1	CHMP1B
ESCRT III complex	1	CHMP1B
lysosomal membrane	1	CHMP1B
kinetochore microtubule	1	CHMP1B
membrane coat	1	CHMP1B
multivesicular body membrane	1	CHMP1B
amphisome membrane	1	CHMP1B
macroautophagy	1	VTA1
late endosome to vacuole transport via multivesicular body sorting pathway	1	VTA1
histone acetyltransferase binding	1	KANSL1
chromatin organization	1	KANSL1
histone H4-K5 acetylation	1	KANSL1
histone H4-K8 acetylation	1	KANSL1
histone H4-K16 acetylation	1	KANSL1
 histone H3-K4 methylation	1	KANSL1
 dosage compensation by inactivation of X chromosome	1	KANSL1
histone acetyltransferase complex	1	KANSL1
NSL complex	1	KANSL1
MLL1 complex	1	KANSL1
acetyl-CoA C-acetyltransferase activity	1	ACAT2
protein phosphatase 1 binding	1	ADISSP
 protein kinase A signaling	1	ADISSP
 transforming growth factor beta receptor signaling pathway	1	ADISSP
adaptive thermogenesis	1	ADISSP
hydrolase activity, hydrolyzing O-glycosyl compounds	1	ADPRS
poly(ADP-ribose) glycohydrolase activity	1	ADPRS
O-acetyl-ADP-ribose deacetylase activity	1	ADPRS
ADP-ribosylserine hydrolase activity	1	ADPRS
base-excision repair, gap-filling	1	ADPRS
negative regulation of necroptotic process	1	ADPRS
cellular response to superoxide	1	ADPRS
peptidyl-serine ADP-deribosylation	1	ADPRS
site of DNA damage	1	ADPRS
phosphatidylinositol binding	1	AIDA
dorsal/ventral pattern formation	1	AIDA
negative regulation of protein-containing complex assembly	1	AIDA
negative regulation of JNK cascade	1	AIDA
determination of ventral identity	1	AIDA
arachidonate 5-lipoxygenase activity	1	ALOX5
arachidonate 12(S)-lipoxygenase activity	1	ALOX5
iron ion binding	1	ALOX5
hydrolase activity	1	ALOX5
arachidonate 8(S)-lipoxygenase activity	1	ALOX5
negative regulation of endothelial cell proliferation	1	ALOX5
leukocyte chemotaxis involved in inflammatory response	1	ALOX5
leukocyte migration involved in inflammatory response	1	ALOX5
leukotriene production involved in inflammatory response	1	ALOX5
leukotriene metabolic process	1	ALOX5
humoral immune response	1	ALOX5
leukotriene biosynthetic process	1	ALOX5
lipoxygenase pathway	1	ALOX5
 bone mineralization	1	ALOX5
lipid oxidation	1	ALOX5
dendritic cell migration	1	ALOX5
long-chain fatty acid biosynthetic process	1	ALOX5
linoleic acid metabolic process	1	ALOX5
negative regulation of inflammatory response	1	ALOX5
 insulin secretion	1	ALOX5
negative regulation of vascular wound healing	1	ALOX5
negative regulation of wound healing	1	ALOX5
 inflammatory response to wounding	1	ALOX5
 cytokine production involved in inflammatory response	1	ALOX5
 cellular response to oxidative stress	1	ALOX5
leukotriene A4 biosynthetic process	1	ALOX5
 reactive oxygen species biosynthetic process	1	ALOX5
negative regulation of response to endoplasmic reticulum stress	1	ALOX5
negative regulation of sprouting angiogenesis	1	ALOX5
 leukocyte adhesion to arterial endothelial cell	1	ALOX5
lipoxin biosynthetic process	1	ALOX5
nuclear envelope lumen	1	ALOX5
secretory granule lumen	1	ALOX5
ficolin-1-rich granule lumen	1	ALOX5
phosphatidylethanolamine binding	1	ANXA11
MHC class II protein complex binding	1	ANXA11
S100 protein binding	1	ANXA11
phagocytosis	1	ANXA11
cytokinetic process	1	ANXA11
specific granule	1	ANXA11
azurophil granule	1	ANXA11
collagen-containing extracellular matrix	1	ANXA11
ubiquitin conjugating enzyme binding	1	ARIH2
developmental cell growth	1	ARIH2
protein K63-linked ubiquitination	1	ARIH2
protein K48-linked ubiquitination	1	ARIH2
hematopoietic stem cell proliferation	1	ARIH2
 protein targeting to mitochondrion	1	ARIH2
ubiquitin ligase complex	1	ARIH2
 glycolytic process	1	ARL2
centrosome cycle	1	ARL2
 cell-substrate adhesion	1	ARL2
 microtubule polymerization	1	ARL2
negative regulation of GTPase activity	1	ARL2
maintenance of protein location in nucleus	1	ARL2
 aerobic respiration	1	ARL2
mitochondrial intermembrane space	1	ARL2
lateral plasma membrane	1	ARL2
biliverdin reductase (NAD(P)+) activity	1	BLVRB
riboflavin reductase (NADPH) activity	1	BLVRB
biliberdin reductase NAD+ activity	1	BLVRB
biliverdin reductase (NADP+) activity	1	BLVRB
heme catabolic process	1	BLVRB
phosphatidylinositol-4,5-bisphosphate binding	1	CAPG
actin filament binding	1	CAPG
central nervous system development	1	CAPG
actin polymerization or depolymerization	1	CAPG
extracellular matrix disassembly	1	CAPG
cell projection assembly	1	CAPG
actin filament severing	1	CAPG
barbed-end actin filament capping	1	CAPG
protein-containing complex assembly	1	CAPG
 podosome assembly	1	CAPG
ruffle	1	CAPG
F-actin capping protein complex	1	CAPG
actin cytoskeleton	1	CAPG
lamellipodium	1	CAPG
Flemming body	1	CAPG
mRNA regulatory element binding translation repressor activity	1	CELF1
mRNA 3'-UTR binding	1	CELF1
pre-mRNA binding	1	CELF1
BRE binding	1	CELF1
 alternative mRNA splicing, via spliceosome	1	CELF1
mRNA splice site recognition	1	CELF1
germ cell development	1	CELF1
negative regulation of cell population proliferation	1	CELF1
embryo development ending in birth or egg hatching	1	CELF1
 gene expression	1	CELF1
post-transcriptional gene silencing	1	CELF1
ncRNA-mediated post-transcriptional gene silencing	1	CELF1
mRNA destabilization	1	CELF1
perinucleolar compartment	1	CELF1
cytidylate kinase activity	1	CMPK1
nucleoside diphosphate kinase activity	1	CMPK1
uridine kinase activity	1	CMPK1
UMP kinase activity	1	CMPK1
CMP kinase activity	1	CMPK1
dCMP kinase activity	1	CMPK1
nucleoside monophosphate kinase activity	1	CMPK1
'de novo' pyrimidine nucleobase biosynthetic process	1	CMPK1
UMP biosynthetic process	1	CMPK1
UDP biosynthetic process	1	CMPK1
pyrimidine ribonucleotide biosynthetic process	1	CMPK1
nucleobase-containing small molecule interconversion	1	CMPK1
CDP biosynthetic process	1	CMPK1
nucleoside monophosphate phosphorylation	1	CMPK1
nuclear-transcribed mRNA poly(A) tail shortening	1	CNOT10
mRNA catabolic process	1	CNOT10
negative regulation of translation	1	CNOT10
RNA-mediated gene silencing	1	CNOT10
CCR4-NOT complex	1	CNOT10
phosphatidylserine binding	1	CPNE1
endopeptidase activity	1	CPNE1
proteolysis	1	CPNE1
vesicle-mediated transport	1	CPNE1
negative regulation of DNA binding	1	CPNE1
 neuron differentiation	1	CPNE1
 protein kinase B signaling	1	CPNE1
cellular response to calcium ion	1	CPNE1
 tumor necrosis factor-mediated signaling pathway	1	CPNE1
neuron projection extension	1	CPNE1
azurophil granule membrane	1	CPNE1
MHC class Ib protein binding, via antigen binding groove	1	CYRIB
 T cell mediated cytotoxicity	1	CYRIB
negative regulation of actin filament polymerization	1	CYRIB
 type II interferon production	1	CYRIB
 T cell activation	1	CYRIB
 chemotaxis	1	CYRIB
negative regulation of small GTPase mediated signal transduction	1	CYRIB
cellular response to molecule of bacterial origin	1	CYRIB
 mitochondrial fission	1	CYRIB
 establishment of cell polarity	1	CYRIB
 memory T cell activation	1	CYRIB
RNA 7-methylguanosine cap binding	1	DCPS
RNA exonuclease activity	1	DCPS
5'-(N(7)-methyl 5'-triphosphoguanosine)-[mRNA] diphosphatase activity	1	DCPS
nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	1	DCPS
deadenylation-dependent decapping of nuclear-transcribed mRNA	1	DCPS
exonucleolytic catabolism of deadenylated mRNA	1	DCPS
mRNA cis splicing, via spliceosome	1	DCPS
RNA phosphodiester bond hydrolysis, exonucleolytic	1	DCPS
methylguanosine-cap decapping	1	DCPS
P-body	1	DCPS
RNA helicase activity	1	DDX19B
helicase activity	1	DDX19B
mRNA export from nucleus	1	DDX19B
poly(A)+ mRNA export from nucleus	1	DDX19B
translation elongation factor activity	1	EEF1D
guanyl-nucleotide exchange factor activity	1	EEF1D
translation factor activity, RNA binding	1	EEF1D
translational elongation	1	EEF1D
cellular response to ionizing radiation	1	EEF1D
fibrillar center	1	EEF1D
eukaryotic translation elongation factor 1 complex	1	EEF1D
eukaryotic initiation factor 4E binding	1	EIF4EBP1
translation repressor activity	1	EIF4EBP1
G1/S transition of mitotic cell cycle	1	EIF4EBP1
TOR signaling	1	EIF4EBP1
negative regulation of translational initiation	1	EIF4EBP1
phosphopyruvate hydratase activity	1	ENO2
gluconeogenesis	1	ENO2
glycolytic process	1	ENO2
response to estradiol	1	ENO2
canonical glycolysis	1	ENO2
negative regulation of neuron death	1	ENO2
phosphopyruvate hydratase complex	1	ENO2
photoreceptor inner segment	1	ENO2
growth cone	1	ENO2
perikaryon	1	ENO2
membrane raft	1	ENO2
synaptic membrane	1	ENO2
protein kinase regulator activity	1	FAF1
heat shock protein binding	1	FAF1
 cell death	1	FAF1
 DNA replication	1	FAF1
 extrinsic apoptotic signaling pathway via death domain receptors	1	FAF1
CD95 death-inducing signaling complex	1	FAF1
VCP-NPL4-UFD1 AAA ATPase complex	1	FAF1
ooplasm	1	FAF1
phenylalanine-tRNA ligase activity	1	FARSB
translation	1	FARSB
phenylalanyl-tRNA aminoacylation	1	FARSB
protein heterotetramerization	1	FARSB
phenylalanine-tRNA ligase complex	1	FARSB
glutamate-cysteine ligase activity	1	GCLC
glutamate binding	1	GCLC
ADP binding	1	GCLC
cysteine metabolic process	1	GCLC
glutamate metabolic process	1	GCLC
glutathione biosynthetic process	1	GCLC
response to oxidative stress	1	GCLC
response to nutrient	1	GCLC
response to heat	1	GCLC
response to hormone	1	GCLC
response to activity	1	GCLC
L-ascorbic acid metabolic process	1	GCLC
negative regulation of protein ubiquitination	1	GCLC
cellular response to hepatocyte growth factor stimulus	1	GCLC
negative regulation of neuron apoptotic process	1	GCLC
cellular response to fibroblast growth factor stimulus	1	GCLC
response to human chorionic gonadotropin	1	GCLC
cell redox homeostasis	1	GCLC
response to arsenic-containing substance	1	GCLC
response to cadmium ion	1	GCLC
response to nitrosative stress	1	GCLC
 mitochondrial depolarization	1	GCLC
response to interleukin-1	1	GCLC
cellular response to glucose stimulus	1	GCLC
cellular response to follicle-stimulating hormone stimulus	1	GCLC
cellular response to thyroxine stimulus	1	GCLC
blood vessel diameter maintenance	1	GCLC
negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1	GCLC
negative regulation of hepatic stellate cell activation	1	GCLC
negative regulation of extrinsic apoptotic signaling pathway	1	GCLC
glutamate-cysteine ligase complex	1	GCLC
DNA strand elongation involved in mitotic DNA replication	1	GINS1
generation of precursor metabolites and energy	1	GNPDA1
single fertilization	1	GNPDA1
immature B cell differentiation	1	IRF2BP2
development of secondary female sexual characteristics	1	IRF2BPL
amyloid-beta binding	1	ITGA2
virus receptor activity	1	ITGA2
integrin binding	1	ITGA2
collagen binding	1	ITGA2
collagen receptor activity	1	ITGA2
laminin binding	1	ITGA2
heparan sulfate proteoglycan binding	1	ITGA2
collagen binding involved in cell-matrix adhesion	1	ITGA2
response to hypoxia	1	ITGA2
 leukocyte migration	1	ITGA2
substrate-dependent cell migration	1	ITGA2
hypotonic response	1	ITGA2
cell-matrix adhesion	1	ITGA2
female pregnancy	1	ITGA2
blood coagulation	1	ITGA2
animal organ morphogenesis	1	ITGA2
 epithelial cell migration	1	ITGA2
 alkaline phosphatase activity	1	ITGA2
response to amine	1	ITGA2
response to muscle activity	1	ITGA2
 smooth muscle cell migration	1	ITGA2
mammary gland development	1	ITGA2
 cell projection organization	1	ITGA2
cell-substrate adhesion	1	ITGA2
 collagen biosynthetic process	1	ITGA2
 collagen binding	1	ITGA2
response to L-ascorbic acid	1	ITGA2
cell adhesion mediated by integrin	1	ITGA2
collagen-activated signaling pathway	1	ITGA2
 DNA binding	1	ITGA2
skin morphogenesis	1	ITGA2
 translation	1	ITGA2
 smooth muscle contraction	1	ITGA2
viral entry into host cell	1	ITGA2
focal adhesion assembly	1	ITGA2
mesodermal cell differentiation	1	ITGA2
