Feature	Number of Genes	Genes
positive regulation of collagen biosynthetic process	1	PDGFRB
positive regulation of DNA biosynthetic process	1	PDGFRB
positive regulation of ERK1 and ERK2 cascade	1	PDGFRB
positive regulation of fibroblast proliferation	1	PDGFRB
positive regulation of hepatic stellate cell activation	1	PDGFRB
positive regulation of kinase activity	1	PDGFRB
positive regulation of MAP kinase activity	1	PDGFRB
positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway	1	PDGFRB
positive regulation of mitotic nuclear division	1	PDGFRB
positive regulation of phosphatidylinositol 3-kinase activity	1	PDGFRB
positive regulation of phosphatidylinositol 3-kinase signaling	1	PDGFRB
positive regulation of phospholipase C activity	1	PDGFRB
positive regulation of phosphoprotein phosphatase activity	1	PDGFRB
positive regulation of reactive oxygen species metabolic process	1	PDGFRB
positive regulation of Rho protein signal transduction	1	PDGFRB
positive regulation of smooth muscle cell migration	1	PDGFRB
regulation of actin cytoskeleton organization	1	PDGFRB
response to estradiol	1	PDGFRB
response to estrogen	1	PDGFRB
response to fluid shear stress	1	PDGFRB
response to hydrogen peroxide	1	PDGFRB
response to hyperoxia	1	PDGFRB
response to retinoic acid	1	PDGFRB
response to toxic substance	1	PDGFRB
retina vasculature development in camera-type eye	1	PDGFRB
smooth muscle cell chemotaxis	1	PDGFRB
transmembrane receptor protein tyrosine kinase signaling pathway	1	PDGFRB
wound healing	1	PDGFRB
lysosome	1	PDGFRB
lysosome lumen	1	PDGFRB
Myeloproliferative disorder chronic with eosinophilia	1	PDGFRB
Leukemia	1	PDGFRB
Basal ganglia calcification	1	PDGFRB
Myofibromatosis	1	PDGFRB
Kosaki overgrowth syndrome	1	PDGFRB
Premature aging syndrome	1	PDGFRB
intercalated disc	1	PIK3CA
lamellipodium	1	PIK3CA
phosphatidylinositol 3-kinase complex, class IB	1	PIK3CA
protein serine kinase activity	1	PIK3CA
actin cytoskeleton organization	1	PIK3CA
adipose tissue development	1	PIK3CA
anoikis	1	PIK3CA
cardiac muscle cell contraction	1	PIK3CA
cardiac muscle contraction	1	PIK3CA
cellular response to glucose stimulus	1	PIK3CA
cellular response to hydrostatic pressure	1	PIK3CA
endothelial cell migration	1	PIK3CA
energy homeostasis	1	PIK3CA
epidermal growth factor receptor signaling pathway	1	PIK3CA
glucose metabolic process	1	PIK3CA
hypomethylation of CpG island	1	PIK3CA
insulin receptor signaling pathway via phosphatidylinositol 3-kinase	1	PIK3CA
liver development	1	PIK3CA
negative regulation of actin filament depolymerization	1	PIK3CA
negative regulation of anoikis	1	PIK3CA
negative regulation of fibroblast apoptotic process	1	PIK3CA
negative regulation of macroautophagy	1	PIK3CA
negative regulation of neuron apoptotic process	1	PIK3CA
phagocytosis	1	PIK3CA
platelet activation	1	PIK3CA
positive regulation of peptidyl-serine phosphorylation	1	PIK3CA
positive regulation of TOR signaling	1	PIK3CA
protein kinase B signaling	1	PIK3CA
regulation of actin filament organization	1	PIK3CA
regulation of cellular respiration	1	PIK3CA
regulation of genetic imprinting	1	PIK3CA
regulation of multicellular organism growth	1	PIK3CA
relaxation of cardiac muscle	1	PIK3CA
response to activity	1	PIK3CA
response to butyrate	1	PIK3CA
response to dexamethasone	1	PIK3CA
response to leucine	1	PIK3CA
response to muscle inactivity	1	PIK3CA
response to muscle stretch	1	PIK3CA
T cell costimulation	1	PIK3CA
vascular endothelial growth factor signaling pathway	1	PIK3CA
vasculature development	1	PIK3CA
Colorectal cancer	1	PIK3CA
Breast cancer	1	PIK3CA
Ovarian cancer	1	PIK3CA
Hepatocellular carcinoma	1	PIK3CA
Keratosis	1	PIK3CA
Megalencephaly-capillary malformation-polymicrogyria syndrome	1	PIK3CA
Congenital lipomatous overgrowth	1	PIK3CA
Cowden syndrome 5	1	PIK3CA
CLAPO syndrome	1	PIK3CA
Macrodactyly	1	PIK3CA
Cerebral cavernous malformations 4	1	PIK3CA
adaptive immune response	1	PIK3CD
B cell activation	1	PIK3CD
B cell chemotaxis	1	PIK3CD
B cell receptor signaling pathway	1	PIK3CD
inflammatory response	1	PIK3CD
innate immune response	1	PIK3CD
mast cell chemotaxis	1	PIK3CD
mast cell degranulation	1	PIK3CD
mast cell differentiation	1	PIK3CD
natural killer cell activation	1	PIK3CD
natural killer cell chemotaxis	1	PIK3CD
natural killer cell differentiation	1	PIK3CD
neutrophil chemotaxis	1	PIK3CD
neutrophil extravasation	1	PIK3CD
positive regulation of angiogenesis	1	PIK3CD
positive regulation of cell migration by vascular endothelial growth factor signaling pathway	1	PIK3CD
positive regulation of cytokine production	1	PIK3CD
positive regulation of endothelial cell migration	1	PIK3CD
positive regulation of endothelial cell proliferation	1	PIK3CD
positive regulation of epithelial tube formation	1	PIK3CD
positive regulation of neutrophil apoptotic process	1	PIK3CD
respiratory burst involved in defense response	1	PIK3CD
T cell activation	1	PIK3CD
T cell chemotaxis	1	PIK3CD
Immunodeficiency 14A	1	PIK3CD
Immunodeficiency 14B	1	PIK3CD
Roifman-Chitayat syndrome	1	PIK3CD
cell-cell junction	1	PIK3R1
cis-Golgi network	1	PIK3R1
perinuclear endoplasmic reticulum membrane	1	PIK3R1
1-phosphatidylinositol-3-kinase regulator activity	1	PIK3R1
ErbB-3 class receptor binding	1	PIK3R1
insulin binding	1	PIK3R1
insulin receptor binding	1	PIK3R1
insulin-like growth factor receptor binding	1	PIK3R1
neurotrophin TRKA receptor binding	1	PIK3R1
phosphatidylinositol 3-kinase regulator activity	1	PIK3R1
phosphatidylinositol 3-kinase regulatory subunit binding	1	PIK3R1
phosphotyrosine residue binding	1	PIK3R1
protein heterodimerization activity	1	PIK3R1
protein phosphatase binding	1	PIK3R1
transmembrane receptor protein tyrosine kinase adaptor activity	1	PIK3R1
cellular glucose homeostasis	1	PIK3R1
cellular response to insulin stimulus	1	PIK3R1
cellular response to UV	1	PIK3R1
extrinsic apoptotic signaling pathway via death domain receptors	1	PIK3R1
growth hormone receptor signaling pathway	1	PIK3R1
insulin receptor signaling pathway	1	PIK3R1
intrinsic apoptotic signaling pathway in response to DNA damage	1	PIK3R1
myeloid leukocyte migration	1	PIK3R1
negative regulation of cell-matrix adhesion	1	PIK3R1
negative regulation of osteoclast differentiation	1	PIK3R1
negative regulation of stress fiber assembly	1	PIK3R1
osteoclast differentiation	1	PIK3R1
positive regulation of endoplasmic reticulum unfolded protein response	1	PIK3R1
positive regulation of filopodium assembly	1	PIK3R1
positive regulation of focal adhesion disassembly	1	PIK3R1
positive regulation of glucose import	1	PIK3R1
positive regulation of leukocyte migration	1	PIK3R1
positive regulation of protein import into nucleus	1	PIK3R1
positive regulation of protein localization to plasma membrane	1	PIK3R1
positive regulation of RNA splicing	1	PIK3R1
protein import into nucleus	1	PIK3R1
protein stabilization	1	PIK3R1
regulation of insulin receptor signaling pathway	1	PIK3R1
regulation of phosphatidylinositol 3-kinase activity	1	PIK3R1
response to endoplasmic reticulum stress	1	PIK3R1
substrate adhesion-dependent cell spreading	1	PIK3R1
transcription by RNA polymerase II	1	PIK3R1
Agammaglobulinemia 7	1	PIK3R1
SHORT syndrome	1	PIK3R1
Immunodeficiency 36	1	PIK3R1
Dwarfism	1	PIK3R1
cellular response to xenobiotic stimulus	1	RNF149
negative regulation of MAPK cascade	1	RNF149
regulation of protein stability	1	RNF149
cell death	1	SUSD6
cellular response to DNA damage stimulus	1	SUSD6
Tumor suppressor	1	SUSD6
endoplasmic reticulum	1	ZDHHC9
endoplasmic reticulum membrane	1	ZDHHC9
Golgi membrane	1	ZDHHC9
palmitoyltransferase complex	1	ZDHHC9
palmitoyltransferase activity	1	ZDHHC9
protein-cysteine S-palmitoyltransferase activity	1	ZDHHC9
Ras palmitoyltransferase activity	1	ZDHHC9
MAPK cascade	1	ZDHHC9
peptidyl-L-cysteine S-palmitoylation	1	ZDHHC9
positive regulation by host of viral process	1	ZDHHC9
protein palmitoylation	1	ZDHHC9
protein targeting to membrane	1	ZDHHC9
golgi apparatus membrane	1	ZDHHC9
golgi apparatus	1	ZDHHC9
Intellectual developmental disorder	1	ZDHHC9
Intellectual disability	1	ZDHHC9
