Feature	Number of Genes	Genes
ubiquitin protein ligase binding	1	POLR2A
promoter-specific chromatin binding	1	POLR2A
RNA-templated transcription	1	POLR2A
DNA-templated transcription termination	1	POLR2A
 RNA splicing	1	POLR2A
ribonucleoside binding	1	POLR2B
chromosome, telomeric region	1	POLR2B
nucleotide binding	1	POLR2D
recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex	1	POLR2D
nuclear speck	1	POLR2D
single-stranded RNA binding	1	POLR2G
nuclear-transcribed mRNA catabolic process, exonucleolytic	1	POLR2G
 translational initiation	1	POLR2G
 nuclear-transcribed mRNA poly(A) tail shortening	1	POLR2G
P-body	1	POLR2G
protein-DNA complex	1	POLR2H
maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II	1	POLR2I
transcription-coupled nucleotide-excision repair	1	POLR2I
 transcription by RNA polymerase I	1	POLR2L
tRNA transcription by RNA polymerase III	1	POLR2L
DNA-templated transcription	1	POLR3A
double-stranded DNA binding	1	POLR3F
cell population proliferation	1	POLR3G
nuclear body	1	POLR3G
nucleobase-containing compound metabolic process	1	POLR3H
transcription initiation at RNA polymerase III promoter	1	POLR3H
termination of RNA polymerase III transcription	1	POLR3K
tRNA 3'-trailer cleavage	1	POLR3K
DNA helicase activity	1	RECQL5
helicase activity	1	RECQL5
ATP binding	1	RECQL5
enzyme activator activity	1	RECQL5
four-way junction helicase activity	1	RECQL5
ATP hydrolysis activity	1	RECQL5
3'-5' DNA helicase activity	1	RECQL5
molecular function inhibitor activity	1	RECQL5
mitotic cell cycle	1	RECQL5
double-strand break repair via homologous recombination	1	RECQL5
DNA metabolic process	1	RECQL5
DNA replication	1	RECQL5
DNA unwinding involved in DNA replication	1	RECQL5
DNA repair	1	RECQL5
negative regulation of transcription elongation by RNA polymerase II	1	RECQL5
chromosome separation	1	RECQL5
cellular response to xenobiotic stimulus	1	RECQL5
cellular response to camptothecin	1	RECQL5
cellular response to ketone	1	RECQL5
replication-born double-strand break repair via sister chromatid exchange	1	RECQL5
mitotic DNA-templated DNA replication	1	RECQL5
negative regulation of double-strand break repair via homologous recombination	1	RECQL5
replication fork	1	RECQL5
transcription preinitiation complex	1	RECQL5
nucleotidyltransferase activity	1	RPAP1
DNA-directed RNA polymerase complex	1	RPAP1
SH3 domain binding	1	SKAP1
protein kinase binding	1	SKAP1
protein phosphatase binding	1	SKAP1
SH2 domain binding	1	SKAP1
 cell-matrix adhesion	1	SKAP1
adaptive immune response	1	SKAP1
 adaptive immune response	1	SKAP1
 integrin activation	1	SKAP1
 cell-cell adhesion mediated by integrin	1	SKAP1
 heterotypic cell-cell adhesion	1	SKAP1
T cell receptor signaling pathway	1	SKAP1
protein localization to plasma membrane	1	SKAP1
 leukocyte cell-cell adhesion	1	SKAP1
immunological synapse	1	SKAP1
plasma membrane	1	SKAP1
cell-cell junction	1	SKAP1
T cell receptor complex	1	SKAP1
plasma membrane raft	1	SKAP1
protein phosphatase inhibitor activity	1	URI1
phosphatase inhibitor activity	1	URI1
phosphoprotein binding	1	URI1
 cell growth	1	URI1
response to virus	1	URI1
negative regulation of phosphatase activity	1	URI1
cellular response to growth factor stimulus	1	URI1
cellular response to steroid hormone stimulus	1	URI1
negative regulation of intrinsic apoptotic signaling pathway	1	URI1
dendrite	1	URI1
microtubule binding	1	UXT
beta-tubulin binding	1	UXT
actin filament binding	1	UXT
microtubule cytoskeleton organization	1	UXT
apoptotic process	1	UXT
centrosome cycle	1	UXT
mitochondrion transport along microtubule	1	UXT
cytoskeleton	1	UXT
