Feature	Number of Genes	Genes
identical protein binding	69	CTPS1, UBASH3B, MIS18A, BLTP3A, NME1, TARS3, LONP1, GPSM2, CD2AP, DCTN2, USP15, G6PD, DPP9, STAT1, FYN, PPP1R13L, FMR1, CDR2L, MBIP, CAP2, EIF4G1, MAP3K5, HSP90AB1, SDSL, HOMER3, KCTD12, STOM, PRPSAP1, RNF31, VCP, ADSL, SNX9, ITPA, DAPK3, CAMK2D, EPRS1, MVP, IKBKB, PSAT1, STIL, SDK1, PIP4K2C, OPTN, ALAD, CAMK2B, AMOTL1, CCDC6, CRYAB, AHCYL1, MSI2, IMPDH2, IKBKG, IKBKE, HSP90AA1, FXR2, LDHA, TRIM39, DAAM1, TRAF2, PRPSAP2, PSMC3, PSMC6, PSMD4, CHAF1A, KCTD21, SDCBP, BIRC2, ZNF114, EIF3J
metal ion binding	60	PSMD14, CIAO3, CPNE5, MIS18A, NME2, TNIP2, GNA12, MLLT10, GNAS, TAX1BP1, SYTL4, RIOK1, NUBP1, ZC3H7A, METAP1, ATF7, RNF187, FYN, UBE3A, GNE, NUBP2, NPLOC4, NOB1, RNF166, YPEL5, HDAC7, RIOK3, GIT1, ACVR1B, RPAP2, RNF31, HDDC3, ZNF213, ITPA, MAP2K2, ZNF598, EIF2S2, ZNF263, IMPDH1, KIAA0753, ZNF785, RNF214, OPTN, SMAP1, ZC3HAV1, ADCY9, RFPL4A, CALCOCO1, CRYAB, VPS11, IMPDH2, IKBKG, AMPD2, CIT, RNF216, ARHGEF18, RO60, ZFYVE9, ELP3, ZNF114
extracellular region	39	PSMD14, TLN1, NME2, FBXO45, MFAP4, CAPZA2, GDI2, PDGFD, YPEL5, CTSA, HSP90AB1, DBNL, DSN1, TXLNA, VCP, OSTF1, MAP2K2, CAP1, SCGN, CAPN1, IMPDH1, MVP, ALAD, CCDC103, IL1RAP, IMPDH2, HSP90AA1, KCMF1, PSMA5, PSMB7, PSMC2, PSMC3, PSMD12, PSMD13, PSMD3, CCT2, CCT8, SDCBP, TOLLIP
mitochondrion	38	UNG, PPP2R1A, TUSC2, TDRKH, LONP1, SMURF1, TAX1BP1, RAP1GDS1, USP15, CDK1, FYN, NCBP1, MTO1, AMACR, DYNLL1, TRMT61B, GIT1, HSP90AB1, HSPA4, NFU1, STOM, YKT6, GSK3A, MAP2K2, CAPN1, WDR26, VWA8, AFG2A, ABHD10, ABCE1, CRYAB, BBC3, METTL13, HSP90AA1, LDHA, TRIM39, SDCBP, PUSL1
proteasome-mediated ubiquitin-dependent protein catabolic process	36	PSMD14, PSMA1, SKP1, ADRM1, FBXO45, ITCH, SMURF1, CD2AP, PRAME, RNF187, UBE2D3, VCP, GSK3A, PSMF1, GID4, WDR26, CSNK1A1, PSMA4, PSMA5, PSMA6, PSMB7, PSMC1, PSMC2, PSMC3, PSMC4, PSMC5, PSMC6, PSMD12, PSMD13, PSMD3, PSMD4, PSMD8, USP14, WWP1, RNF216, BIRC2
perinuclear region of cytoplasm	35	ANKRD13D, ALOX12B, DOCK6, CTIF, NME2, UNC45B, CD2AP, TWF1, STAT1, FYN, FMR1, TRPC4AP, SYNRG, CDC20, CDKN3, HSP90AB1, CBL, PIK3R1, SHTN1, STOM, VCP, FSD2, MYO9B, MAP2K2, EIF4A2, PSMF1, MVP, OPTN, ATXN2, HSP90AA1, BUB1B, NEDD4, PUM2, PDCL3, TOLLIP
signal transduction	35	PPP2R5E, TLE3, BABAM2, CD2AP, GDI1, GDI2, IRS1, PTGES3, CAP2, CBL, CBLB, ACVR1B, RABEP2, OSTF1, CSNK1A1L, PIDD1, CAP1, CDK3, HBS1L, CSNK1A1, FGF13, OPTN, CAMK2B, RPS6KB2, ADCY9, CALCOCO1, TRAF2, FAM83H, WWP1, RABEP1, STMN1, SHB, PDCL, TOLLIP, TOM1
centrosome	34	PSMA1, CCNB1, SKP1, CCNB2, SNAP29, GPSM2, DCTN2, DCTN6, IFT81, CDK1, CEP95, DYNLL2, LRRC45, DYNLL1, YPEL5, CDC20, GIT1, DYNC1I2, BBS4, RABEP2, MARK4, ERC1, SKA3, RIC8B, KIAA0753, RAPGEF6, CSNK1A1, STIL, RABGAP1, RABL6, CAMSAP2, TXNDC9, CCT8, CCT4
 transcription by RNA polymerase II	33	NME2, TNIP2, MLLT10, CDC73, STAT1, ATF7, CDK1, AGO1, LPIN2, PPP1R13L, UBE3A, MBIP, NCK1, KPNA6, PIK3R1, RPAP2, AP3D1, ZNF213, GSK3A, CAMK2D, ZNF263, MRTFA, IKBKB, ELP2, CALCOCO1, IKBKG, PSMC3, PSMC5, PROX1, STAT5A, TSC22D2, ELP3, ZNF114
apoptotic process	32	PPP2R1A, TNIP2, BABAM2, ITCH, TAX1BP1, TRIM35, DPP8, PRAME, CDK1, NCKAP1, PPP1R13L, DYNLL1, PIM3, TAOK2, NUAK2, UBE2D3, DAPK3, PIDD1, SH3KBP1, AHCYL1, BBC3, IKBKG, TRIM39, BUB1B, RABEP1, RNF216, SUDS3, SHB, PDCL3, PDCD5, NLRP2, BIRC2
protein phosphorylation	31	CCNB1, NRBP2, AAK1, CDK1, FYN, PIM3, RIOK3, TAOK2, MAP3K5, NUAK2, PDPK1, PIK3R1, ACVR1B, MAST2, RABGEF1, MARK4, GSK3A, DAPK3, CAMK2D, CDK3, CAMKK1, CSNK1A1, IKBKB, PASK, CAMK2B, RPS6KB2, TYK2, MAP4K5, CAMKK2, IKBKE, CIT
intracellular membrane-bounded organelle	30	WDR59, ALOX12B, AP3S2, ITCH, OSBP2, G6PD, OSBPL2, IRS1, ANKRD27, AMACR, LLGL2, CTSA, DBNL, VBP1, VCP, ITPA, RABEP2, LURAP1, PPP6R2, EPS15, CALCOCO1, MSI2, TACC3, CCZ1B, PSMA4, RABEP1, AP3S1, ZFYVE9, NLRP2, PUSL1
cadherin binding	30	CCNB2, BAG3, TLN1, CD2AP, TWF1, GIGYF2, STAT1, PPP1R13L, NCK1, HSP90AB1, CBL, GAPVD1, SHTN1, HDLBP, DBNL, YKT6, SNX9, ERC1, EPS8L1, ATXN2L, UBAP2, EPS15, ZC3HAV1, NUMB, LDHA, TBC1D2, EIF3E, TXNDC9, CCT8, MB21D2
