Feature	Number of Genes	Genes
 DNA repair	1	BABAM2
double-strand break repair	1	BABAM2
chromatin organization	1	BABAM2
mitotic G2 DNA damage checkpoint signaling	1	BABAM2
response to ionizing radiation	1	BABAM2
histone H2A monoubiquitination	1	BABAM2
mitotic G2/M transition checkpoint	1	BABAM2
protein autoubiquitination	1	BABAM2
protein K63-linked deubiquitination	1	BABAM2
histone H2A K63-linked deubiquitination	1	BABAM2
cellular response to ionizing radiation	1	BABAM2
 DNA damage checkpoint	1	BABAM2
nuclear ubiquitin ligase complex	1	BABAM2
BRCA1-A complex	1	BABAM2
BRISC complex	1	BABAM2
transmembrane receptor protein tyrosine kinase signaling pathway	1	DOK3
Ras protein signal transduction	1	DOK3
 MAPK cascade	1	DOK3
protein phosphatase regulator activity	1	GNA12
D5 dopamine receptor binding	1	GNA12
protein phosphatase 2A binding	1	GNA12
in utero embryonic development	1	GNA12
adenylate cyclase-modulating G protein-coupled receptor signaling pathway	1	GNA12
Rho protein signal transduction	1	GNA12
blood coagulation	1	GNA12
 blood pressure	1	GNA12
response to xenobiotic stimulus	1	GNA12
 fibroblast migration	1	GNA12
 proteasomal ubiquitin-dependent protein catabolic process	1	GNA12
 phosphoprotein phosphatase activity	1	GNA12
embryonic digit morphogenesis	1	GNA12
negative regulation of vascular associated smooth muscle cell proliferation	1	GNA12
negative regulation of vascular associated smooth muscle cell migration	1	GNA12
focal adhesion	1	GNA12
brush border membrane	1	GNA12
neuron projection	1	GNA12
neuronal cell body	1	GNA12
chromatin binding	1	MLLT10
nucleosome binding	1	MLLT10
histone binding	1	MLLT10
histone H3-K27 methylation	1	MLLT10
nucleotide binding	1	GPSM2
G-protein alpha-subunit binding	1	GPSM2
GDP-dissociation inhibitor activity	1	GPSM2
protein domain specific binding	1	GPSM2
protein self-association	1	GPSM2
dynein complex binding	1	GPSM2
establishment of mitotic spindle orientation	1	GPSM2
mitotic spindle organization	1	GPSM2
Ran protein signal transduction	1	GPSM2
maintenance of centrosome location	1	GPSM2
 mitotic spindle organization	1	GPSM2
 protein localization to cell cortex	1	GPSM2
 spindle assembly	1	GPSM2
cell cortex	1	GPSM2
mitotic spindle pole	1	GPSM2
lateral cell cortex	1	GPSM2
cell cortex region	1	GPSM2
ubiquitin ligase-substrate adaptor activity	1	FBXO45
neuron migration	1	FBXO45
ubiquitin-dependent protein catabolic process	1	FBXO45
protein ubiquitination	1	FBXO45
cerebral cortex radially oriented cell migration	1	FBXO45
cerebral cortex tangential migration	1	FBXO45
corticospinal tract morphogenesis	1	FBXO45
anterior commissure morphogenesis	1	FBXO45
proteasome-mediated ubiquitin-dependent protein catabolic process	1	FBXO45
synapse assembly involved in innervation	1	FBXO45
protein K48-linked ubiquitination	1	FBXO45
 synaptic vesicle exocytosis	1	FBXO45
postsynaptic density	1	FBXO45
SCF ubiquitin ligase complex	1	FBXO45
presynaptic membrane	1	FBXO45
synapse	1	FBXO45
postsynaptic membrane	1	FBXO45
glutamatergic synapse	1	FBXO45
presynaptic cytosol	1	FBXO45
postsynaptic cytosol	1	FBXO45
G-protein beta-subunit binding	1	GNG2
fibroblast proliferation	1	GNG2
cellular response to prostaglandin E stimulus	1	GNG2
cellular response to catecholamine stimulus	1	GNG2
extracellular matrix structural constituent	1	MFAP4
cell adhesion	1	MFAP4
UV protection	1	MFAP4
 collagen metabolic process	1	MFAP4
elastic fiber assembly	1	MFAP4
cellular response to UV-B	1	MFAP4
supramolecular fiber organization	1	MFAP4
microfibril	1	MFAP4
collagen-containing extracellular matrix	1	MFAP4
elastic fiber	1	MFAP4
insulin-like growth factor receptor binding	1	GNAS
adenylate cyclase activator activity	1	GNAS
beta-2 adrenergic receptor binding	1	GNAS
D1 dopamine receptor binding	1	GNAS
mu-type opioid receptor binding	1	GNAS
ionotropic glutamate receptor binding	1	GNAS
corticotropin-releasing hormone receptor 1 binding	1	GNAS
adenylate cyclase-activating G protein-coupled receptor signaling pathway	1	GNAS
sensory perception of chemical stimulus	1	GNAS
developmental growth	1	GNAS
bone development	1	GNAS
platelet aggregation	1	GNAS
 cold-induced thermogenesis	1	GNAS
apical plasma membrane	1	GNAS
actin binding	1	DIAPH1
signaling receptor binding	1	DIAPH1
small GTPase binding	1	DIAPH1
transmembrane transporter binding	1	DIAPH1
cytoskeleton organization	1	DIAPH1
sensory perception of sound	1	DIAPH1
actin filament polymerization	1	DIAPH1
 cell migration	1	DIAPH1
 microtubule-based process	1	DIAPH1
protein localization to microtubule	1	DIAPH1
 release of sequestered calcium ion into cytosol	1	DIAPH1
 cytoskeleton organization	1	DIAPH1
cellular response to histamine	1	DIAPH1
microtubule organizing center	1	DIAPH1
actin filament	1	DIAPH1
ruffle membrane	1	DIAPH1
mitotic spindle	1	DIAPH1
Hsp90 protein binding	1	UNC45B
lens development in camera-type eye	1	UNC45B
muscle organ development	1	UNC45B
Z disc	1	UNC45B
A band	1	UNC45B
RNA polymerase II complex binding	1	CDC73
negative regulation of transcription by RNA polymerase II	1	CDC73
 cell growth	1	CDC73
endodermal cell fate commitment	1	CDC73
mRNA polyadenylation	1	CDC73
cell cycle	1	CDC73
histone modification	1	CDC73
stem cell population maintenance	1	CDC73
 Wnt signaling pathway	1	CDC73
 mRNA 3'-end processing	1	CDC73
protein destabilization	1	CDC73
 transcription elongation by RNA polymerase II	1	CDC73
recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex	1	CDC73
negative regulation of fibroblast proliferation	1	CDC73
negative regulation of epithelial cell proliferation	1	CDC73
cellular response to lipopolysaccharide	1	CDC73
 cell cycle G1/S phase transition	1	CDC73
negative regulation of G1/S transition of mitotic cell cycle	1	CDC73
protein-containing complex localization	1	MIOS
cellular response to amino acid starvation	1	MIOS
negative regulation of TORC1 signaling	1	MIOS
 TORC1 signaling	1	MIOS
lysosomal membrane	1	MIOS
cell junction	1	MIOS
GATOR2 complex	1	MIOS
nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'	1	SKIC3
histone H3-K4 methylation	1	SKIC8
tubulin binding	1	VBP1
microtubule-based process	1	VBP1
tubulin complex assembly	1	VBP1
polysome	1	VBP1
ubiquitin protein ligase binding	1	CCT2
chaperone mediated protein folding independent of cofactor	1	CCT2
 DNA-templated transcription	1	PFDN5
retina development in camera-type eye	1	PFDN5
RNA polymerase I assembly	1	PFDN5
RNA polymerase II core complex assembly	1	PFDN5
RNA polymerase III assembly	1	PFDN5
5'-3' RNA helicase activity	1	MOV10
retrotransposon silencing	1	MOV10
ncRNA-mediated post-transcriptional gene silencing	1	MOV10
miRNA-mediated gene silencing	1	MOV10
miRNA-mediated gene silencing by mRNA destabilization	1	MOV10
defense response to virus	1	MOV10
 mRNA catabolic process	1	MOV10
3'-UTR-mediated mRNA destabilization	1	MOV10
retrotransposon silencing by mRNA destabilization	1	MOV10
 neuron projection arborization	1	MOV10
P-body	1	MOV10
cytoplasmic stress granule	1	MOV10
P granule	1	MOV10
WD40-repeat domain binding	1	CCT6A
phosphotyrosine residue binding	1	SHB
signaling receptor complex adaptor activity	1	SHB
negative regulation of protein kinase activity	1	SHB
B cell proliferation	1	SHB
 T-helper cell differentiation	1	SHB
 mitotic cell cycle	1	SHB
T cell receptor signaling pathway	1	SHB
hematopoietic stem cell proliferation	1	SHB
negative regulation of oocyte maturation	1	SHB
vascular endothelial growth factor receptor 2 binding	1	PDCL3
 endothelial cell proliferation	1	PDCL3
 angiogenesis	1	PDCL3
negative regulation of ubiquitin-dependent protein catabolic process	1	PDCL3
endoplasmic reticulum	1	PDCL3
perinucleolar compartment	1	PDCL3
heparin binding	1	PDCD5
acetyltransferase activator activity	1	PDCD5
beta-tubulin binding	1	PDCD5
 apoptotic process	1	PDCD5
cellular response to transforming growth factor beta stimulus	1	PDCD5
 release of cytochrome c from mitochondria	1	PDCD5
 protein insertion into mitochondrial outer membrane	1	PDCD5
visual perception	1	PDCL
 G protein-coupled receptor signaling pathway	1	PDCL
cell projection organization	1	PDCL
 smoothened signaling pathway	1	PDCL
heterotrimeric G-protein complex assembly	1	PDCL
microtubule cytoskeleton organization	1	TXNDC9
biological_process	1	TXNDC9
midbody	1	TXNDC9
secretory granule lumen	1	CCT8
ficolin-1-rich granule lumen	1	CCT8
melanosome	1	CCT4
Pyrin domain binding	1	NLRP2
inflammatory response	1	NLRP2
negative regulation of NF-kappaB transcription factor activity	1	NLRP2
 interleukin-1 beta production	1	NLRP2
innate immune response	1	NLRP2
 inflammatory response	1	NLRP2
negative regulation of NIK/NF-kappaB signaling	1	NLRP2
Golgi apparatus	1	NLRP2
