Feature	Number of Genes	Genes
microtubule cytoskeleton	2	ARL2, NUDCD2
small GTPase binding	2	CYRIB, RAB8A
extracellular region	2	CYRIB, NHLRC2
platelet alpha granule lumen	2	CYRIB, NHLRC2
nuclear pore	2	DDX19B, RAE1
guanyl-nucleotide exchange factor activity	2	DIS3, EEF1D
cadherin binding	2	EEF1D, PTPN11
fibrillar center	2	EEF1D, RAE1
endoplasmic reticulum	2	EEF1D, FAF1
ubiquitin protein ligase binding	2	FAF1, NAE1
ubiquitin binding	2	FAF1, RAE1
nuclear envelope	2	FAF1, RAE1
magnesium ion binding	2	FARSB, UBA2
double-strand break repair via break-induced replication	2	GINS2, GINS4
positive regulation of DNA-directed DNA polymerase activity	2	GINS2, GINS4
positive regulation of DNA primase activity	2	GINS2, GINS4
GINS complex	2	GINS2, GINS4
CMG complex	2	GINS2, GINS4
myosin phosphatase activity	2	ILKAP, UBLCP1
protein-containing complex binding	2	ITGA2, TSNAX
integrin-mediated signaling pathway	2	ITGA2, PTPN11
DNA repair	2	KIN, RECQL
DNA damage response	2	KIN, NAE1
intracellular membrane-bounded organelle	2	KIN, PTPN23
protein heterodimerization activity	2	NAE1, UBA2
RNA polymerase II cis-regulatory region sequence-specific DNA binding	2	NFYA, VENTX
DNA-binding transcription factor activity, RNA polymerase II-specific	2	NFYA, VENTX
regulation of transcription by RNA polymerase II	2	NFYA, VENTX
positive regulation of transcription by RNA polymerase II	2	NFYA, VENTX
chromatin	2	NFYA, VENTX
cell division	2	NSUN2, RAE1
protein tyrosine phosphatase activity	2	PTPN11, PTPN23
protein tyrosine kinase binding	2	PTPN11, RAB8A
axonogenesis	2	PTPN11, RAB8A
cilium assembly	2	PTPN23, RAB8A
endosome	2	PTPN23, RAB8A
ciliary basal body	2	PTPN23, RAB8A
sequence-specific DNA binding	2	TSNAX, VENTX
mRNA binding	1	EIF4A3
poly(A) binding	1	EIF4A3
selenocysteine insertion sequence binding	1	EIF4A3
RNA stem-loop binding	1	EIF4A3
ribonucleoprotein complex binding	1	EIF4A3
translation regulator activity	1	EIF4A3
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1	EIF4A3
mRNA splicing, via spliceosome	1	EIF4A3
associative learning	1	EIF4A3
response to organic cyclic compound	1	EIF4A3
negative regulation of translation	1	EIF4A3
exploration behavior	1	EIF4A3
embryonic cranial skeleton morphogenesis	1	EIF4A3
cellular response to selenite ion	1	EIF4A3
negative regulation of excitatory postsynaptic potential	1	EIF4A3
regulation of translation at postsynapse, modulating synaptic transmission	1	EIF4A3
negative regulation of selenocysteine incorporation	1	EIF4A3
negative regulation of selenocysteine insertion sequence binding	1	EIF4A3
cellular response to brain-derived neurotrophic factor stimulus	1	EIF4A3
regulation of nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1	EIF4A3
dendrite	1	EIF4A3
exon-exon junction complex	1	EIF4A3
U2-type catalytic step 1 spliceosome	1	EIF4A3
catalytic step 2 spliceosome	1	EIF4A3
postsynapse	1	EIF4A3
acetyl-CoA C-acetyltransferase activity	1	ACAT2
lipid metabolic process	1	ACAT2
fatty acid beta-oxidation	1	ACAT2
regulation of glycolytic process	1	ARL2
centrosome cycle	1	ARL2
positive regulation of cell-substrate adhesion	1	ARL2
regulation of microtubule polymerization	1	ARL2
positive regulation of microtubule polymerization	1	ARL2
negative regulation of GTPase activity	1	ARL2
maintenance of protein location in nucleus	1	ARL2
bicellular tight junction assembly	1	ARL2
regulation of aerobic respiration	1	ARL2
mitochondrial intermembrane space	1	ARL2
mitochondrial matrix	1	ARL2
lateral plasma membrane	1	ARL2
MHC class Ib protein binding, via antigen binding groove	1	CYRIB
positive regulation of T cell mediated cytotoxicity	1	CYRIB
regulation of cell migration	1	CYRIB
negative regulation of actin filament polymerization	1	CYRIB
positive regulation of type II interferon production	1	CYRIB
positive regulation of T cell activation	1	CYRIB
regulation of chemotaxis	1	CYRIB
negative regulation of small GTPase mediated signal transduction	1	CYRIB
cellular response to molecule of bacterial origin	1	CYRIB
regulation of mitochondrial fission	1	CYRIB
regulation of establishment of cell polarity	1	CYRIB
positive regulation of memory T cell activation	1	CYRIB
helicase activity	1	DDX19B
poly(A)+ mRNA export from nucleus	1	DDX19B
cytoplasmic stress granule	1	DDX19B
3'-5'-RNA exonuclease activity	1	DIS3
endonuclease activity	1	DIS3
RNA processing	1	DIS3
RNA catabolic process	1	DIS3
rRNA catabolic process	1	DIS3
exonucleolytic catabolism of deadenylated mRNA	1	DIS3
CUT catabolic process	1	DIS3
RNA phosphodiester bond hydrolysis, exonucleolytic	1	DIS3
nuclear exosome (RNase complex)	1	DIS3
cytoplasmic exosome (RNase complex)	1	DIS3
exosome (RNase complex)	1	DIS3
inner mitochondrial membrane organization	1	DNAJC11
cristae formation	1	DNAJC11
SAM complex	1	DNAJC11
MIB complex	1	DNAJC11
translation elongation factor activity	1	EEF1D
translation factor activity, RNA binding	1	EEF1D
translational elongation	1	EEF1D
positive regulation of I-kappaB kinase/NF-kappaB signaling	1	EEF1D
cellular response to ionizing radiation	1	EEF1D
eukaryotic translation elongation factor 1 complex	1	EEF1D
protein kinase regulator activity	1	FAF1
protein domain specific binding	1	FAF1
heat shock protein binding	1	FAF1
NF-kappaB binding	1	FAF1
apoptotic process	1	FAF1
cytoplasmic sequestering of NF-kappaB	1	FAF1
positive regulation of cell death	1	FAF1
regulation of cell adhesion	1	FAF1
ubiquitin-dependent ERAD pathway	1	FAF1
positive regulation of protein-containing complex assembly	1	FAF1
regulation of protein catabolic process	1	FAF1
positive regulation of apoptotic process	1	FAF1
proteasome-mediated ubiquitin-dependent protein catabolic process	1	FAF1
positive regulation of protein catabolic process	1	FAF1
positive regulation of DNA replication	1	FAF1
positive regulation of extrinsic apoptotic signaling pathway via death domain receptors	1	FAF1
CD95 death-inducing signaling complex	1	FAF1
VCP-NPL4-UFD1 AAA ATPase complex	1	FAF1
ooplasm	1	FAF1
phenylalanine-tRNA ligase activity	1	FARSB
translation	1	FARSB
phenylalanyl-tRNA aminoacylation	1	FARSB
protein heterotetramerization	1	FARSB
phenylalanine-tRNA ligase complex	1	FARSB
inner cell mass cell proliferation	1	GINS4
amyloid-beta binding	1	ITGA2
virus receptor activity	1	ITGA2
integrin binding	1	ITGA2
collagen binding	1	ITGA2
collagen receptor activity	1	ITGA2
laminin binding	1	ITGA2
heparan sulfate proteoglycan binding	1	ITGA2
collagen binding involved in cell-matrix adhesion	1	ITGA2
response to hypoxia	1	ITGA2
positive regulation of leukocyte migration	1	ITGA2
substrate-dependent cell migration	1	ITGA2
hypotonic response	1	ITGA2
cell adhesion	1	ITGA2
cell-matrix adhesion	1	ITGA2
female pregnancy	1	ITGA2
blood coagulation	1	ITGA2
cell population proliferation	1	ITGA2
response to xenobiotic stimulus	1	ITGA2
animal organ morphogenesis	1	ITGA2
positive regulation of epithelial cell migration	1	ITGA2
positive regulation of alkaline phosphatase activity	1	ITGA2
response to amine	1	ITGA2
response to muscle activity	1	ITGA2
positive regulation of smooth muscle cell migration	1	ITGA2
mammary gland development	1	ITGA2
positive regulation of cell projection organization	1	ITGA2
cell-substrate adhesion	1	ITGA2
positive regulation of collagen biosynthetic process	1	ITGA2
positive regulation of collagen binding	1	ITGA2
response to L-ascorbic acid	1	ITGA2
cell adhesion mediated by integrin	1	ITGA2
collagen-activated signaling pathway	1	ITGA2
positive regulation of DNA binding	1	ITGA2
skin morphogenesis	1	ITGA2
establishment of protein localization	1	ITGA2
positive regulation of cell adhesion	1	ITGA2
positive regulation of smooth muscle contraction	1	ITGA2
viral entry into host cell	1	ITGA2
focal adhesion assembly	1	ITGA2
mesodermal cell differentiation	1	ITGA2
positive regulation of smooth muscle cell proliferation	1	ITGA2
positive regulation of inflammatory response	1	ITGA2
positive regulation of positive chemotaxis	1	ITGA2
detection of mechanical stimulus involved in sensory perception of pain	1	ITGA2
positive regulation of transmission of nerve impulse	1	ITGA2
positive regulation of phagocytosis, engulfment	1	ITGA2
hepatocyte differentiation	1	ITGA2
response to parathyroid hormone	1	ITGA2
cellular response to mechanical stimulus	1	ITGA2
cellular response to estradiol stimulus	1	ITGA2
cell-cell adhesion	1	ITGA2
integrin complex	1	ITGA2
external side of plasma membrane	1	ITGA2
cell surface	1	ITGA2
integrin alpha2-beta1 complex	1	ITGA2
axon terminus	1	ITGA2
basal part of cell	1	ITGA2
double-stranded DNA binding	1	KIN
DNA replication	1	KIN
DNA recombination	1	KIN
mRNA processing	1	KIN
nuclear matrix	1	KIN
N-terminal peptidyl-methionine acetylation	1	NAA38
negative regulation of apoptotic process	1	NAA38
NatC complex	1	NAA38
ubiquitin activating enzyme activity	1	NAE1
NEDD8 activating enzyme activity	1	NAE1
ubiquitin-dependent protein catabolic process	1	NAE1
signal transduction	1	NAE1
protein ubiquitination	1	NAE1
mitotic DNA replication checkpoint signaling	1	NAE1
regulation of apoptotic process	1	NAE1
regulation of neuron apoptotic process	1	NAE1
protein neddylation	1	NAE1
neuron apoptotic process	1	NAE1
N-acylneuraminate cytidylyltransferase activity	1	NANS
N-acylneuraminate-9-phosphate synthase activity	1	NANS
N-acetylneuraminate synthase activity	1	NANS
CMP-N-acetylneuraminate biosynthetic process	1	NANS
carbohydrate biosynthetic process	1	NANS
glycosylation	1	NANS
transcription cis-regulatory region binding	1	NFYA
DNA-binding transcription factor activity	1	NFYA
regulation of DNA-templated transcription	1	NFYA
transcription by RNA polymerase II	1	NFYA
regulation of histone acetylation	1	NFYA
positive regulation of DNA-templated transcription	1	NFYA
rhythmic process	1	NFYA
histone H3-K4 trimethylation	1	NFYA
CCAAT-binding factor complex	1	NFYA
protein-DNA complex	1	NFYA
RNA polymerase II transcription regulator complex	1	NFYA
tRNA binding	1	NSUN2
tRNA (cytosine-5-)-methyltransferase activity	1	NSUN2
mRNA (cytidine-5-)-methyltransferase activity	1	NSUN2
in utero embryonic development	1	NSUN2
tRNA modification	1	NSUN2
spermatid development	1	NSUN2
regulation of mRNA export from nucleus	1	NSUN2
tRNA methylation	1	NSUN2
meiotic cell cycle checkpoint signaling	1	NSUN2
tRNA stabilization	1	NSUN2
hair follicle maturation	1	NSUN2
mRNA methylation	1	NSUN2
regulation of stem cell differentiation	1	NSUN2
spindle	1	NSUN2
chromatoid body	1	NSUN2
5'-nucleotidase activity	1	NT5DC1
unfolded protein binding	1	NUDCD2
kinetochore	1	NUDCD2
spindle pole	1	NUDCD2
microtubule organizing center	1	NUDCD2
intercellular bridge	1	NUDCD2
mitotic spindle	1	NUDCD2
adenylylsulfate kinase activity	1	PAPSS1
sulfate adenylyltransferase (ATP) activity	1	PAPSS1
nucleotidyltransferase activity	1	PAPSS1
protein homodimerization activity	1	PAPSS1
sulfate assimilation	1	PAPSS1
skeletal system development	1	PAPSS1
phosphorylation	1	PAPSS1
3'-phosphoadenosine 5'-phosphosulfate biosynthetic process	1	PAPSS1
amidophosphoribosyltransferase activity	1	PPAT
4 iron, 4 sulfur cluster binding	1	PPAT
purine nucleotide biosynthetic process	1	PPAT
GMP biosynthetic process	1	PPAT
'de novo' IMP biosynthetic process	1	PPAT
glutamine metabolic process	1	PPAT
purine nucleobase biosynthetic process	1	PPAT
'de novo' AMP biosynthetic process	1	PPAT
'de novo' XMP biosynthetic process	1	PPAT
endopeptidase activator activity	1	PSME2
positive regulation of endopeptidase activity	1	PSME2
regulation of proteasomal protein catabolic process	1	PSME2
regulation of G1/S transition of mitotic cell cycle	1	PSME2
proteasome complex	1	PSME2
proteasome activator complex	1	PSME2
phosphotyrosine residue binding	1	PTPN11
phosphoprotein phosphatase activity	1	PTPN11
non-membrane spanning protein tyrosine phosphatase activity	1	PTPN11
insulin receptor binding	1	PTPN11
signaling receptor complex adaptor activity	1	PTPN11
receptor tyrosine kinase binding	1	PTPN11
cell adhesion molecule binding	1	PTPN11
peptide hormone receptor binding	1	PTPN11
molecular adaptor activity	1	PTPN11
DNA damage checkpoint signaling	1	PTPN11
triglyceride metabolic process	1	PTPN11
epidermal growth factor receptor signaling pathway	1	PTPN11
brain development	1	PTPN11
heart development	1	PTPN11
fibroblast growth factor receptor signaling pathway	1	PTPN11
hormone-mediated signaling pathway	1	PTPN11
cytokine-mediated signaling pathway	1	PTPN11
cerebellar cortex formation	1	PTPN11
platelet formation	1	PTPN11
T cell costimulation	1	PTPN11
negative regulation of chondrocyte differentiation	1	PTPN11
negative regulation of type I interferon production	1	PTPN11
microvillus organization	1	PTPN11
positive regulation of interferon-beta production	1	PTPN11
positive regulation of interleukin-6 production	1	PTPN11
positive regulation of tumor necrosis factor production	1	PTPN11
regulation of cell adhesion mediated by integrin	1	PTPN11
negative regulation of cell adhesion mediated by integrin	1	PTPN11
multicellular organism growth	1	PTPN11
organ growth	1	PTPN11
peptidyl-tyrosine dephosphorylation	1	PTPN11
megakaryocyte development	1	PTPN11
atrioventricular canal development	1	PTPN11
ERBB signaling pathway	1	PTPN11
hormone metabolic process	1	PTPN11
glucose homeostasis	1	PTPN11
regulation of protein-containing complex assembly	1	PTPN11
positive regulation of ossification	1	PTPN11
positive regulation of mitotic cell cycle	1	PTPN11
positive regulation of glucose import	1	PTPN11
positive regulation of insulin receptor signaling pathway	1	PTPN11
negative regulation of insulin secretion	1	PTPN11
regulation of protein export from nucleus	1	PTPN11
positive regulation of hormone secretion	1	PTPN11
platelet-derived growth factor receptor signaling pathway	1	PTPN11
neurotrophin TRK receptor signaling pathway	1	PTPN11
ephrin receptor signaling pathway	1	PTPN11
multicellular organismal reproductive process	1	PTPN11
genitalia development	1	PTPN11
inner ear development	1	PTPN11
homeostasis of number of cells within a tissue	1	PTPN11
positive regulation of peptidyl-tyrosine phosphorylation	1	PTPN11
negative regulation of cortisol secretion	1	PTPN11
Bergmann glial cell differentiation	1	PTPN11
negative regulation of growth hormone secretion	1	PTPN11
face morphogenesis	1	PTPN11
regulation of type I interferon-mediated signaling pathway	1	PTPN11
intestinal epithelial cell migration	1	PTPN11
positive regulation of ERK1 and ERK2 cascade	1	PTPN11
cellular response to epidermal growth factor stimulus	1	PTPN11
negative regulation of epithelial cell migration	1	PTPN23
endocytic recycling	1	PTPN23
ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1	PTPN23
protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	1	PTPN23
early endosome to late endosome transport	1	PTPN23
positive regulation of Wnt protein secretion	1	PTPN23
positive regulation of homophilic cell adhesion	1	PTPN23
positive regulation of adherens junction organization	1	PTPN23
positive regulation of early endosome to late endosome transport	1	PTPN23
early endosome	1	PTPN23
nuclear body	1	PTPN23
nicotinate-nucleotide diphosphorylase (carboxylating) activity	1	QPRT
NAD biosynthetic process	1	QPRT
NAD metabolic process	1	QPRT
quinolinate catabolic process	1	QPRT
catalytic complex	1	QPRT
myosin V binding	1	RAB8A
vesicle docking involved in exocytosis	1	RAB8A
autophagy	1	RAB8A
Golgi organization	1	RAB8A
protein secretion	1	RAB8A
regulation of autophagy	1	RAB8A
regulation of exocytosis	1	RAB8A
cellular response to insulin stimulus	1	RAB8A
regulation of long-term neuronal synaptic plasticity	1	RAB8A
Golgi vesicle fusion to target membrane	1	RAB8A
regulation of protein transport	1	RAB8A
protein localization to cilium	1	RAB8A
protein localization to plasma membrane	1	RAB8A
neurotransmitter receptor transport, endosome to postsynaptic membrane	1	RAB8A
neurotransmitter receptor transport to postsynaptic membrane	1	RAB8A
vesicle-mediated transport in synapse	1	RAB8A
Golgi membrane	1	RAB8A
centriole	1	RAB8A
synaptic vesicle	1	RAB8A
postsynaptic density	1	RAB8A
trans-Golgi network transport vesicle	1	RAB8A
midbody	1	RAB8A
phagocytic vesicle membrane	1	RAB8A
trans-Golgi network membrane	1	RAB8A
dendritic spine	1	RAB8A
phagocytic vesicle	1	RAB8A
recycling endosome membrane	1	RAB8A
ciliary membrane	1	RAB8A
ciliary base	1	RAB8A
non-motile cilium	1	RAB8A
microtubule binding	1	RAE1
transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery	1	RAE1
RNA export from nucleus	1	RAE1
nucleocytoplasmic transport	1	RAE1
cell cycle	1	RAE1
regulation of mitotic spindle organization	1	RAE1
cellular response to organic cyclic compound	1	RAE1
mitotic spindle pole	1	RAE1
DNA helicase activity	1	RECQL
four-way junction helicase activity	1	RECQL
3'-5' DNA helicase activity	1	RECQL
DNA/DNA annealing activity	1	RECQL
double-strand break repair via homologous recombination	1	RECQL
chromosome	1	RECQL
single-stranded DNA binding	1	TSNAX
RNA endonuclease activity	1	TSNAX
A2A adenosine receptor binding	1	TSNAX
spermatogenesis	1	TSNAX
cell differentiation	1	TSNAX
siRNA processing	1	TSNAX
RNA phosphodiester bond hydrolysis, endonucleolytic	1	TSNAX
endoribonuclease complex	1	TSNAX
transferase activity	1	UBA2
SUMO activating enzyme activity	1	UBA2
SUMO binding	1	UBA2
small protein activating enzyme binding	1	UBA2
ubiquitin-like protein conjugating enzyme binding	1	UBA2
protein sumoylation	1	UBA2
positive regulation of protein sumoylation	1	UBA2
SUMO activating enzyme complex	1	UBA2
protein serine/threonine phosphatase activity	1	UBLCP1
uridine phosphorylase activity	1	UPP1
thymidine phosphorylase activity	1	UPP1
deoxyuridine phosphorylase activity	1	UPP1
nucleobase-containing compound metabolic process	1	UPP1
uridine catabolic process	1	UPP1
CMP catabolic process	1	UPP1
dCMP catabolic process	1	UPP1
cellular response to glucose starvation	1	UPP1
UMP salvage	1	UPP1
UMP catabolic process	1	UPP1
dTMP catabolic process	1	UPP1
dUMP catabolic process	1	UPP1
DNA-binding transcription activator activity, RNA polymerase II-specific	1	VENTX
sequence-specific double-stranded DNA binding	1	VENTX
