Feature	Number of Genes	Genes
intracellular membrane-bounded organelle	30	CHEK1, CIC, PIK3C2A, CFAP410, CCDC93, EXOSC4, VPS25, UBA5, PHLDB1, TDRP, PITPNM1, FYCO1, EIF4ENIF1, MVB12A, IRS1, RAB11FIP5, KLHL12, RRAGD, FNDC3A, RAB11FIP3, BRAF, MPO, RAB11FIP1, TEAD2, CLIP4, PIK3R4, EPN2, DENND4C, PPP1R3D, DCP1B
extracellular exosome	29	PIK3C2A, ARHGAP23, CRTC2, VPS25, YWHAE, ARL3, EIF4E, CROCC, PRKCI, DDR1, RAB15, TUT4, MVB12A, CPE, CEP250, PSMB5, CDK5RAP2, DMBT1, RAB11B, DLG1, MPO, PLEKHA7, VPS13D, YWHAQ, RIPOR1, TNFAIP3, YWHAG, TAOK1, YWHAB
protein phosphorylation	28	CHEK1, PAK5, PHKG2, CASK, WNK1, PAK4, MAP3K2, RAF1, CDK5, STK3, NEK1, PRKCI, PRAG1, MAST2, MAP4K3, BRAF, CDC42BPG, SPEG, MEX3B, PIK3R4, MAPK9, MAP3K20, TESK2, BECN1, CDK14, MAST1, TAOK1, DYRK1A
 transcription by RNA polymerase II	27	HDAC5, CIC, RFXANK, ZNF395, YAP1, HDAC4, RFX7, WWTR1, NR1D1, CRTC2, BACH2, CASK, LPIN3, TFE3, RAF1, HOXD4, ITGB1BP1, ZBTB21, LPIN2, ZBED1, LPIN1, TEAD2, FOXO1, CREB3L2, HIVEP1, DYRK1A, RCOR2
protein serine kinase activity	25	CHEK1, MAP3K3, PAK5, CASK, WNK1, PAK4, MAP3K2, RAF1, CDK5, STK3, NEK1, PRKCI, MAST2, MAP4K3, BRAF, CDC42BPG, SPEG, PIK3R4, MAPK9, MAP3K20, TESK2, CDK14, MAST1, TAOK1, DYRK1A
metal ion binding	25	HDAC5, MAP3K3, ZNF395, SH3RF3, MTMR3, ZC3H12C, FYCO1, MAP3K2, RAF1, MICALL1, DZIP1L, NEK1, PRKCI, GALNT9, GIT2, DDR1, ZBTB21, ZNF747, ZBED1, MPO, GPHN, TESK2, AKAP13, ABAT, HIVEP1
protein serine/threonine kinase activity	24	CHEK1, MAP3K3, PAK5, PHKG2, CASK, WNK1, PAK4, MAP3K2, RAF1, CDK5, STK3, NEK1, PRKCI, MAST2, MAP4K3, BRAF, CDC42BPG, SPEG, PIK3R4, MAP3K20, TESK2, MAST1, TAOK1, DYRK1A
signal transduction	23	ARHGAP23, PAK5, INHA, GNL1, YWHAE, WNK1, PAK4, SIPA1, TP53BP2, RAF1, STK3, MAGI1, RTKN2, IRS1, AFDN, PCNT, CLEC11A, YWHAQ, SRGAP1, ARHGAP21, SYDE2, YWHAG, YWHAB
Golgi apparatus	21	OBSL1, HDAC5, UBA5, ARL3, FYCO1, PAK4, SIPA1, RAF1, SIPA1L3, GALNT9, TBC1D23, CPE, RAB11FIP5, CDK5RAP2, FNDC3A, RAB11B, DLG1, ARHGAP21, DENND4C, RIPOR1, PNRC2
perinuclear region of cytoplasm	21	OBSL1, HDAC6, MAPK8IP3, EIF4E, SIPA1, TP53BP2, ITGB1BP1, RAB15, CYLD, CEP43, CEP250, MTMR9, CDK5RAP2, DLG1, KIF5B, TSC1, JCAD, SPIRE1, AKAP13, TAOK1, YWHAB
mitochondrion	20	PAK5, CFAP410, BAD, QRSL1, RAF1, METTL9, TMEM186, RMDN1, RAB11FIP5, COQ9, RAB11FIP3, BRAF, KIF5B, KLC2, ISCU, MAPK9, FOXO1, BECN1, ABAT, HIVEP1
protein-containing complex	19	CHEK1, FAM86B2, WNK1, SIPA1, CGNL1, EPB41, DDB2, TJP1, STK3, SSX2IP, AKAP7, EEF1AKMT3, CEP290, CEP250, MTMR9, EEF2KMT, TSC1, YWHAQ, KLC2
protein kinase activity	18	CHEK1, MAP3K3, WNK1, PAK4, MAP3K2, RAF1, CDK5, STK3, NEK1, PRKCI, PRAG1, MAP4K3, BRAF, SPEG, PIK3R4, TESK2, TAOK1, DYRK1A
intracellular signal transduction	17	CHEK1, MAP3K3, SH2B3, PAK5, YWHAE, WNK1, PAK4, SIPA1, MAP3K2, ITGB1BP1, STK3, PRKCI, MAST2, MAP4K3, PLEK2, MAST1, SH3BP5L
 DNA-templated transcription	17	ZNF395, ATXN1L, YAP1, HDAC4, TAF1D, DENND4A, WWTR1, NR1D1, TFE3, CEP290, ZNF747, CDK5RAP2, ZBED1, TEAD2, FOXO1, CREB3L2, DYRK1A
centriole	17	KIF2A, CROCC, DZIP1L, SPICE1, ENKD1, CEP43, PCNT, CEP350, CEP290, CEP20, CEP250, CEP170, CETN3, CEP152, WDR62, CEP89, RABL2B
cell junction	17	YAP1, DCP2, TP53BP2, EPB41, HOXD4, DDB2, CDK5, TJP1, SAMD4A, MAGI1, PARD3, CGN, AFDN, CDK5RAP2, DLG1, PLEKHA7, ARHGAP21
microtubule	16	CSPP1, HDAC6, KIF2A, KLC4, CDK5, TUBG2, PCNT, CEP170B, DNAH14, CEP170, CDK5RAP2, DLG1, KIF5B, KLC2, KIF5C, KIF21B
microtubule binding	16	HDAC6, KIF2A, ARL3, CDK5, MAST2, CGN, RMDN1, ENKD1, CEP350, CDK5RAP2, CETN3, MAP7D3, KIF5B, KIF5C, MAST1, KIF21B
cilium assembly	16	HDAC6, WWTR1, PTPDC1, WDR54, CFAP410, ARL3, DZIP1L, NEK1, SSX2IP, PCNT, CEP290, CEP20, CEP250, CEP89, DYNC2I1, RABL2B
RNA binding	16	ATXN1L, PATL1, YWHAE, EIF4E, EIF4ENIF1, LSM1, SAMD4A, TUT4, SAMD4B, FNDC3A, MEX3B, R3HDM1, MAP3K20, BICC1, YWHAG, DDX6
protein transport	16	RHBDF1, CCDC93, ARL3, PITPNM1, DENND10, SNX7, SNX24, SCAMP1, RAB15, SNX21, CEP290, DMBT1, CETN3, RAB11FIP1, SPIRE1, DENND4C
chromatin	15	CHEK1, CIC, HDAC4, HMGN3, RFX7, NR1D1, BACH2, TFE3, HOXD4, DDB2, ZBED1, TEAD2, FOXO1, CREB3L2, RCOR2
centriolar satellite	15	CSPP1, TAF1D, CEP72, ITGB1BP1, NEK1, SSX2IP, RAB11FIP5, PCNT, CEP290, CEP20, KLHL12, RAB11FIP3, CDC42BPG, KIF5B, WDR62
cadherin binding	15	YWHAE, MPRIP, MICALL1, PPFIBP1, TJP1, ANLN, CGN, AFDN, RAB11B, DLG1, KIF5B, KLC2, EPN2, YWHAB, DDX6
RNA polymerase II cis-regulatory region sequence-specific DNA binding	14	HDAC5, HDAC6, ZNF395, YAP1, HDAC4, RFX7, NR1D1, BACH2, TFE3, HOXD4, ZBED1, TEAD2, FOXO1, HIVEP1
P-body	14	DCP2, PATL1, EIF4E, EIF4ENIF1, LSM1, SAMD4A, SAMD4B, MEX3B, PNRC2, DCP1A, DCP1B, DDX6, EDC3, EDC4
cytoskeleton	14	FRMD6, EPB41, ITGB1BP1, PARD3, PLEKHG3, CDK5RAP2, PLEK2, GPHN, CDC42BPG, PTPN21, SPIRE1, MAST1, PTPN4, DYRK1A
 cell population proliferation	13	CHEK1, HDAC4, WWTR1, INHA, ITGB1BP1, TJP1, RTKN2, IRS1, CEP43, CLEC11A, BRAF, DLG1, TIAM1
extracellular space	13	CHEK1, PPFIBP2, INHA, GNL1, SIPA1L3, IL13RA2, DDR1, TUT4, CPE, CLEC11A, DMBT1, MPO, DYNC2I1
negative regulation of transcription by RNA polymerase II	13	HDAC5, HDAC6, ATXN1L, YAP1, HDAC4, WWTR1, NR1D1, BACH2, ZBTB21, DLG1, ATXN1, FOXO1, HIVEP1
nucleolus	13	WEE1, KIF2A, ATXN1L, MAPKBP1, TAF1D, RGS12, EXOSC4, CASK, MAGI1, TUT4, CETN3, ITPR3, ATXN1
protein kinase binding	13	PFKFB2, BAD, WNK1, MAP3K2, ITGB1BP1, CDK5, AKAP7, CYLD, CEP43, CDK5RAP2, CEP152, ERRFI1, BECN1
spindle	12	CSPP1, KIF2A, MZT2A, MZT2B, HMMR, CYLD, SPICE1, TUBG2, CEP350, CRMP1, CEP170, MAP7D3
DNA-binding transcription factor activity, RNA polymerase II-specific	12	CIC, RFX7, NR1D1, BACH2, TFE3, HOXD4, ZBTB21, ZBED1, TEAD2, FOXO1, CREB3L2, HIVEP1
cell division	12	WEE1, KIF2A, EPB41, CDK5, NEK1, SPICE1, KLHL21, CETN3, RAB11FIP3, BECN1, CDK14, ERCC6L
dendrite	12	HDAC6, ATXN1L, NR1D1, RGS12, MAPK8IP3, CDK5, SAMD4A, GPHN, BECN1, MAST1, KIF21B, DYRK1A
protein homodimerization activity	12	WWTR1, WDR54, VPS25, MYOM3, UBA5, CEP43, COQ9, RAB11FIP3, PRPS1, PRPS1L1, PRPS2, ISCU
small GTPase binding	12	RAF1, MICALL1, DENND10, GIT2, AFDN, RAB11FIP5, PLEKHG3, RAB11FIP3, BRAF, RAB11FIP1, ERRFI1, AKAP13
cytoskeleton organization	11	OBSL1, PAK5, CFAP410, PAK4, SIPA1, SIPA1L3, PRKCI, MAST2, MAP3K20, TNFAIP3, MAST1
cellular response to insulin stimulus	11	HDAC5, LPIN3, PRKCI, LPIN2, IRS1, LPIN1, TBC1D4, FOXO1, ERRFI1, DENND4C, YWHAG
negative regulation of DNA-templated transcription	11	HDAC5, CIC, HDAC6, HDAC4, NR1D1, CDK5, ZBTB21, YWHAQ, ATXN1, FOXO1, RCOR2
ciliary basal body	11	HDAC6, CFAP410, DZIP1L, SSX2IP, CYLD, ENKD1, CEP290, CEP20, CEP250, CETN3, RABL2B
endoplasmic reticulum membrane	11	LMF2, RHBDF1, UBA5, PITPNM1, LPIN3, LPIN2, ITPR3, DLG1, LPIN1, BECN1, CREB3L2
focal adhesion	11	YWHAE, CASK, PAK4, MPRIP, PPFIBP1, ITGB1BP1, GIT2, PRAG1, YWHAQ, YWHAG, YWHAB
microtubule cytoskeleton organization	10	OBSL1, WEE1, KIF2A, CDK5, PARD3, CGN, PCNT, CDK5RAP2, MAP7D3, TAOK1
spindle pole	10	CSPP1, KIF2A, FAM110A, CEP95, ENKD1, CDK5RAP2, TUBGCP2, WDR62, CEP89, DYNC2I1
magnesium ion binding	10	WEE1, ARL3, STK3, MAST2, PRPS1, PRPS1L1, PRPS2, CDC42BPG, MAP3K20, MAST1
cell migration	10	PIK3C2A, PAK5, RHBDF1, PAK4, ITGB1BP1, PRKCI, PRAG1, TNFAIP3, SYDE2, TIAM1
GTPase activator activity	10	ARHGAP23, RGS12, SIPA1, SIPA1L3, GIT2, SRGAP1, ARHGAP21, TBC1D4, ERRFI1, SYDE2
protein domain specific binding	9	CHEK1, YWHAE, SCAMP1, SSX2IP, CEP250, YWHAQ, YWHAG, YWHAB, DDX6
apoptotic process	9	CHEK1, PAK5, BAD, PAK4, RAF1, STK3, FOXO1, BECN1, TNFAIP3
brain development	9	CIC, ATXN1L, PITPNM1, GIT2, TBC1D23, CDK5RAP2, TUBGCP2, ATXN1, MAST1
zinc ion binding	9	HDAC6, HDAC4, NR1D1, UBA5, TUT4, CYLD, CPE, ISCU, TNFAIP3
DNA binding	9	ZNF395, ATXN1L, TAF1D, DENND4A, RFC3, DDB2, ATXN1, TNFAIP3, ERCC6L
nuclear body	9	KIF2A, INAVA, WWTR1, NR1D1, EPB41, ITGB1BP1, TESK2, BECN1, HIVEP1
cytoplasmic ribonucleoprotein granule	9	DCP2, ZC3H12C, PATL1, EIF4E, TUT4, DCP1A, DDX6, EDC3, EDC4
guanyl-nucleotide exchange factor activity	9	DENND4A, DENND10, PLEKHG3, PSD3, DENND4C, AKAP13, RALGPS2, SH3BP5L, TIAM1
Golgi membrane	9	MAPK8IP3, RHBDF1, ARL3, VPS13B, PRKCI, GALNT9, RAB11FIP5, FNDC3A, ARHGAP21
microtubule cytoskeleton	9	ARL3, PRKCI, HMMR, MAST2, ENKD1, TUBG2, MAP7D3, PIK3R4, TAOK1
cell cycle	9	PAK4, TP53BP2, EPB41, NEK1, CYLD, PARD3, KLHL21, RAB11FIP3, ERCC6L
chromatin remodeling	8	CHEK1, HDAC5, HDAC4, CDK5, EEF1AKMT3, EEF2KMT, DYRK1A, ERCC6L
nuclear speck	8	HDAC5, ZNF395, HDAC4, PATL1, EIF4ENIF1, AFDN, MAPK9, DYRK1A
actin binding	8	HDAC6, CROCC, PHACTR4, EPB41, ANLN, CGN, PLEKHG3, SPIRE1
phosphorylation	8	PIK3C2A, CDK5, PRPS1, PRPS1L1, PRPS2, PPIP5K2, TAOK1, PPIP5K1
 small GTPase mediated signal transduction	8	ARHGAP23, SIPA1, SIPA1L3, PLEKHG3, ARHGAP21, AKAP13, SYDE2, TIAM1
biological_process	8	HMGN3, ZC3H12C, FAM86B2, AKAP7, CGN, EHBP1L1, PLEKHA5, EDC4
sequence-specific double-stranded DNA binding	8	RFX7, NR1D1, BACH2, TFE3, HOXD4, ZBED1, TEAD2, HIVEP1
cell cortex	8	FAM110A, EPB41, ANLN, PARD3, TSC1, CLIP4, SPIRE1, AKAP13
mRNA binding	8	ZC3H12C, EIF4ENIF1, SAMD4A, SAMD4B, DCP1A, DCP1B, DDX6, EDC3
vesicle-mediated transport	8	MAPK8IP3, BLOC1S5, VPS13B, PRKCI, TBC1D23, RAB11FIP3, TBC1D4, SPIRE1
negative regulation of apoptotic process	8	MAPK8IP3, RAF1, TJP1, PRKCI, BRAF, MPO, FOXO1, BECN1
cell adhesion	8	CASK, PPFIBP1, SSX2IP, MAGI1, DDR1, PARD3, AFDN, JCAD
peptidyl-serine phosphorylation	8	WNK1, CDK5, PRKCI, MAST2, MAPK9, MAP3K20, MAST1, DYRK1A
adherens junction	8	PAK4, TJP1, SSX2IP, MAGI1, PARD3, AFDN, DLG1, JCAD
DNA damage response	7	CHEK1, YAP1, CFAP410, GNL1, DDB2, FOXO1, TAOK1
transcription cis-regulatory region binding	7	HDAC5, YAP1, HDAC4, NR1D1, TFE3, CDK5RAP2, CREB3L2
histone deacetylase binding	7	HDAC5, RFXANK, HDAC6, HDAC4, SMG5, YWHAE, YWHAB
protein autophosphorylation	7	MAP3K3, CDK5, DDR1, MEX3B, MAP3K20, TAOK1, DYRK1A
DNA-binding transcription activator activity, RNA polymerase II-specific	7	RFXANK, ZNF395, TFE3, HOXD4, ZBED1, FOXO1, CREB3L2
enzyme binding	7	HDAC6, YWHAE, PHKG2, EIF4E, RAF1, YWHAB, RCOR2
 autophagy	7	HDAC6, PIK3C2A, MTMR3, BAD, PIK3R4, FOXO1, BECN1
nervous system development	7	KIF2A, HDAC4, VPS13B, CRMP1, PRPS1, ATXN1, DYRK1A
 cell migration	7	KIF2A, CDK5, TJP1, CEP43, PLEKHG3, RIPOR1, TIAM1
 MAPK cascade	7	INAVA, PAK5, WDR54, PAK4, RAF1, STK3, JCAD
negative regulation of cell population proliferation	7	SH2B3, RAF1, ITGB1BP1, DDR1, TSC1, SPEG, BECN1
transcription coactivator activity	7	YAP1, WWTR1, LPIN3, LPIN2, ZBED1, LPIN1, DYRK1A
protein-containing complex assembly	7	YAP1, MAGI1, PARD3, TUBGCP2, TEAD2, BECN1, TIAM1
synapse	7	PAK5, RGS12, SAMD4A, GIT2, YWHAQ, CEP89, TIAM1
GTPase activity	7	RGS12, GNL1, ARL3, RAB15, RRAGD, RAB11B, RABL2B
 apoptotic process	7	BAD, RAF1, CDK5, STK3, AKT1S1, FOXO1, MAP3K20
GTP binding	7	GNL1, ARL3, RAB15, TUBG2, RRAGD, RAB11B, RABL2B
bicellular tight junction	7	CGNL1, TJP1, PRKCI, MAGI1, PARD3, CGN, DLG1
endoplasmic reticulum	7	METTL9, MTMR9, ITPR3, DLG1, LPIN1, BECN1, CREB3L2
 cell cycle	6	CHEK1, INHA, PHACTR4, CDK5, TSC1, CDK14
 protein binding	6	HDAC5, HDAC4, EPB41, CDK5, STK3, TIAM1
molecular_function	6	SERF2, PPFIBP2, CFAP410, ZC3H12C, TDRP, EHBP1L1
phosphatidylinositol binding	6	PIK3C2A, PITPNM1, SNX7, PARD3, FCHO2, ITPR3
endocytosis	6	PIK3C2A, MICALL1, SCAMP1, MTMR9, DMBT1, EPN2
vesicle	6	PIK3C2A, WDR54, CASK, MVB12A, KIF5B, TBC1D4
ATP hydrolysis activity	6	KIF2A, KIF5B, KIF5C, KIF21B, ERCC6L, DDX6
microtubule-based movement	6	KIF2A, KLC4, DNAH14, KIF5B, KLC2, KIF21B
mitotic spindle organization	6	KIF2A, FAM110A, RMDN1, TUBG2, PCNT, WDR62
cell differentiation	6	KIF2A, NR1D1, INHA, RAF1, ITGB1BP1, MAP3K20
kinesin complex	6	KIF2A, KLC4, KIF5B, KLC2, KIF5C, KIF21B
glutamatergic synapse	6	PPM1H, EIF4E, CDK5, PRKCI, DLG1, PLEKHA5
 cell growth	6	YAP1, PAK5, EXOSC4, PAK4, DDR1, CEP43
