Feature	Number of Genes	Genes
T cell receptor signaling pathway	1	STK11
Golgi localization	1	STK11
 protein kinase B signaling	1	STK11
epithelial cell proliferation involved in prostate gland development	1	STK11
negative regulation of epithelial cell proliferation involved in prostate gland development	1	STK11
G1 to G0 transition	1	STK11
cellular response to UV-B	1	STK11
intrinsic apoptotic signaling pathway by p53 class mediator	1	STK11
negative regulation of canonical Wnt signaling pathway	1	STK11
response to thyroid hormone	1	STK11
dendrite extension	1	STK11
negative regulation of cold-induced thermogenesis	1	STK11
 protein localization to nucleus	1	STK11
 vesicle transport along microtubule	1	STK11
 signal transduction by p53 class mediator	1	STK11
negative regulation of TORC1 signaling	1	STK11
mitochondrion	1	STK11
membrane	1	STK11
Z disc	1	STK11
intracellular protein-containing complex	1	STK11
serine/threonine protein kinase complex	1	STK11
SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	1	CUL2
SCF ubiquitin ligase complex	1	CUL2
VCB complex	1	CUL2
DNA replication	1	DTL
protein monoubiquitination	1	DTL
mitotic G2 DNA damage checkpoint signaling	1	DTL
response to UV	1	DTL
 G2/M transition of mitotic cell cycle	1	DTL
translesion synthesis	1	DTL
chromosome	1	DTL
centrosome	1	DTL
nuclear membrane	1	DTL
microtubule motor activity	1	APPBP2
intracellular protein transport	1	APPBP2
intracellular transport	1	APPBP2
microtubule	1	APPBP2
microtubule associated complex	1	APPBP2
cytoplasmic vesicle membrane	1	APPBP2
response to light stimulus	1	COPS3
 DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1	COPS3
peptidase activity	1	COPS6
activation of NF-kappaB-inducing kinase activity	1	COPS8
negative regulation of protein neddylation	1	COPS9
chromatin	1	COPS9
DNA repair	1	CUL4A
cell population proliferation	1	CUL4A
hemopoiesis	1	CUL4A
negative regulation of granulocyte differentiation	1	CUL4A
somatic stem cell population maintenance	1	CUL4A
 nucleotide-excision repair	1	CUL4A
damaged DNA binding	1	CUL4B
gene expression	1	CUL4B
proteasomal protein catabolic process	1	CUL4B
neuron projection development	1	CUL4B
astrocyte differentiation	1	CUL4B
UV-damage excision repair	1	CUL4B
death receptor binding	1	FEM1B
apoptotic process	1	FEM1B
 ubiquitin-protein transferase activity	1	FEM1B
branching involved in prostate gland morphogenesis	1	FEM1B
epithelial cell maturation involved in prostate gland development	1	FEM1B
 extrinsic apoptotic signaling pathway via death domain receptors	1	FEM1B
ubiquitin ligase complex	1	FEM1C
identical protein binding	1	KCTD9
protein self-association	1	KCTD9
protein homooligomerization	1	KCTD9
kinase binding	1	LRRC14
negative regulation of NF-kappaB transcription factor activity	1	LRRC14
negative regulation of toll-like receptor signaling pathway	1	LRRC14
copper ion binding	1	RNF7
zinc ion binding	1	RNF7
NEDD8 transferase activity	1	RNF7
NEDD8 ligase activity	1	RNF7
response to redox state	1	RNF7
Cul5-RING ubiquitin ligase complex	1	RNF7
epidermal growth factor receptor binding	1	SOCS5
receptor tyrosine kinase binding	1	SOCS5
epidermal growth factor receptor signaling pathway	1	SOCS5
receptor signaling pathway via JAK-STAT	1	SOCS5
negative regulation of signal transduction	1	SOCS5
cytokine-mediated signaling pathway	1	SOCS5
negative regulation of interleukin-6 production	1	SOCS5
 T-helper 1 cell differentiation	1	SOCS5
negative regulation of T-helper 2 cell differentiation	1	SOCS5
negative regulation of inflammatory response	1	SOCS5
cellular response to low-density lipoprotein particle stimulus	1	SOCS5
negative regulation of monocyte chemotactic protein-1 production	1	SOCS5
vascular endothelial cell response to fluid shear stress	1	SOCS5
